case,seed,alg,mode,NP,dimension,peaks,change_frequency,shift_severity,environments,max_evals,realized_FE,budget_exact,environments_completed,changes_seen,reevaluation_FE,offline_error,best_error_before_change,mean_population_diversity,wall_seconds
F2,7,SGO,population_persistence,20,5,10,5000,1.0,100,500000,500000,True,100,99,1980,32.11133752938617,31.692252875574418,0.07081076471803242,76.94620946199575
F2,11,SGO,population_persistence,20,5,10,5000,1.0,100,500000,500000,True,100,99,1980,56.8578324117121,55.155628166885066,0.07572741103562142,68.60986564400082
F2,11,SGO,previous_best_seeded,20,5,10,5000,1.0,100,500000,500000,True,100,99,1980,26.111251604178563,23.04521528671112,0.2772658025675931,71.23666669399245
F2,12,SGO,previous_best_seeded,20,5,10,5000,1.0,100,500000,500000,True,100,99,1980,19.487333089489496,17.352865516589247,0.2783533054409472,69.60403154800588
F2,11,SGO,cold_restart,20,5,10,5000,1.0,100,500000,500000,True,100,99,1980,29.546223130934774,26.40821554183283,0.2797764744006321,72.31552448199363
F2,9,SGO,previous_best_seeded,20,5,10,5000,1.0,100,500000,500000,True,100,99,1980,16.09971866611269,14.113188693722112,0.2769568202751175,77.42728160599654
F2,13,SGO,cold_restart,20,5,10,5000,1.0,100,500000,500000,True,100,99,1980,24.54802981739998,21.62575655118026,0.28181917579804855,68.81140686699655
F2,10,SGO,population_persistence,20,5,10,5000,1.0,100,500000,500000,True,100,99,1980,51.96566190203485,50.2527615422496,0.041286859201927796,76.77029514900642
F2,8,SGO,population_persistence,20,5,10,5000,1.0,100,500000,500000,True,100,99,1980,59.919521770205286,57.55594539143508,0.05374525698916938,86.17220593299135
F2,10,SGO,cold_restart,20,5,10,5000,1.0,100,500000,500000,True,100,99,1980,27.11555878438443,24.795929794576573,0.2797724165533843,81.52733510899998
F2,12,SGO,cold_restart,20,5,10,5000,1.0,100,500000,500000,True,100,99,1980,25.767574815118536,23.330562663794826,0.278594095751895,76.20573634799803
F2,8,SGO,previous_best_seeded,20,5,10,5000,1.0,100,500000,500000,True,100,99,1980,21.414255845110112,19.213832870795162,0.2838897321581433,91.48471710599551
F2,13,SGO,previous_best_seeded,20,5,10,5000,1.0,100,500000,500000,True,100,99,1980,22.041591640270703,18.932857507659463,0.279106372253435,73.48095647100126
F2,10,SGO,previous_best_seeded,20,5,10,5000,1.0,100,500000,500000,True,100,99,1980,23.42474834947913,21.330236901612093,0.27712019476607036,91.08385280900984
F2,9,SGO,population_persistence,20,5,10,5000,1.0,100,500000,500000,True,100,99,1980,39.1252636794063,38.308664987675286,0.08204628471305828,92.80000820000714
F2,14,SGO,cold_restart,20,5,10,5000,1.0,100,500000,500000,True,100,99,1980,27.804986536107865,24.947858709064562,0.27663877271380444,73.98722328299482
F2,12,SGO,population_persistence,20,5,10,5000,1.0,100,500000,500000,True,100,99,1980,57.04473014118059,55.8331522789049,0.03096658249375105,92.78713004699966
F2,13,SGO,population_persistence,20,5,10,5000,1.0,100,500000,500000,True,100,99,1980,41.72268069044754,40.25058795997611,0.08459620283055674,91.06376396099222
F2,14,SGO,previous_best_seeded,20,5,10,5000,1.0,100,500000,500000,True,100,99,1980,18.184747894409426,15.794941078912373,0.27688651382435364,75.96366863900039
F2,15,SGO,cold_restart,20,5,10,5000,1.0,100,500000,500000,True,100,99,1980,26.988644179341247,23.825554770757616,0.2781855277501495,69.71670644599362
F2,14,SGO,population_persistence,20,5,10,5000,1.0,100,500000,500000,True,100,99,1980,25.402463331328594,24.082662330010574,0.1701863469417709,74.40127374599979
F2,17,SGO,cold_restart,20,5,10,5000,1.0,100,500000,500000,True,100,99,1980,30.278892112696347,26.483808982910453,0.27945550271695957,69.09797886799788
F2,15,SGO,population_persistence,20,5,10,5000,1.0,100,500000,500000,True,100,99,1980,40.53148998420766,39.03296341507968,0.11602333477271122,72.0565647570038
F2,16,SGO,population_persistence,20,5,10,5000,1.0,100,500000,500000,True,100,99,1980,31.07746693922989,29.585284018814505,0.11200923326713327,73.16577331000008
F2,18,SGO,previous_best_seeded,20,5,10,5000,1.0,100,500000,500000,True,100,99,1980,18.61120490515703,16.37824577929426,0.27586920003784576,68.48969272099202
F2,16,SGO,previous_best_seeded,20,5,10,5000,1.0,100,500000,500000,True,100,99,1980,22.583044671851688,20.18007172680059,0.27760853361325716,80.29012972599594
F2,15,SGO,previous_best_seeded,20,5,10,5000,1.0,100,500000,500000,True,100,99,1980,19.147437014444545,16.644128170439075,0.27986114823526276,83.72318258500309
F2,16,SGO,cold_restart,20,5,10,5000,1.0,100,500000,500000,True,100,99,1980,25.194203624872333,21.818013791221986,0.2799002753889478,81.44609547599975
F2,17,SGO,population_persistence,20,5,10,5000,1.0,100,500000,500000,True,100,99,1980,40.03559050584953,39.224940250159904,0.20642061233549652,78.6643029130064
F2,18,SGO,cold_restart,20,5,10,5000,1.0,100,500000,500000,True,100,99,1980,23.78671803181254,20.607587356387135,0.2809545856031592,81.27897382900119
F2,17,SGO,previous_best_seeded,20,5,10,5000,1.0,100,500000,500000,True,100,99,1980,22.030081997059305,19.72887011449651,0.2852723197767003,85.05748459899041
F2,19,SGO,population_persistence,20,5,10,5000,1.0,100,500000,500000,True,100,99,1980,19.085881515054815,18.31806385572517,0.1281005019286186,72.48454339000455
F2,19,SGO,cold_restart,20,5,10,5000,1.0,100,500000,500000,True,100,99,1980,25.475352762609212,22.790495430053667,0.2781590189958979,77.88893744099187
F2,19,SGO,previous_best_seeded,20,5,10,5000,1.0,100,500000,500000,True,100,99,1980,15.873933320648739,14.30183503408369,0.27886386416126896,74.08056596700044
F2,18,SGO,population_persistence,20,5,10,5000,1.0,100,500000,500000,True,100,99,1980,38.569134760552586,38.15902537710771,0.08556637782311456,81.82735111800139
F2,20,SGO,previous_best_seeded,20,5,10,5000,1.0,100,500000,500000,True,100,99,1980,20.207425135770936,17.684569749387943,0.2770015710239591,72.0342390119913
F2,20,SGO,cold_restart,20,5,10,5000,1.0,100,500000,500000,True,100,99,1980,24.66194979063464,21.684237895439654,0.27967612146726845,81.38697149000654
F2,20,SGO,population_persistence,20,5,10,5000,1.0,100,500000,500000,True,100,99,1980,34.6640652608853,33.125471564681355,0.11380155011398745,81.25026978200185
F2,21,SGO,previous_best_seeded,20,5,10,5000,1.0,100,500000,500000,True,100,99,1980,24.786523578126253,21.438933168977133,0.28223521123912115,69.50391303100332
F2,21,SGO,population_persistence,20,5,10,5000,1.0,100,500000,500000,True,100,99,1980,52.05501296087636,50.26885460013281,0.15941747675832968,79.08872451800562
F2,23,SGO,cold_restart,20,5,10,5000,1.0,100,500000,500000,True,100,99,1980,19.54522999813406,16.96061384263635,0.2782097018048997,69.39949233501102
F2,21,SGO,cold_restart,20,5,10,5000,1.0,100,500000,500000,True,100,99,1980,26.278737195801877,22.26369159331885,0.2797579386662579,81.96689089300344
F2,23,SGO,population_persistence,20,5,10,5000,1.0,100,500000,500000,True,100,99,1980,47.98270542970045,46.69193373679004,0.02909834115888137,70.42189177399268
F2,24,SGO,previous_best_seeded,20,5,10,5000,1.0,100,500000,500000,True,100,99,1980,24.850594751467266,21.85375645749004,0.2808277288145228,69.34676633200434
F2,22,SGO,cold_restart,20,5,10,5000,1.0,100,500000,500000,True,100,99,1980,26.271660779137306,22.617236290854144,0.28005911682695145,82.52234351501102
F2,23,SGO,previous_best_seeded,20,5,10,5000,1.0,100,500000,500000,True,100,99,1980,18.1446835283935,16.40015347426935,0.27355607429291107,74.94954199399217
F2,22,SGO,previous_best_seeded,20,5,10,5000,1.0,100,500000,500000,True,100,99,1980,20.61214694009734,18.73376990136333,0.27961740914707084,83.96253487600188
F2,25,SGO,previous_best_seeded,20,5,10,5000,1.0,100,500000,500000,True,100,99,1980,18.128268275048036,16.74893838521652,0.2730373995166794,72.00344121099624
F2,22,SGO,population_persistence,20,5,10,5000,1.0,100,500000,500000,True,100,99,1980,50.514855681684416,49.08837697242534,0.14883905015366047,91.43106250099663
F2,26,SGO,population_persistence,20,5,10,5000,1.0,100,500000,500000,True,100,99,1980,33.180533214097025,31.70902354499394,0.14025969572351152,70.9691636350035
F2,27,SGO,cold_restart,20,5,10,5000,1.0,100,500000,500000,True,100,99,1980,26.912728912724237,23.864378304260086,0.27802965378991845,68.13765205400705
F2,26,SGO,cold_restart,20,5,10,5000,1.0,100,500000,500000,True,100,99,1980,27.22083624166438,23.67208399696044,0.2787917243994792,78.94277471699752
F2,25,SGO,cold_restart,20,5,10,5000,1.0,100,500000,500000,True,100,99,1980,23.131060448100147,20.738071433776398,0.2810952235279809,81.06674385200313
F2,24,SGO,cold_restart,20,5,10,5000,1.0,100,500000,500000,True,100,99,1980,29.4528410895782,25.86989412676285,0.28097082682607977,89.26697734800109
F2,25,SGO,population_persistence,20,5,10,5000,1.0,100,500000,500000,True,100,99,1980,29.30730802229764,28.856628568413285,0.04414643540375419,87.34731170699524
F8,1,SGO,cold_restart,20,5,10,500,1.0,100,50000,50000,True,100,99,1980,39.67669182225543,30.707119064557368,0.27955196986458175,9.000238453998463
F8,1,SGO,previous_best_seeded,20,5,10,500,1.0,100,50000,50000,True,100,99,1980,29.039644161394676,23.775075791068197,0.27853826574462315,8.976410430987016
F8,1,SGO,population_persistence,20,5,10,500,1.0,100,50000,50000,True,100,99,1980,34.930494466652654,32.76538882737029,0.10410782060661643,9.155261174993939
F8,2,SGO,cold_restart,20,5,10,500,1.0,100,50000,50000,True,100,99,1980,41.403720067105,31.793517223168188,0.28135982873464344,6.647535897005582
F2,24,SGO,population_persistence,20,5,10,5000,1.0,100,500000,500000,True,100,99,1980,71.66971452051249,70.16923910668979,0.06263838847003465,96.41274670700659
F2,27,SGO,previous_best_seeded,20,5,10,5000,1.0,100,500000,500000,True,100,99,1980,21.135404368924185,19.07736185893568,0.2817243426515417,69.43061925699294
F8,2,SGO,previous_best_seeded,20,5,10,500,1.0,100,50000,50000,True,100,99,1980,33.2344534101698,27.12685047181978,0.27399328123135896,7.654435567004839
F2,26,SGO,previous_best_seeded,20,5,10,5000,1.0,100,500000,500000,True,100,99,1980,17.914746477247323,15.477647824094612,0.28089881484007434,95.75967121998838
F8,2,SGO,population_persistence,20,5,10,500,1.0,100,50000,50000,True,100,99,1980,23.42071405142833,22.120209286177133,0.07861638260407525,9.044094459997723
F8,3,SGO,cold_restart,20,5,10,500,1.0,100,50000,50000,True,100,99,1980,36.64078755787108,27.84247433494953,0.280287866083778,8.847815314991749
F8,3,SGO,population_persistence,20,5,10,500,1.0,100,50000,50000,True,100,99,1980,31.31226364511853,29.524813060729453,0.18158635180150826,7.5996896700089565
F8,3,SGO,previous_best_seeded,20,5,10,500,1.0,100,50000,50000,True,100,99,1980,26.87646978315236,22.519966951104312,0.28014244087683776,7.891193941992242
F8,4,SGO,previous_best_seeded,20,5,10,500,1.0,100,50000,50000,True,100,99,1980,31.340034701479617,25.381977295276837,0.27934316164803086,6.583197397005279
F8,4,SGO,cold_restart,20,5,10,500,1.0,100,50000,50000,True,100,99,1980,39.62540482900396,30.789770546012516,0.27995476287823523,8.318983687000582
F8,5,SGO,cold_restart,20,5,10,500,1.0,100,50000,50000,True,100,99,1980,41.78630209468616,31.837534208001493,0.2794813044347831,7.1877867199946195
F8,4,SGO,population_persistence,20,5,10,500,1.0,100,50000,50000,True,100,99,1980,30.12186394518266,28.284846149285432,0.05461588772636095,9.722033551995992
F8,5,SGO,previous_best_seeded,20,5,10,500,1.0,100,50000,50000,True,100,99,1980,29.697746647745994,25.038810691334085,0.2735580774549656,9.273118416997022
