case,seed,GWO,PSO,SGO,WOA
F8,2,64.8762356215564,20.341072084159634,23.42071405142833,59.34362743683719
F8,3,34.746216730474785,13.42351251105548,31.31226364511853,49.43059171774436
F8,4,22.39274603145947,20.136327951229877,30.12186394518266,23.256784692662823
F8,5,25.201896929949395,16.252376757966296,72.72118875673706,28.899823161485223
F8,6,61.04884813616235,19.476609789368677,46.11895617754574,53.90873150937325
F8,7,48.73974087579192,29.071867737393305,35.46069283699696,46.02985461100809
F8,8,70.70777143634135,23.078051372889558,64.64484695600763,39.40177675925993
F8,9,10.61438217695428,17.507781351471774,56.14650728219155,51.49749157378952
F8,10,50.128952029119496,15.250164933173831,52.98526370842748,36.06356612768875
F8,11,27.865188757263876,24.511490611643023,71.16172656962976,45.32688015012776
F8,12,56.68448022701152,26.24859483498223,61.47175626709422,47.36955031800132
F8,13,22.47151337144664,15.551458704806503,39.84329600946579,63.79735876531871
F8,14,27.868813718058625,14.878130447603986,24.31097250086659,30.70651008766096
F8,15,18.62801222326756,15.814860335976176,24.66154567703103,45.81779314763996
F8,16,27.16024567414177,36.45518759180031,49.51677605659429,23.398899133587378
F8,17,24.050728752994,17.560819259480922,26.03319319188177,68.4362110214739
F8,18,61.35245886260108,16.500265951954685,41.05356487956506,29.57077519744655
F8,19,21.50043830348412,16.7218169498409,27.951759596724163,36.27353048437506
F8,20,19.439540170747392,16.334454658947553,55.251014695785294,57.93800558628963
F8,21,20.353058918279608,16.50235304962196,48.51919500220609,75.59534668408874
F8,22,12.198369988673187,9.078639634473118,34.78365019691205,57.99912481763096
F8,23,21.87574838449413,15.244781963690958,53.54499278654258,36.22416374880645
F8,24,40.729618168970646,28.35783143607669,51.0288950103331,42.80033776139421
F8,25,15.404061320155234,20.20883335530128,34.754568633092696,22.3717298151225
F8,26,14.19529154833514,22.435328225794954,22.95964242503834,55.40543959078244
F8,27,35.03539216728942,27.84326598005602,76.50729536788705,56.91005264202308
F8,28,61.84248389383598,43.58334122599074,55.013156347189366,30.89128163088134
