case,seed,alg,mode,environment,post_change_error,end_of_environment_error,mean_error,error_reduction,error_reduction_fraction,recovery_evals_50,recovery_success_50,recovery_evals_90,recovery_success_90
F8,4,SGO,previous_best_seeded,73,57.837375651207026,29.00648149330172,35.844516819389185,28.830894157905306,0.49848205997056894,113,True,351,True
F8,4,SGO,previous_best_seeded,74,56.30450164009743,28.653549145951047,39.69083566506868,27.65095249414638,0.49109665637204875,163,True,451,True
F8,4,SGO,previous_best_seeded,75,67.66408549554367,22.00938448148362,38.71876370325591,45.65470101406005,0.674725752660425,67,True,408,True
F8,4,SGO,previous_best_seeded,76,70.89514452265286,49.871557952721226,53.73620995845588,21.02358656993163,0.2965448016431371,11,True,407,True
F8,4,SGO,previous_best_seeded,77,52.084070603329295,22.417063857811968,30.193170994845932,29.667006745517327,0.5695984665150379,135,True,135,True
F8,4,SGO,previous_best_seeded,78,87.4114159624007,52.2173588245857,56.89513934645285,35.194057137814994,0.40262540939679353,58,True,120,True
F8,4,SGO,previous_best_seeded,79,74.96788733448554,21.638868540277684,32.12701216614898,53.329018794207855,0.7113581653471017,67,True,380,True
F8,4,SGO,previous_best_seeded,80,69.64653762608563,36.62429798882222,39.426397461083965,33.02223963726341,0.47414043487059376,37,True,78,True
F8,4,SGO,previous_best_seeded,81,112.6774325033553,37.282677754573996,42.30871089634046,75.39475474878131,0.6691202761168366,2,True,94,True
F8,4,SGO,previous_best_seeded,82,65.37404824999848,35.84901109733436,39.37258008915126,29.52503715266412,0.4516323823141059,68,True,68,True
F8,4,SGO,previous_best_seeded,83,84.07674430927221,11.930708168105085,26.556697396074743,72.14603614116713,0.8580974053393581,61,True,492,True
F8,4,SGO,previous_best_seeded,84,43.690397266568226,16.941805174762933,24.265124035926096,26.748592091805293,0.6122304617329091,39,True,308,True
F8,4,SGO,previous_best_seeded,85,41.61065895179168,19.406892010581075,29.095445465300692,22.203766941210603,0.5336076741042466,238,True,238,True
F8,4,SGO,previous_best_seeded,86,163.04776066500415,31.703097259852612,34.075205598806484,131.34466340515155,0.8055594438675586,4,True,28,True
F8,4,SGO,previous_best_seeded,87,73.21085596797059,20.303757432127775,31.72218089478451,52.90709853584281,0.722667394559482,28,True,194,True
F8,4,SGO,previous_best_seeded,88,45.826275820059394,32.61443968683482,36.55156685453575,13.211836133224573,0.28830263635434666,150,True,150,True
F8,4,SGO,previous_best_seeded,89,34.36799795331001,22.184417716963196,24.507198479606014,12.183580236346813,0.3545036359958641,48,True,386,True
F8,4,SGO,previous_best_seeded,90,36.10299396451875,21.813596531154616,29.814328428333646,14.289397433364137,0.395795358340847,253,True,407,True
F8,4,SGO,previous_best_seeded,91,46.89979042519464,22.27438231058133,26.356663320458306,24.625408114613307,0.5250643529823643,88,True,97,True
F8,4,SGO,previous_best_seeded,92,38.26483013945605,26.06428513073024,35.44061097946704,12.200545008725811,0.31884487567985964,422,True,422,True
F8,4,SGO,previous_best_seeded,93,46.16695188386808,28.790148382059606,39.24272924338392,17.376803501808475,0.37639053029793756,159,True,447,True
F8,4,SGO,previous_best_seeded,94,64.1381046064205,32.45802516089441,44.60377595744566,31.68007944552609,0.4939353858354395,222,True,222,True
F8,4,SGO,previous_best_seeded,95,80.45057281481373,38.851726683536285,44.10995180996105,41.59884613127744,0.5170733367807377,70,True,124,True
F8,4,SGO,previous_best_seeded,96,31.876569713993028,16.16459931381486,22.374214841741495,15.711970400178167,0.49290028824152304,153,True,352,True
F8,4,SGO,previous_best_seeded,97,45.83523685630108,33.05124440138434,39.552251893903346,12.783992454916742,0.27891188813960055,340,True,340,True
F8,4,SGO,previous_best_seeded,98,63.24525820353488,32.424079300523154,41.69130631571892,30.821178903011727,0.48732790059649217,67,True,354,True
F8,4,SGO,previous_best_seeded,99,92.4954266816088,27.729123344552818,38.12660639526624,64.76630333705599,0.700210871614193,10,True,181,True
F8,4,SGO,previous_best_seeded,100,45.39180862419858,23.624483354417848,31.077268757122415,21.767325269780734,0.47954302614363054,100,True,370,True
F8,4,SGO,cold_restart,1,103.51547382158128,46.70978959514967,55.05763720518636,56.80568422643161,0.5487651471734707,41,True,163,True
F8,4,SGO,cold_restart,2,122.91487679899835,27.24471806587342,48.209482095389774,95.67015873312494,0.7783448287514744,39,True,437,True
F8,4,SGO,cold_restart,3,152.34349064726754,42.42858385263354,46.330899912794855,109.914906794634,0.7214939498079924,2,True,44,True
F8,4,SGO,cold_restart,4,112.3121955594994,22.261132732238032,31.53980792322591,90.05106282726138,0.8017923821955311,18,True,249,True
F8,4,SGO,cold_restart,5,184.6481030426733,55.856240733539316,59.85004584225847,128.791862309134,0.6974989733816512,2,True,118,True
F8,4,SGO,cold_restart,6,100.7084249561795,51.57052849407653,55.05230110874569,49.13789646210297,0.4879224005686116,4,True,140,True
F8,4,SGO,cold_restart,7,54.83437896292233,35.04857198139307,43.836359794091656,19.785806981529262,0.36082850495868557,294,True,294,True
F8,4,SGO,cold_restart,8,135.19303205935555,28.34811733018904,40.634618674623475,106.8449147291665,0.7903137691464528,7,True,300,True
F8,4,SGO,cold_restart,9,118.66838440910456,11.975079695683952,17.752151187121804,106.69330471342062,0.8990878677980453,9,True,89,True
F8,4,SGO,cold_restart,10,120.69232196259544,31.02780671551053,37.00412875214276,89.66451524708492,0.7429181391909375,13,True,83,True
F8,4,SGO,cold_restart,11,93.30835499904371,22.791840707255517,40.81930741335372,70.5165142917882,0.7557363356423001,9,True,374,True
F8,4,SGO,cold_restart,12,119.38472281684756,31.77636401898208,44.659688743506564,87.60835879786548,0.7338322419382641,32,True,254,True
F8,4,SGO,cold_restart,13,176.85635414444943,29.883728045048656,41.55803345232072,146.97262609940077,0.8310282478138118,2,True,21,True
F8,4,SGO,cold_restart,14,123.2447755589505,23.791620810554974,36.205345588298854,99.45315474839552,0.806956354111944,3,True,245,True
F8,4,SGO,cold_restart,15,120.68423128653734,25.330569414795846,33.39303281408902,95.3536618717415,0.7901087064584755,6,True,152,True
F8,4,SGO,cold_restart,16,104.53044986408374,32.74982730432106,41.7275331890569,71.78062255976268,0.6866958159378038,5,True,257,True
F8,4,SGO,cold_restart,17,189.1465319537942,34.15699549315133,38.56675759381312,154.98953646064288,0.8194151637869026,3,True,49,True
F8,4,SGO,cold_restart,18,118.89508203294324,29.06822300471849,38.39447062636827,89.82685902822475,0.7555136637471319,2,True,414,True
F8,4,SGO,cold_restart,19,70.19388219114437,33.57043443749275,34.962125452131495,36.62344775365162,0.5217470043033468,20,True,20,True
F8,4,SGO,cold_restart,20,222.33909868321828,27.04099732925846,38.338273470170606,195.29810135395982,0.8783794776114227,3,True,58,True
F8,4,SGO,cold_restart,21,74.02202979429674,26.899512300345393,41.77757184135832,47.12251749395135,0.6366012607990121,69,True,373,True
F8,4,SGO,cold_restart,22,154.4894368799845,20.75437980508154,29.395757797620327,133.73505707490295,0.8656582597216362,2,True,211,True
F8,4,SGO,cold_restart,23,87.69013563071587,30.520926864197392,38.65707664382763,57.16920876651848,0.6519457217773238,82,True,128,True
F8,4,SGO,cold_restart,24,153.38779784427214,32.335981802772324,45.2253844063323,121.05181604149982,0.7891880432653344,3,True,269,True
F8,4,SGO,cold_restart,25,187.14942277603774,32.23727572431844,43.67852108160789,154.9121470517193,0.827745791324738,3,True,14,True
F8,4,SGO,cold_restart,26,117.58129694256216,24.774374411814634,35.81009059938112,92.80692253074753,0.7893000412819329,2,True,197,True
F8,4,SGO,cold_restart,27,127.01797176250267,38.06172700087377,47.17307506729796,88.9562447616289,0.7003437665337522,15,True,78,True
F8,4,SGO,cold_restart,28,152.22658166334503,39.5221333718754,42.030297943364054,112.70444829146963,0.7403729825630577,6,True,48,True
F8,4,SGO,cold_restart,29,84.43359820879246,17.27841644304295,22.593441795377206,67.15518176574952,0.7953608893900762,10,True,109,True
F8,4,SGO,cold_restart,30,167.01195099208206,20.058524992779425,27.178308700985944,146.95342599930262,0.8798976667620008,2,True,9,True
F8,4,SGO,cold_restart,31,161.90987019426245,29.38410197077222,41.69173357689229,132.52576822349022,0.8185156844637288,5,True,211,True
F8,4,SGO,cold_restart,32,146.62336089394853,37.710213339420434,47.712503517027386,108.9131475545281,0.742808969119894,11,True,182,True
F8,4,SGO,cold_restart,33,130.84014807920585,35.312192994527784,43.591076757212576,95.52795508467807,0.7301119456609674,8,True,88,True
F8,4,SGO,cold_restart,34,129.282761238405,23.140432761321023,35.03527682938015,106.14232847708396,0.8210091388855107,3,True,326,True
F8,4,SGO,cold_restart,35,158.98948303917598,22.892961769920618,29.41391569935773,136.09652126925536,0.8560095842045121,3,True,22,True
F8,4,SGO,cold_restart,36,98.54261344756263,18.287145322959162,26.797548690213386,80.25546812460347,0.8144239869111014,11,True,382,True
F8,4,SGO,cold_restart,37,68.79920045731268,16.97474802634609,20.36355012266211,51.82445243096659,0.7532711439447863,22,True,22,True
F8,4,SGO,cold_restart,38,84.78749314954925,24.646720267603428,29.566642414119794,60.14077288194582,0.7093118412625877,3,True,3,True
F8,4,SGO,cold_restart,39,105.31326182829089,21.82372040792076,32.39078273305263,83.48954142037013,0.7927732934195555,11,True,171,True
F8,4,SGO,cold_restart,40,115.68412442939449,14.57118049087726,26.92522950199233,101.11294393851722,0.8740433870010358,8,True,242,True
F8,4,SGO,cold_restart,41,124.27354075246228,11.261719701768385,21.64887435146933,113.0118210506939,0.9093795860842143,12,True,103,True
F8,4,SGO,cold_restart,42,62.86617444515985,14.434763974752137,24.746559734695087,48.43141047040771,0.7703890191800356,103,True,356,True
F8,4,SGO,cold_restart,43,117.6687619646678,38.112971511838225,44.87179888355659,79.55579045282957,0.6760994942457001,29,True,170,True
F8,4,SGO,cold_restart,44,160.43692253372444,32.035961380895756,37.03613149724585,128.4009611528287,0.8003205192734755,6,True,53,True
F8,4,SGO,cold_restart,45,87.03843581421765,26.483965430284186,33.720752804031875,60.55447038393346,0.6957210319494499,49,True,130,True
F8,4,SGO,cold_restart,46,145.29475100131452,19.80687397488321,29.447260761353327,125.4878770264313,0.8636779798417906,5,True,76,True
F8,4,SGO,cold_restart,47,115.75291684375799,9.402912370908894,30.876640053645342,106.3500044728491,0.9187673829109564,47,True,408,True
F8,4,SGO,cold_restart,48,102.02352642960196,40.30191120270134,48.933414361121514,61.72161522690062,0.6049743366740967,63,True,191,True
F8,4,SGO,cold_restart,49,75.82929314835779,33.12854644658783,37.38964004300114,42.70074670176996,0.563116770958516,55,True,55,True
F8,4,SGO,cold_restart,50,109.25577798865478,19.25982850262944,23.860868272013185,89.99594948602535,0.823717986753713,13,True,145,True
F8,4,SGO,cold_restart,51,135.505680048283,51.446414338048726,54.39422147578986,84.05926571023429,0.6203375805374544,3,True,24,True
F8,4,SGO,cold_restart,52,154.7779387361254,37.708908365952965,51.158294598883856,117.06903037017244,0.7563676795680724,7,True,234,True
F8,4,SGO,cold_restart,53,184.2026088646662,26.1700440899795,35.44338541323833,158.0325647746867,0.8579279400477621,4,True,86,True
F8,4,SGO,cold_restart,54,80.3392360390249,20.69750867561781,29.944865942053017,59.641727363407085,0.7423735935755729,78,True,169,True
F8,4,SGO,cold_restart,55,58.79265582335794,41.419193890427486,43.18250024066231,17.373461932930454,0.29550394840350264,35,True,35,True
F8,4,SGO,cold_restart,56,120.50474683605466,19.390787303103615,39.680558918296406,101.11395953295104,0.8390869421145329,103,True,220,True
F8,4,SGO,cold_restart,57,128.6281992008345,36.522198569515474,41.61020216062862,92.10600063131903,0.716063827399999,7,True,125,True
F8,4,SGO,cold_restart,58,194.20069767820496,42.68182215587619,46.408015187371795,151.51887552232876,0.7802179772464002,5,True,14,True
F8,4,SGO,cold_restart,59,112.72256487581619,46.35434616605917,52.928104953933556,66.36821870975702,0.5887749163876224,39,True,135,True
F8,4,SGO,cold_restart,60,164.9892630100958,37.66236949802431,48.07440498668852,127.3268935120715,0.7717283609193423,3,True,116,True
F8,4,SGO,cold_restart,61,152.99701736416853,54.25128828893983,57.70815640814259,98.7457290752287,0.645409503900268,5,True,51,True
F8,4,SGO,cold_restart,62,181.232136949655,30.639059119411797,46.98675227773876,150.5930778302432,0.8309402535604207,6,True,206,True
F8,4,SGO,cold_restart,63,201.88792956486117,39.22411277044243,48.66155804647,162.66381679441872,0.8057134329180349,2,True,87,True
F8,4,SGO,cold_restart,64,127.4445758731483,26.965162370854983,37.034572701160165,100.47941350229331,0.78841655530562,8,True,261,True
F8,4,SGO,cold_restart,65,113.37066242812838,60.78379271875679,61.83098768108109,52.58686970937159,0.4638490115792449,5,True,26,True
F8,4,SGO,cold_restart,66,126.77986696905859,57.42669647055841,57.59123911510925,69.35317049850018,0.547036151374305,2,True,3,True
F8,4,SGO,cold_restart,67,54.55746131817875,39.858830750797246,50.35323148295689,14.698630567381507,0.2694155888533594,375,True,375,True
F8,4,SGO,cold_restart,68,218.90053437929043,25.242367945630612,43.83309878213227,193.65816643365983,0.8846856723433439,2,True,283,True
F8,4,SGO,cold_restart,69,107.09664215572217,41.88357908613624,47.69695562920508,65.21306306958593,0.6089179058925481,18,True,103,True
F8,4,SGO,cold_restart,70,136.40569554666627,12.421831642413657,31.586995491914394,123.98386390425262,0.9089346556048756,18,True,220,True
F8,4,SGO,cold_restart,71,128.79341421887105,43.03394165170621,49.75060179821988,85.75947256716483,0.6658684614216803,2,True,161,True
F8,4,SGO,cold_restart,72,134.7871567377257,29.895617739579365,39.02424772731643,104.89153899814633,0.7782012881408912,17,True,136,True
F8,4,SGO,cold_restart,73,143.92303997646087,42.73438209154111,50.11455857926609,101.18865788491976,0.7030747676082268,3,True,81,True
F8,4,SGO,cold_restart,74,165.11861368175903,10.953602560390507,25.59467942162485,154.16501112136854,0.9336622182311808,8,True,277,True
F8,4,SGO,cold_restart,75,179.60396566242872,27.600818061479117,55.98534127434014,152.0031476009496,0.8463240053766089,2,True,410,True
F8,4,SGO,cold_restart,76,80.38481834142945,25.21218868829468,40.63967912976798,55.17262965313477,0.6863563393126362,107,True,358,True
F8,4,SGO,cold_restart,77,168.29997769517033,30.48321035013595,35.372793190665114,137.81676734503438,0.8188757314908978,2,True,27,True
F8,4,SGO,cold_restart,78,111.33889774093213,46.861965840837385,53.07156754144549,64.47693190009474,0.5791051753549985,14,True,171,True
F8,4,SGO,cold_restart,79,43.34070394027787,22.41033865454944,26.888510628840443,20.930365285728428,0.4829262882894061,61,True,362,True
F8,4,SGO,cold_restart,80,100.70320871785549,42.288159780571746,44.20645763369277,58.41504893728374,0.5800713768808271,8,True,38,True
F8,4,SGO,cold_restart,81,136.07959994351273,25.360680101213575,29.839717794489058,110.71891984229916,0.8136334901650144,3,True,95,True
F8,4,SGO,cold_restart,82,145.86658155002846,39.03579188736893,54.29049346803396,106.83078966265953,0.7323870109756383,8,True,287,True
F8,4,SGO,cold_restart,83,115.55678039121753,24.86500606843675,28.676418030872604,90.69177432278079,0.7848243436321413,3,True,33,True
F8,4,SGO,cold_restart,84,170.48894962935566,17.332165506853173,28.314623667020182,153.15678412250247,0.8983384814996311,2,True,202,True
F8,4,SGO,cold_restart,85,63.14862032094735,31.27218021113068,33.53275120254245,31.87644010981667,0.5047844267666886,46,True,46,True
F8,4,SGO,cold_restart,86,96.94890269498066,23.363867481737223,32.06719639360758,73.58503521324343,0.7590084381331853,5,True,239,True
F8,4,SGO,cold_restart,87,99.11697651962295,38.90838165823862,44.66674126757618,60.208594861384334,0.6074498736295126,42,True,158,True
F8,4,SGO,cold_restart,88,90.24064071885755,25.569490407361485,41.9612577622474,64.67115031149606,0.7166521624439415,59,True,234,True
F8,4,SGO,cold_restart,89,124.99644643035555,24.336924477877247,27.92112253959225,100.6595219524783,0.80529906911044,6,True,6,True
F8,4,SGO,cold_restart,90,163.50384558734322,24.685790387789623,28.578499992513468,138.8180551995536,0.8490201236606234,5,True,79,True
F8,4,SGO,cold_restart,91,212.3019081292207,16.20041050661031,35.937065843055,196.1014976226104,0.9236916396589819,3,True,161,True
F8,4,SGO,cold_restart,92,78.01015472161407,37.5063675806587,42.904575710775184,40.503787140955374,0.5192117268001405,40,True,98,True
F8,4,SGO,cold_restart,93,148.98658598525412,19.301309512768007,29.217999334717227,129.68527647248612,0.8704493469319557,2,True,158,True
F8,4,SGO,cold_restart,94,148.82011366335814,38.48727643156272,46.312182029870485,110.33283723179542,0.7413839064884488,4,True,66,True
F8,4,SGO,cold_restart,95,119.04188162220615,27.29592045379369,39.64917464220901,91.74596116841246,0.770703217373356,2,True,296,True
F8,4,SGO,cold_restart,96,132.40921565048208,52.30083057708317,56.92052209263289,80.10838507339892,0.6050061144147202,7,True,11,True
F8,4,SGO,cold_restart,97,129.92515176265505,14.459517211403856,21.17053948589479,115.46563455125118,0.8887088680271988,6,True,182,True
F8,4,SGO,cold_restart,98,140.5054159127568,43.166665489269946,44.85472822490525,97.33875042348686,0.6927757893968075,7,True,15,True
F8,4,SGO,cold_restart,99,140.91653257939586,36.03162739315715,43.6928177128938,104.88490518623871,0.7443051802821217,8,True,123,True
F8,4,SGO,cold_restart,100,49.01126941994456,35.22501729341825,41.843789966425156,13.786252126526314,0.28128739144463294,78,True,473,True
F8,5,SGO,cold_restart,1,126.52298027896856,25.317296780322273,44.92965749749825,101.2056834986463,0.799899617251344,12,True,282,True
F8,5,SGO,cold_restart,2,90.85793328498008,7.005181483693029,22.189821453218187,83.85275180128704,0.9228996166826625,8,True,313,True
F8,5,SGO,cold_restart,3,135.8795556808927,13.95619534107233,16.906519943166185,121.92336033982038,0.8972899545399762,3,True,8,True
F8,5,SGO,cold_restart,4,137.210416417205,32.35672797307576,36.74952242855877,104.85368844412925,0.7641816939415796,7,True,69,True
F8,5,SGO,cold_restart,5,208.8601142442915,16.72275895815811,22.801299363135804,192.1373552861334,0.9199332097530194,6,True,58,True
F8,5,SGO,cold_restart,6,116.79991379144734,31.001259522663787,39.661032810244855,85.79865426878355,0.7345780616069782,4,True,155,True
F8,5,SGO,cold_restart,7,114.91053486972419,17.49899141561903,41.76508427433536,97.41154345410516,0.8477163870531288,38,True,491,True
F8,5,SGO,cold_restart,8,113.17882092892323,30.782906188864672,39.621125469064076,82.39591474005856,0.7280153129692306,12,True,220,True
F8,5,SGO,cold_restart,9,129.13357315475386,40.64373600078188,43.16034706448778,88.48983715397199,0.6852581787381167,2,True,31,True
F8,5,SGO,cold_restart,10,115.12913304071684,24.43088161322692,41.17590107088794,90.69825142748992,0.7877958343993902,3,True,314,True
F8,5,SGO,cold_restart,11,137.94227471911316,24.323456917786682,36.21089358741946,113.61881780132647,0.8236693068363875,11,True,182,True
F8,5,SGO,cold_restart,12,155.6221886437655,28.342371943288907,36.95591469701351,127.27981670047659,0.8178770508865713,18,True,211,True
F8,5,SGO,cold_restart,13,125.84931032144863,27.304705951092213,43.46075138430302,98.54460437035641,0.7830365070626959,2,True,232,True
F8,5,SGO,cold_restart,14,169.47670955396518,42.77056765229359,44.76517674684232,126.70614190167159,0.7476315904122832,4,True,22,True
F8,5,SGO,cold_restart,15,168.21465113293897,28.569383243206246,37.944290720165824,139.64526788973274,0.8301611479690433,2,True,106,True
F8,5,SGO,cold_restart,16,36.01603346069394,28.457698856812556,32.40552183802696,7.558334603881384,0.2098602727068811,186,True,366,True
F8,5,SGO,cold_restart,17,131.48348101809773,28.79661505114363,37.78962479523827,102.6868659669541,0.7809868218565038,20,True,104,True
F8,5,SGO,cold_restart,18,114.47230310742714,24.46713121904932,41.31745408493918,90.00517188837782,0.7862615623616133,15,True,305,True
F8,5,SGO,cold_restart,19,242.86174585564146,9.4629660245199,28.060403402258498,233.39877983112154,0.9610355842943468,2,True,201,True
F8,5,SGO,cold_restart,20,117.46229590166644,13.983938662151445,36.92501375573684,103.47835723951499,0.8809495544522806,36,True,305,True
F8,5,SGO,cold_restart,21,172.42982821239693,26.409193366387044,40.7090457657159,146.0206348460099,0.8468409228253913,2,True,194,True
F8,5,SGO,cold_restart,22,196.35662639486247,34.51133961709397,49.81022740735547,161.8452867777685,0.8242415331189611,2,True,197,True
F8,5,SGO,cold_restart,23,166.5279076740427,16.96972051264538,25.004374136742772,149.5581871613973,0.8980968370427048,2,True,176,True
F8,5,SGO,cold_restart,24,142.97315701136898,26.20516297712131,32.66533272366435,116.76799403424766,0.8167127066024182,9,True,59,True
F8,5,SGO,cold_restart,25,153.7465356105465,27.41493016775764,32.07368305775822,126.33160544278886,0.8216874932570705,3,True,83,True
F8,5,SGO,cold_restart,26,154.30571067067132,20.829060846946774,27.560063964284318,133.47664982372453,0.865014322824374,3,True,46,True
F8,5,SGO,cold_restart,27,79.872531024714,28.337894387029266,42.637765336743456,51.53463663768473,0.6452110128041264,125,True,290,True
F8,5,SGO,cold_restart,28,184.58146719168695,11.69897525667568,26.232757150677834,172.88249193501127,0.9366189063578829,4,True,257,True
F8,5,SGO,cold_restart,29,118.45548093869915,30.615544583785443,45.65658395810469,87.8399363549137,0.7415438750391885,9,True,340,True
F8,5,SGO,cold_restart,30,107.740240375251,22.812712234814725,41.03688883491265,84.92752814043628,0.7882619144401405,10,True,371,True
F8,5,SGO,cold_restart,31,174.80531062977192,18.134882527692014,30.05192890849609,156.6704281020799,0.8962566842943307,17,True,32,True
F8,5,SGO,cold_restart,32,80.79395355310714,27.301486131510867,38.75130718162234,53.492467421596274,0.6620850332127246,87,True,297,True
F8,5,SGO,cold_restart,33,170.4323453714515,36.21206593631592,48.16452667715016,134.22027943513558,0.7875282074104364,7,True,193,True
F8,5,SGO,cold_restart,34,199.58827589546536,48.56891264180794,58.542536547306376,151.01936325365742,0.7566544807108511,3,True,12,True
F8,5,SGO,cold_restart,35,72.8822220976171,35.44038061346367,38.036596107255534,37.441841484153436,0.513730789300092,4,True,162,True
F8,5,SGO,cold_restart,36,177.63780697486933,32.09226042836436,36.17422008110757,145.54554654650497,0.8193387940614213,2,True,10,True
F8,5,SGO,cold_restart,37,114.15041271485438,29.474836439463566,42.41810130355461,84.67557627539082,0.7417894886364437,6,True,260,True
F8,5,SGO,cold_restart,38,121.66495310006962,29.996672451574515,36.86054732443991,91.66828064849511,0.7534485347896185,13,True,116,True
F8,5,SGO,cold_restart,39,167.3405672402027,40.597243789997435,41.480510145945466,126.74332345020525,0.7573974771358122,3,True,9,True
F8,5,SGO,cold_restart,40,166.61700500194232,27.260572471766416,38.7384395224535,139.3564325301759,0.836387813648141,9,True,257,True
F8,5,SGO,cold_restart,41,220.64075184947296,34.563247811715655,48.13019405147066,186.0775040377573,0.8433505709077005,2,True,142,True
F8,5,SGO,cold_restart,42,133.89808684026087,27.73193765046971,35.88865917084087,106.16614918979116,0.7928877230071729,4,True,4,True
F8,5,SGO,cold_restart,43,122.77367127548615,37.38905795539129,44.594350965736574,85.38461332009487,0.6954635503935066,4,True,118,True
F8,5,SGO,cold_restart,44,102.1202505448901,29.93154716048563,41.54157165430876,72.18870338440448,0.7068990038628207,6,True,177,True
F8,5,SGO,cold_restart,45,81.46776500551158,19.52856682492761,33.96923163464016,61.93919818058397,0.7602908730390918,49,True,422,True
F8,5,SGO,cold_restart,46,251.19166241461096,23.731430041826613,31.522763185623457,227.46023237278433,0.9055246109138125,2,True,91,True
F8,5,SGO,cold_restart,47,161.7993715338241,12.832626721504809,33.781255160774265,148.9667448123193,0.9206880311100458,3,True,251,True
F8,5,SGO,cold_restart,48,153.77653515502303,37.90901018625543,50.21558222974243,115.8675249687676,0.7534798781358993,7,True,295,True
F8,5,SGO,cold_restart,49,77.72207865416252,35.985533750101624,42.713358901145185,41.73654490406089,0.5369972809113184,12,True,221,True
F8,5,SGO,cold_restart,50,130.53114930862816,46.419438006967134,52.301371770114315,84.11171130166102,0.6443803777655178,9,True,87,True
F8,5,SGO,cold_restart,51,87.70814553239993,11.425753626082482,16.104879288058484,76.28239190631744,0.8697298459940447,41,True,41,True
F8,5,SGO,cold_restart,52,133.42335274948078,52.843430684417356,69.18156349142338,80.57992206506343,0.6039416669161539,37,True,470,True
F8,5,SGO,cold_restart,53,182.85921847367104,25.80391445612112,39.040793610739456,157.05530401754993,0.8588864446019905,7,True,265,True
F8,5,SGO,cold_restart,54,169.2141637628823,28.141431928517697,40.010062269949294,141.0727318343646,0.8336934018835921,3,True,238,True
F8,5,SGO,cold_restart,55,79.94257344224482,59.34701691561272,61.813696084421956,20.5955565266321,0.2576293911968137,55,True,55,True
F8,5,SGO,cold_restart,56,137.50227773471838,31.721160698728966,49.04727190028604,105.78111703598941,0.7693044710144493,17,True,198,True
F8,5,SGO,cold_restart,57,133.83000555775203,40.69203181268401,49.33169749007132,93.13797374506802,0.6959423886811089,20,True,60,True
F8,5,SGO,cold_restart,58,170.39209377409392,28.945167314208895,44.521584964230094,141.44692645988502,0.8301261128196216,11,True,319,True
F8,5,SGO,cold_restart,59,163.2471158354732,40.36331286242357,54.71439691055436,122.88380297304964,0.7527471609170524,2,True,331,True
F8,5,SGO,cold_restart,60,202.0140941094326,32.549465164652425,40.42118342036184,169.46462894478017,0.8388752759645566,9,True,40,True
F8,5,SGO,cold_restart,61,132.7373632955818,24.59968676190462,52.047561112937885,108.13767653367717,0.8146739836384603,10,True,457,True
F8,5,SGO,cold_restart,62,160.43254825851773,24.90705189761354,38.530962325651174,135.52549636090419,0.8447506309163723,11,True,197,True
F8,5,SGO,cold_restart,63,142.84765419650626,33.42533421988896,43.090215947514956,109.4223199766173,0.7660071185074703,2,True,217,True
F8,5,SGO,cold_restart,64,244.06035378597068,22.03479330464502,31.829726984793403,222.02556048132567,0.9097158020021209,2,True,110,True
F8,5,SGO,cold_restart,65,176.087486837203,26.370168969321185,36.865282140937445,149.7173178678818,0.8502439358811394,3,True,105,True
F8,5,SGO,cold_restart,66,84.3060252781205,34.09729611746995,43.42948863945748,50.20872916065055,0.5955532714893743,24,True,270,True
F8,5,SGO,cold_restart,67,135.2812126850702,44.317916786400026,51.2165837924814,90.96329589867017,0.6724015411543468,3,True,56,True
F8,5,SGO,cold_restart,68,112.09109458617432,49.3783415031602,53.8313103163524,62.71275308301412,0.5594802451929068,17,True,128,True
F8,5,SGO,cold_restart,69,140.78012262619683,24.011586725339725,41.90240080876173,116.7685359008571,0.8294390836048926,4,True,343,True
F8,5,SGO,cold_restart,70,101.26491236996851,46.47251481279083,52.78308487446497,54.79239755717769,0.5410797903719622,28,True,206,True
F8,5,SGO,cold_restart,71,131.33156543084448,46.778916916465825,53.45994625907921,84.55264851437866,0.6438105586954396,4,True,99,True
F8,5,SGO,cold_restart,72,117.26690322158328,48.21225663923313,50.667538934984314,69.05464658235014,0.5888673162270431,15,True,44,True
F8,5,SGO,cold_restart,73,117.99746064673474,43.00048515206953,49.115721873028804,74.99697549466521,0.635581266610423,20,True,83,True
F8,5,SGO,cold_restart,74,118.66025229343998,25.803938256952414,38.16584233290431,92.85631403648756,0.7825393275488681,9,True,334,True
F8,5,SGO,cold_restart,75,144.29384244723065,48.29506310996325,51.52179371866659,95.9987793372674,0.6653005957088909,6,True,34,True
F8,5,SGO,cold_restart,76,211.51373042042013,46.319911450667234,48.41827883762284,165.1938189697529,0.7810075432994426,3,True,5,True
F8,5,SGO,cold_restart,77,110.32663797126202,50.268820476912325,55.18358014963737,60.05781749434969,0.5443637057987175,50,True,94,True
F8,5,SGO,cold_restart,78,113.72413939305298,53.92967717430344,59.25334219011014,59.79446221874954,0.5257851370682888,16,True,217,True
F8,5,SGO,cold_restart,79,133.5967063301443,28.44978052257349,49.77830189113948,105.1469258075708,0.7870472910292536,6,True,377,True
F8,5,SGO,cold_restart,80,154.21321287021703,57.038809801178594,58.83046390288601,97.17440306903845,0.6301302025969631,4,True,13,True
F8,5,SGO,cold_restart,81,131.8172186246942,32.91135413484742,38.00931762520461,98.90586448984678,0.7503258339219584,2,True,112,True
F8,5,SGO,cold_restart,82,147.8596443644689,20.786309246019258,25.32595660921613,127.07333511844963,0.8594186443815479,5,True,56,True
