case,seed,alg,mode,environment,post_change_error,end_of_environment_error,mean_error,error_reduction,error_reduction_fraction,recovery_evals_50,recovery_success_50,recovery_evals_90,recovery_success_90
F2,3,SGO,cold_restart,26,61.3511667836979,6.835660402470403,8.796611239554197,54.515506381227496,0.8885814115553747,116,True,195,True
F2,3,SGO,cold_restart,27,51.10575517134485,5.72732048989031,11.032685037784695,45.37843468145454,0.8879319859243243,183,True,2568,True
F2,3,SGO,cold_restart,28,117.85691854437454,2.2895370259132477,6.06373530105372,115.56738151846129,0.9805735882611659,54,True,510,True
F2,3,SGO,cold_restart,29,172.24982402539882,5.2423787362466285,7.276325150080895,167.0074452891522,0.9695652592627694,3,True,205,True
F2,3,SGO,cold_restart,30,113.56502367650798,7.2506005085261975,8.806648989160458,106.31442316798177,0.9361546339374729,5,True,273,True
F2,3,SGO,cold_restart,31,83.72178796504495,15.90777140433179,17.397716836932542,67.81401656071316,0.8099924548795647,40,True,131,True
F2,3,SGO,cold_restart,32,171.20595936011887,21.209337186330863,23.645053830065002,149.996622173788,0.8761179969108517,7,True,342,True
F2,3,SGO,cold_restart,33,149.56750887787814,14.042520893105475,15.396329022475367,135.52498798477268,0.9061124906173895,19,True,96,True
F2,3,SGO,cold_restart,34,99.12361056916123,30.31859212060032,32.592231078718996,68.8050184485609,0.6941334970900175,21,True,705,True
F2,3,SGO,cold_restart,35,86.12516935268565,28.619804272470745,31.30580121925354,57.5053650802149,0.667695233721148,58,True,483,True
F2,3,SGO,cold_restart,36,106.3877137555798,28.439275949584754,32.336949344018485,77.94843780599504,0.732682704180273,11,True,814,True
F2,3,SGO,cold_restart,37,89.30139649141101,17.24232159835953,21.27374053173635,72.05907489305147,0.8069199108211269,26,True,845,True
F2,3,SGO,cold_restart,38,157.74128124254213,26.409438848689888,29.382975988753454,131.33184239385224,0.8325775051358758,5,True,184,True
F2,3,SGO,cold_restart,39,113.77138946064748,29.155281757123362,31.643080867397693,84.61610770352412,0.7437380180084034,41,True,141,True
F2,3,SGO,cold_restart,40,185.76279988677265,17.73201035803814,21.464722276445904,168.03078952873452,0.9045448799821801,6,True,447,True
F2,3,SGO,cold_restart,41,114.516823700437,16.810515133506783,18.639795661319617,97.70630856693022,0.8532048428318167,34,True,520,True
F2,3,SGO,cold_restart,42,167.18086781750839,20.79143508732023,22.96197181407174,146.38943273018816,0.875635080982976,2,True,225,True
F2,3,SGO,cold_restart,43,74.10260685896012,16.45572340713943,19.74826806314457,57.646883451820685,0.7779332724628744,136,True,704,True
F2,3,SGO,cold_restart,44,112.69996646774347,11.627438808061378,13.934432484678801,101.0725276596821,0.8968283738452635,21,True,199,True
