case,alg,mode,seed,end_error,post_change_error,recovery_frac_50,recovery_frac_90,late_half_fraction,mean_population_diversity
F10,PSO,population_persistence,5,54.658024725676775,110.67212914676226,0.038066666666666665,0.608030303030303,0.19492323123791117,0.05422854535532533
F10,PSO,population_persistence,6,120.1216250685975,234.946159756002,0.039525252525252526,0.47679797979797983,0.12764809256311288,0.038123758751953014
F10,PSO,population_persistence,7,87.18145636980199,169.22122386278815,0.05078989898989899,0.5714868686868687,0.17112259965398824,0.046005622221700404
F10,PSO,population_persistence,8,328.29452669342203,401.8920010376342,0.06797142857142857,0.4016571428571428,0.1114329773554027,0.01817586477512979
F10,PSO,population_persistence,9,133.10361883949344,253.90623380215908,0.016585858585858586,0.3872,0.08965336285719043,0.035207830655366514
F10,PSO,population_persistence,10,419.1995704766476,439.7759789826703,0.08505263157894738,0.34757894736842104,0.06866058494001952,0.006957857968344311
F10,PSO,population_persistence,11,289.4775646414417,371.92042573835806,0.08732,0.3769018181818182,0.09495676251000854,0.017554636705906984
F10,PSO,population_persistence,12,341.0886385451819,397.5976310602209,0.08524680851063829,0.3834595744680851,0.0820350748601001,0.014507741429118945
F10,PSO,population_persistence,13,98.55892327939678,188.9079147076187,0.04453737373737374,0.5382727272727272,0.16248085342333876,0.038870270783788144
F10,PSO,population_persistence,14,407.73779206754057,480.72794596988723,0.11438536585365854,0.2868341463414634,0.04285517747201506,0.009964238625631481
F10,PSO,population_persistence,15,237.22757105563218,332.1804958751537,0.08268857142857143,0.44882,0.11468930949109882,0.033389400844615925
F10,PSO,population_persistence,16,247.39437452599853,354.7910463982505,0.07153333333333334,0.43434523809523806,0.08858715327371952,0.0262595690298508
F10,PSO,population_persistence,17,300.63778420578245,400.467982465432,0.12043434343434344,0.3106242424242424,0.043710099620188375,0.020921642574736683
F10,PSO,population_persistence,18,328.35772462279647,381.5916491952418,0.09881818181818182,0.3758590909090909,0.08719836539697193,0.012547473458929035
F10,PSO,population_persistence,19,351.09518914769865,432.90556122078846,0.07947,0.30254,0.04846409247702328,0.015545131041544077
F10,PSO,population_persistence,20,369.41604663220943,447.8534921416276,0.06941224489795918,0.4047591836734694,0.10936707006683034,0.025161115708092686
F10,PSO,population_persistence,21,273.01864390841564,375.62963586518055,0.08056052631578947,0.3574342105263158,0.08477643348052197,0.028252910810944803
F10,PSO,population_persistence,22,178.0557488010523,299.54776216283796,0.09791162790697676,0.3886953488372093,0.10370275669264672,0.023906425634022226
