part,mode,system,alg,trial,step,P,Nc,Q_scale,J_star,J_alg,signed_gap,abs_gap,norm_gap,below_ref,control_error,time_ms,nfe,iters,mean_metric_rmse,nrmse,Nsim
single_step,tuned,flight,GWO,16,37.0,20.0,1.0,1.0,-0.026171676917801118,-0.026171528092737224,1.4882506389410355e-07,1.4882506389410355e-07,1.4882506389410355e-07,False,0.0026189660524318387,11.466695999843068,820.0,40.0,,,
single_step,tuned,flight,GWO,17,37.0,20.0,1.0,1.0,-0.026171676917801118,-0.026166804438870712,4.872478930405266e-06,4.872478930405266e-06,4.872478930405266e-06,False,0.016079847560968114,8.096156001556665,580.0,28.0,,,
single_step,tuned,flight,GWO,18,37.0,20.0,1.0,1.0,-0.026171676917801118,-0.02617134929251161,3.276252895090259e-07,3.276252895090259e-07,3.276252895090259e-07,False,0.002274558665670548,11.475784005597234,820.0,40.0,,,
single_step,tuned,flight,GWO,19,37.0,20.0,1.0,1.0,-0.026171676917801118,-0.026171655983625502,2.0934175615217043e-08,2.0934175615217043e-08,2.0934175615217043e-08,False,0.0006975108431047964,11.520441999891773,820.0,40.0,,,
single_step,tuned,flight,GWO,20,37.0,20.0,1.0,1.0,-0.026171676917801118,-0.026169631065353808,2.0458524473097872e-06,2.0458524473097872e-06,2.0458524473097872e-06,False,0.0074593737413954225,8.428370987530798,600.0,29.0,,,
single_step,tuned,flight,GWO,21,37.0,20.0,1.0,1.0,-0.026171676917801118,-0.026171422103992877,2.5481380824116107e-07,2.5481380824116107e-07,2.5481380824116107e-07,False,0.0029373478724232308,11.684341006912291,820.0,40.0,,,
single_step,tuned,flight,GWO,22,37.0,20.0,1.0,1.0,-0.026171676917801118,-0.02617024854534391,1.428372457208671e-06,1.428372457208671e-06,1.428372457208671e-06,False,0.008626639642962987,7.6610419928329065,540.0,26.0,,,
single_step,tuned,flight,GWO,23,37.0,20.0,1.0,1.0,-0.026171676917801118,-0.026170643135031035,1.0337827700823699e-06,1.0337827700823699e-06,1.0337827700823699e-06,False,0.006663942125197657,8.196223003324121,580.0,28.0,,,
single_step,tuned,flight,GWO,24,37.0,20.0,1.0,1.0,-0.026171676917801118,-0.026171674058557717,2.859243401071021e-09,2.859243401071021e-09,2.859243401071021e-09,False,0.0003251661870229831,11.747835000278428,820.0,40.0,,,
single_step,tuned,flight,GWO,25,37.0,20.0,1.0,1.0,-0.026171676917801118,-0.02617121961634286,4.5730145825650936e-07,4.5730145825650936e-07,4.5730145825650936e-07,False,0.0026497974839632833,11.60239199816715,820.0,40.0,,,
single_step,tuned,flight,GWO,26,37.0,20.0,1.0,1.0,-0.026171676917801118,-0.026166915437207082,4.76148059403575e-06,4.76148059403575e-06,4.76148059403575e-06,False,0.015836372722753303,6.306466995738447,460.0,22.0,,,
single_step,tuned,flight,GWO,27,37.0,20.0,1.0,1.0,-0.026171676917801118,-0.026171435761272094,2.411565290239004e-07,2.411565290239004e-07,2.411565290239004e-07,False,0.0028958641551151115,11.442446004366502,820.0,40.0,,,
single_step,tuned,flight,GWO,28,37.0,20.0,1.0,1.0,-0.026171676917801118,-0.02617167016188572,6.755915396561285e-09,6.755915396561285e-09,6.755915396561285e-09,False,0.00024679708641743976,11.565794004127383,820.0,40.0,,,
single_step,tuned,flight,GWO,29,37.0,20.0,1.0,1.0,-0.026171676917801118,-0.0261715822765464,9.464125471855822e-08,9.464125471855822e-08,9.464125471855822e-08,False,0.0022817793992595736,11.488889009342529,820.0,40.0,,,
single_step,tuned,flight,GWO,30,37.0,20.0,1.0,1.0,-0.026171676917801118,-0.02617167505734668,1.860454436342085e-09,1.860454436342085e-09,1.860454436342085e-09,False,0.00027573957259942805,11.44144800491631,820.0,40.0,,,
single_step,tuned,flight,GWO,31,37.0,20.0,1.0,1.0,-0.026171676917801118,-0.026170715899715948,9.610180851694905e-07,9.610180851694905e-07,9.610180851694905e-07,False,0.004583172831460127,10.840168004506268,780.0,38.0,,,
single_step,tuned,flight,GWO,32,37.0,20.0,1.0,1.0,-0.026171676917801118,-0.02616932054421797,2.356373583149024e-06,2.356373583149024e-06,2.356373583149024e-06,False,0.007247680348306101,8.178920994396321,600.0,29.0,,,
single_step,tuned,flight,GWO,33,37.0,20.0,1.0,1.0,-0.026171676917801118,-0.02612281326411179,4.8863653689328046e-05,4.8863653689328046e-05,4.8863653689328046e-05,False,0.0266194927414397,5.51113800611347,400.0,19.0,,,
single_step,tuned,flight,GWO,34,37.0,20.0,1.0,1.0,-0.026171676917801118,-0.02617154005688581,1.368609153090672e-07,1.368609153090672e-07,1.368609153090672e-07,False,0.002376710408568146,11.66482399275992,820.0,40.0,,,
single_step,tuned,flight,GWO,35,37.0,20.0,1.0,1.0,-0.026171676917801118,-0.026125808834416987,4.5868083384130454e-05,4.5868083384130454e-05,4.5868083384130454e-05,False,0.020789321323221227,5.76505099888891,420.0,20.0,,,
single_step,tuned,flight,GWO,36,37.0,20.0,1.0,1.0,-0.026171676917801118,-0.02617134758853481,3.293292663089642e-07,3.293292663089642e-07,3.293292663089642e-07,False,0.001599118839687629,11.507539995363913,820.0,40.0,,,
single_step,tuned,flight,GWO,37,37.0,20.0,1.0,1.0,-0.026171676917801118,-0.026171593087256417,8.383054470040285e-08,8.383054470040285e-08,8.383054470040285e-08,False,0.0021588972297444313,10.547683996264823,740.0,36.0,,,
single_step,tuned,flight,GWO,38,37.0,20.0,1.0,1.0,-0.026171676917801118,-0.0261716404261105,3.6491690617174166e-08,3.6491690617174166e-08,3.6491690617174166e-08,False,0.0013577899118195561,11.791657001595013,820.0,40.0,,,
single_step,tuned,flight,GWO,39,37.0,20.0,1.0,1.0,-0.026171676917801118,-0.026171546469419806,1.3044838131220926e-07,1.3044838131220926e-07,1.3044838131220926e-07,False,0.002469475686641525,11.729934994946234,820.0,40.0,,,
single_step,tuned,flight,GWO,40,37.0,20.0,1.0,1.0,-0.026171676917801118,-0.026170515207291297,1.1617105098206404e-06,1.1617105098206404e-06,1.1617105098206404e-06,False,0.007819064971128033,8.251751001807861,580.0,28.0,,,
single_step,tuned,flight,GWO,41,37.0,20.0,1.0,1.0,-0.026171676917801118,-0.02617161996826274,5.694953837676042e-08,5.694953837676042e-08,5.694953837676042e-08,False,0.0017728757053300402,11.707206998835318,820.0,40.0,,,
single_step,tuned,flight,GWO,42,37.0,20.0,1.0,1.0,-0.026171676917801118,-0.026168852805982818,2.8241118182996405e-06,2.8241118182996405e-06,2.8241118182996405e-06,False,0.011412918224690288,7.773645003908314,540.0,26.0,,,
single_step,tuned,flight,GWO,43,37.0,20.0,1.0,1.0,-0.026171676917801118,-0.02617038993919658,1.286978604537331e-06,1.286978604537331e-06,1.286978604537331e-06,False,0.005903022874076551,10.578097993857227,740.0,36.0,,,
single_step,tuned,flight,GWO,44,37.0,20.0,1.0,1.0,-0.026171676917801118,-0.026170366624785772,1.3102930153455206e-06,1.3102930153455206e-06,1.3102930153455206e-06,False,0.008213196346581516,6.1977150035090744,440.0,21.0,,,
single_step,tuned,flight,GWO,45,37.0,20.0,1.0,1.0,-0.026171676917801118,-0.026171498430292796,1.7848750832188953e-07,1.7848750832188953e-07,1.7848750832188953e-07,False,0.0017647031339371377,11.376055001164787,820.0,40.0,,,
single_step,tuned,flight,GWO,46,37.0,20.0,1.0,1.0,-0.026171676917801118,-0.026171313994202305,3.629235988122925e-07,3.629235988122925e-07,3.629235988122925e-07,False,0.003497011578842245,7.122448005247861,500.0,24.0,,,
single_step,tuned,flight,GWO,47,37.0,20.0,1.0,1.0,-0.026171676917801118,-0.026171450384539913,2.265332612050308e-07,2.265332612050308e-07,2.265332612050308e-07,False,0.003523621521698463,11.597585995332338,820.0,40.0,,,
single_step,tuned,flight,GWO,48,37.0,20.0,1.0,1.0,-0.026171676917801118,-0.026150725049866506,2.095186793461129e-05,2.095186793461129e-05,2.095186793461129e-05,False,0.03363336939580904,7.289925997611135,520.0,25.0,,,
single_step,tuned,flight,GWO,49,37.0,20.0,1.0,1.0,-0.026171676917801118,-0.026166573981609653,5.102936191464513e-06,5.102936191464513e-06,5.102936191464513e-06,False,0.006465966039139957,8.438670003670268,600.0,29.0,,,
single_step,tuned,flight,PSO,0,37.0,20.0,1.0,1.0,-0.026171676917801118,-0.026171659212891135,1.770490998254104e-08,1.770490998254104e-08,1.770490998254104e-08,False,0.0004384222860418306,4.283123998902738,1230.0,41.0,,,
single_step,tuned,flight,PSO,1,37.0,20.0,1.0,1.0,-0.026171676917801118,-0.02616951554697305,2.1613708280666943e-06,2.1613708280666943e-06,2.1613708280666943e-06,False,0.010962780388401289,4.167107996181585,1230.0,41.0,,,
single_step,tuned,flight,PSO,2,37.0,20.0,1.0,1.0,-0.026171676917801118,-0.026167245828132426,4.4310896686917955e-06,4.4310896686917955e-06,4.4310896686917955e-06,False,0.012225645375133964,4.249023011652753,1230.0,41.0,,,
single_step,tuned,flight,PSO,3,37.0,20.0,1.0,1.0,-0.026171676917801118,-0.026161179752221365,1.049716557975297e-05,1.049716557975297e-05,1.049716557975297e-05,False,0.009389034384071676,4.259608991560526,1230.0,41.0,,,
single_step,tuned,flight,PSO,4,37.0,20.0,1.0,1.0,-0.026171676917801118,-0.026166777776391564,4.899141409553387e-06,4.899141409553387e-06,4.899141409553387e-06,False,0.01568217691886007,3.7980030028847978,1110.0,37.0,,,
single_step,tuned,flight,PSO,5,37.0,20.0,1.0,1.0,-0.026171676917801118,-0.026171443068206457,2.3384959466077326e-07,2.3384959466077326e-07,2.3384959466077326e-07,False,0.0035999176831138496,4.189864994259551,1230.0,41.0,,,
single_step,tuned,flight,PSO,6,37.0,20.0,1.0,1.0,-0.026171676917801118,-0.026168151581751137,3.52533604998026e-06,3.52533604998026e-06,3.52533604998026e-06,False,0.013099348728889624,4.260583998984657,1230.0,41.0,,,
single_step,tuned,flight,PSO,7,37.0,20.0,1.0,1.0,-0.026171676917801118,-0.026169151323673902,2.5255941272159244e-06,2.5255941272159244e-06,2.5255941272159244e-06,False,0.0051788771126665,4.276431995094754,1230.0,41.0,,,
single_step,tuned,flight,PSO,8,37.0,20.0,1.0,1.0,-0.026171676917801118,-0.02257422105314061,0.0035974558646605093,0.0035974558646605093,0.0035974558646605093,False,0.44596492530982723,1.8393369973637164,540.0,18.0,,,
single_step,tuned,flight,PSO,9,37.0,20.0,1.0,1.0,-0.026171676917801118,-0.026171552493721065,1.2442408005297612e-07,1.2442408005297612e-07,1.2442408005297612e-07,False,0.0010899714162043118,4.2363839893369,1230.0,41.0,,,
single_step,tuned,flight,PSO,10,37.0,20.0,1.0,1.0,-0.026171676917801118,-0.026170454379604427,1.2225381966907145e-06,1.2225381966907145e-06,1.2225381966907145e-06,False,0.004860004061992061,4.323707005823962,1230.0,41.0,,,
single_step,tuned,flight,PSO,11,37.0,20.0,1.0,1.0,-0.026171676917801118,-0.026170933978928498,7.429388726200303e-07,7.429388726200303e-07,7.429388726200303e-07,False,0.005643967110606772,4.3374649976613,1230.0,41.0,,,
single_step,tuned,flight,PSO,12,37.0,20.0,1.0,1.0,-0.026171676917801118,-0.02616850239468729,3.1745231138281815e-06,3.1745231138281815e-06,3.1745231138281815e-06,False,0.0066838208924536995,4.264264993253164,1230.0,41.0,,,
single_step,tuned,flight,PSO,13,37.0,20.0,1.0,1.0,-0.026171676917801118,-0.0261715997551011,7.716270001775771e-08,7.716270001775771e-08,7.716270001775771e-08,False,0.0016850228228153608,4.265735988155939,1230.0,41.0,,,
single_step,tuned,flight,PSO,14,37.0,20.0,1.0,1.0,-0.026171676917801118,-0.025321895246910534,0.0008497816708905835,0.0008497816708905835,0.0008497816708905835,False,0.1645312507588754,2.9947910079499707,870.0,29.0,,,
single_step,tuned,flight,PSO,15,37.0,20.0,1.0,1.0,-0.026171676917801118,-0.0261715956997684,8.121803271934902e-08,8.121803271934902e-08,8.121803271934902e-08,False,0.0015294053782229432,4.261292007868178,1230.0,41.0,,,
single_step,tuned,flight,PSO,16,37.0,20.0,1.0,1.0,-0.026171676917801118,-0.026154796379658955,1.6880538142163143e-05,1.6880538142163143e-05,1.6880538142163143e-05,False,0.020092886735102494,1.7812699952628464,510.0,17.0,,,
single_step,tuned,flight,PSO,17,37.0,20.0,1.0,1.0,-0.026171676917801118,-0.026168072114215964,3.6048035851540816e-06,3.6048035851540816e-06,3.6048035851540816e-06,False,0.011737929800380572,4.342681990237907,1230.0,41.0,,,
single_step,tuned,flight,PSO,18,37.0,20.0,1.0,1.0,-0.026171676917801118,-0.026170379371449635,1.297546351482215e-06,1.297546351482215e-06,1.297546351482215e-06,False,0.008325967853747314,4.2899950058199465,1230.0,41.0,,,
single_step,tuned,flight,PSO,19,37.0,20.0,1.0,1.0,-0.026171676917801118,-0.025986423909321463,0.00018525300847965429,0.00018525300847965429,0.00018525300847965429,False,0.05648477323623365,2.4712859885767102,720.0,24.0,,,
single_step,tuned,flight,PSO,20,37.0,20.0,1.0,1.0,-0.026171676917801118,-0.02617070685383348,9.700639676361866e-07,9.700639676361866e-07,9.700639676361866e-07,False,0.006427309284314192,4.278726992197335,1230.0,41.0,,,
single_step,tuned,flight,PSO,21,37.0,20.0,1.0,1.0,-0.026171676917801118,-0.026171548748558954,1.2816924216396686e-07,1.2816924216396686e-07,1.2816924216396686e-07,False,0.002053241819989639,4.385459003970027,1230.0,41.0,,,
single_step,tuned,flight,PSO,22,37.0,20.0,1.0,1.0,-0.026171676917801118,-0.02446023826337204,0.001711438654429076,0.001711438654429076,0.001711438654429076,False,0.22740319955370994,1.6964209935395047,480.0,16.0,,,
single_step,tuned,flight,PSO,23,37.0,20.0,1.0,1.0,-0.026171676917801118,-0.026171164825982994,5.120918181236722e-07,5.120918181236722e-07,5.120918181236722e-07,False,0.004896674503314649,4.255101011949591,1230.0,41.0,,,
single_step,tuned,flight,PSO,24,37.0,20.0,1.0,1.0,-0.026171676917801118,-0.02610415946646729,6.751745133382753e-05,6.751745133382753e-05,6.751745133382753e-05,False,0.04604735845793893,3.2939609955064952,930.0,31.0,,,
single_step,tuned,flight,PSO,25,37.0,20.0,1.0,1.0,-0.026171676917801118,-0.02617097728951424,6.996282868772241e-07,6.996282868772241e-07,6.996282868772241e-07,False,0.0023904195396754545,4.327090005972423,1230.0,41.0,,,
single_step,tuned,flight,PSO,26,37.0,20.0,1.0,1.0,-0.026171676917801118,-0.026170069519865214,1.6073979359036705e-06,1.6073979359036705e-06,1.6073979359036705e-06,False,0.006971576801887313,4.278288004570641,1230.0,41.0,,,
single_step,tuned,flight,PSO,27,37.0,20.0,1.0,1.0,-0.026171676917801118,-0.02524226015765761,0.000929416760143506,0.000929416760143506,0.000929416760143506,False,0.16599534974925215,2.4509670038241893,690.0,23.0,,,
single_step,tuned,flight,PSO,28,37.0,20.0,1.0,1.0,-0.026171676917801118,-0.026166301589383892,5.3753284172258775e-06,5.3753284172258775e-06,5.3753284172258775e-06,False,0.012274328893647993,4.311893993872218,1230.0,41.0,,,
single_step,tuned,flight,PSO,29,37.0,20.0,1.0,1.0,-0.026171676917801118,-0.02617123771275496,4.392050461585195e-07,4.392050461585195e-07,4.392050461585195e-07,False,0.004262572260233447,4.386884989799,1230.0,41.0,,,
single_step,tuned,flight,PSO,30,37.0,20.0,1.0,1.0,-0.026171676917801118,-0.026168981929028792,2.694988772325435e-06,2.694988772325435e-06,2.694988772325435e-06,False,0.010160531808116467,4.273859987733886,1230.0,41.0,,,
single_step,tuned,flight,PSO,31,37.0,20.0,1.0,1.0,-0.026171676917801118,-0.02610267980261559,6.899711518552898e-05,6.899711518552898e-05,6.899711518552898e-05,False,0.06179218989453879,3.010304004419595,870.0,29.0,,,
single_step,tuned,flight,PSO,32,37.0,20.0,1.0,1.0,-0.026171676917801118,-0.02617028251553591,1.3944022652090382e-06,1.3944022652090382e-06,1.3944022652090382e-06,False,0.008686094419629078,4.254721003235318,1230.0,41.0,,,
single_step,tuned,flight,PSO,33,37.0,20.0,1.0,1.0,-0.026171676917801118,-0.026158036667381368,1.36402504197497e-05,1.36402504197497e-05,1.36402504197497e-05,False,0.010247828359556479,4.297059989767149,1230.0,41.0,,,
single_step,tuned,flight,PSO,34,37.0,20.0,1.0,1.0,-0.026171676917801118,-0.026157344673935774,1.433224386534343e-05,1.433224386534343e-05,1.433224386534343e-05,False,0.013000111861692311,2.815097992424853,810.0,27.0,,,
single_step,tuned,flight,PSO,35,37.0,20.0,1.0,1.0,-0.026171676917801118,-0.02617155473473845,1.2218306266742474e-07,1.2218306266742474e-07,1.2218306266742474e-07,False,0.0009930917502008303,4.295448001357727,1230.0,41.0,,,
single_step,tuned,flight,PSO,36,37.0,20.0,1.0,1.0,-0.026171676917801118,-0.026169361728658056,2.3151891430615856e-06,2.3151891430615856e-06,2.3151891430615856e-06,False,0.004280725190238378,4.384176994790323,1230.0,41.0,,,
single_step,tuned,flight,PSO,37,37.0,20.0,1.0,1.0,-0.026171676917801118,-0.026169527139231093,2.1497785700243244e-06,2.1497785700243244e-06,2.1497785700243244e-06,False,0.007532387263288272,4.38330000906717,1230.0,41.0,,,
