system,regime,alg_a,alg_b,n_a,n_b,mean_a,mean_b,median_a,median_b,std_a,std_b,mean_diff_abs,median_diff_abs,relative_diff_pct,p_raw,cliffs_delta,cliffs_delta_lo,cliffs_delta_hi,delta_ci_excludes_zero,hodges_lehmann,hl_lo,hl_hi,hl_ci_excludes_zero,better,p_holm,significant_holm,exceeds_0.5pct_descriptive,exceeds_1.0pct_descriptive,exceeds_2.0pct_descriptive,evidence,holm_family
flight,B_common_NP,SGO,WOA,20,20,0.018184394671842585,0.018194999351978283,0.0181809510879599,0.018195742810321353,2.3689903760885316e-05,4.423058953168289e-06,-1.0604680135698624e-05,-1.4791722361452014e-05,0.058283487295346416,0.08103174924185103,-0.32499999999999996,-0.685,0.07000000000000006,False,-1.3312053797448833e-05,-2.3673273725099975e-05,1.646122238650738e-06,False,SGO,0.38215472789770105,False,False,False,False,numerically ordered but statistically uncertain,6 pairwise comparisons within flight/B_common_NP
flight,B_common_NP,GWO,PSO,20,20,0.01819502688836782,0.018229814155765363,0.0181940804357028,0.018197094694470048,9.749134367711855e-06,8.181981544647105e-05,-3.478726739754301e-05,-3.014258767246314e-06,0.1908262316900317,0.14784658271436188,-0.27,-0.615,0.135,False,-3.878329960798829e-06,-8.779520862100404e-06,2.245010419795865e-06,False,GWO,0.38215472789770105,False,False,False,False,numerically ordered but statistically uncertain,6 pairwise comparisons within flight/B_common_NP
flight,B_common_NP,GWO,WOA,20,20,0.01819502688836782,0.018194999351978283,0.0181940804357028,0.018195742810321353,9.749134367711855e-06,4.423058953168289e-06,2.7536389536619854e-08,-1.6623746185509547e-06,0.0001513404260364863,0.9031164959895642,-0.025000000000000022,-0.39,0.355,False,-2.9658832424901693e-07,-4.913218619697485e-06,5.341736361699767e-06,False,WOA,0.9031164959895642,False,False,False,False,numerically ordered but statistically uncertain,6 pairwise comparisons within flight/B_common_NP
flight,B_common_NP,PSO,WOA,20,20,0.018229814155765363,0.018194999351978283,0.018197094694470048,0.018195742810321353,8.181981544647105e-05,4.423058953168289e-06,3.481480378707963e-05,1.3518841486953592e-06,0.1913427041880841,0.12643061736676814,0.2849999999999999,-0.07512499999999984,0.6100000000000001,False,2.367108553849584e-06,-2.8034099469956275e-07,5.5498427908012155e-06,False,WOA,0.38215472789770105,False,False,False,False,numerically ordered but statistically uncertain,6 pairwise comparisons within flight/B_common_NP
hvac,A_tuned_NP,SGO,GWO,20,20,0.020752250076394967,0.02075926745035195,0.02075229222093805,0.020758636766492353,1.8882182499396035e-06,1.672762925935628e-06,-7.017373956984957e-06,-6.344545554301528e-06,0.03380357218176302,7.898033666674663e-08,-0.995,-1.0,-0.97,True,-6.9348610200001964e-06,-8.306768517100244e-06,-5.8275983368001605e-06,True,SGO,4.077369076904015e-07,True,False,False,False,practically negligible under descriptive thresholds,6 pairwise comparisons within hvac/A_tuned_NP
hvac,A_tuned_NP,SGO,PSO,20,20,0.020752250076394967,0.020753680392820363,0.02075229222093805,0.02075467287049105,1.8882182499396035e-06,7.799451924297175e-06,-1.4303164253964828e-06,-2.3806495529979377e-06,0.00689186880747809,0.285304715907688,-0.19999999999999996,-0.595,0.21512499999999826,False,-2.3946714418510845e-06,-6.166229907400567e-06,2.6700601933645875e-06,False,SGO,0.285304715907688,False,False,False,False,numerically ordered but statistically uncertain,6 pairwise comparisons within hvac/A_tuned_NP
hvac,A_tuned_NP,SGO,WOA,20,20,0.020752250076394967,0.020766876159183954,0.02075229222093805,0.0207668767930069,1.8882182499396035e-06,4.331986224356756e-08,-1.4626082788987693e-05,-1.4584572068848667e-05,0.07042986473687544,6.795615128173358e-08,-1.0,-1.0,-1.0,True,-1.4572810934400382e-05,-1.5439908532800112e-05,-1.3896267010250068e-05,True,SGO,4.077369076904015e-07,True,False,False,False,practically negligible under descriptive thresholds,6 pairwise comparisons within hvac/A_tuned_NP
hvac,A_tuned_NP,GWO,PSO,20,20,0.02075926745035195,0.020753680392820363,0.020758636766492353,0.02075467287049105,1.672762925935628e-06,7.799451924297175e-06,5.587057531588474e-06,3.963896001303591e-06,0.026920803567550795,0.01436384760113641,0.45500000000000007,0.08499999999999996,0.7949999999999999,True,4.442308807700232e-06,4.796324857003764e-07,9.787500638999691e-06,True,PSO,0.02872769520227282,True,False,False,False,practically negligible under descriptive thresholds,6 pairwise comparisons within hvac/A_tuned_NP
hvac,A_tuned_NP,GWO,WOA,20,20,0.02075926745035195,0.020766876159183954,0.020758636766492353,0.0207668767930069,1.672762925935628e-06,4.331986224356756e-08,-7.608708832002736e-06,-8.240026514547139e-06,0.036638677736987695,6.795615128173358e-08,-1.0,-1.0,-1.0,True,-8.230766635449263e-06,-8.55289619940136e-06,-6.4724691972509185e-06,True,GWO,4.077369076904015e-07,True,False,False,False,practically negligible under descriptive thresholds,6 pairwise comparisons within hvac/A_tuned_NP
hvac,A_tuned_NP,PSO,WOA,20,20,0.020753680392820363,0.020766876159183954,0.02075467287049105,0.0207668767930069,7.799451924297175e-06,4.331986224356756e-08,-1.319576636359121e-05,-1.220392251585073e-05,0.06354237518653237,6.795615128173358e-08,-1.0,-1.0,-1.0,True,-1.219216138140071e-05,-1.736014439610023e-05,-8.562180788549215e-06,True,PSO,4.077369076904015e-07,True,False,False,False,practically negligible under descriptive thresholds,6 pairwise comparisons within hvac/A_tuned_NP
hvac,B_common_NP,SGO,GWO,20,20,0.020760057653516396,0.02076155920203871,0.020760348661556648,0.020761431594885,1.2853206555565613e-06,1.5855983757637468e-06,-1.501548522315349e-06,-1.0829333283515763e-06,0.007232349496023894,0.004702532763389892,-0.525,-0.8,-0.19499999999999995,True,-1.3901345441002383e-06,-2.3120363450007675e-06,-4.801108278995603e-07,True,SGO,0.011898715920671753,True,False,False,False,practically negligible under descriptive thresholds,6 pairwise comparisons within hvac/B_common_NP
hvac,B_common_NP,SGO,PSO,20,20,0.020760057653516396,0.020761980992749146,0.020760348661556648,0.0207629652667374,1.2853206555565613e-06,2.90545734889576e-06,-1.923339232750426e-06,-2.6166051807531565e-06,0.00926375586906725,0.003966238640223918,-0.5349999999999999,-0.83,-0.18999999999999995,True,-2.3828881609982977e-06,-3.692894874450167e-06,-7.47771737447372e-07,True,SGO,0.011898715920671753,True,False,False,False,practically negligible under descriptive thresholds,6 pairwise comparisons within hvac/B_common_NP
hvac,B_common_NP,SGO,WOA,20,20,0.020760057653516396,0.020766908799972814,0.020760348661556648,0.020766918062693353,1.2853206555565613e-06,2.992352752773976e-08,-6.8511464564186e-06,-6.569401136705122e-06,0.03299068976711435,6.795615128173358e-08,-1.0,-1.0,-1.0,True,-6.559194292399609e-06,-7.496187314999514e-06,-6.086724811348726e-06,True,SGO,4.077369076904015e-07,True,False,False,False,practically negligible under descriptive thresholds,6 pairwise comparisons within hvac/B_common_NP
hvac,B_common_NP,GWO,PSO,20,20,0.02076155920203871,0.020761980992749146,0.020761431594885,0.0207629652667374,1.5855983757637468e-06,2.90545734889576e-06,-4.217907104350771e-07,-1.5336718524015802e-06,0.0020315533020783616,0.21840551261012597,-0.22999999999999998,-0.5800000000000001,0.14500000000000002,False,-8.88076059199841e-07,-2.125308742885641e-06,8.445714132013227e-07,False,GWO,0.21840551261012597,False,False,False,False,numerically ordered but statistically uncertain,6 pairwise comparisons within hvac/B_common_NP
hvac,B_common_NP,GWO,WOA,20,20,0.02076155920203871,0.020766908799972814,0.020761431594885,0.020766918062693353,1.5855983757637468e-06,2.992352752773976e-08,-5.349597934103251e-06,-5.486467808353546e-06,0.025760203339026816,6.795615128173358e-08,-1.0,-1.0,-1.0,True,-5.4762609640480325e-06,-6.187492081623745e-06,-4.6654392768970265e-06,True,GWO,4.077369076904015e-07,True,False,False,False,practically negligible under descriptive thresholds,6 pairwise comparisons within hvac/B_common_NP
hvac,B_common_NP,PSO,WOA,20,20,0.020761980992749146,0.020766908799972814,0.0207629652667374,0.020766918062693353,2.90545734889576e-06,2.992352752773976e-08,-4.927807223668174e-06,-3.952795955951965e-06,0.023729132106915327,6.795615128173358e-08,-1.0,-1.0,-1.0,True,-3.942589111648187e-06,-6.367421520549546e-06,-3.59223858664888e-06,True,PSO,4.077369076904015e-07,True,False,False,False,practically negligible under descriptive thresholds,6 pairwise comparisons within hvac/B_common_NP
pendcart,A_tuned_NP,SGO,GWO,20,20,0.21502267083187646,0.21502159780398994,0.2150263883595946,0.2150211534647919,3.065952254833597e-05,3.7865438087635906e-06,1.073027886516753e-06,5.23489480269701e-06,0.0004990326076429342,0.6750141566504884,0.08000000000000007,-0.345,0.5,False,4.606640279250507e-06,-1.8939473175799693e-05,2.3121125993397218e-05,False,GWO,1.0,False,False,False,False,numerically ordered but statistically uncertain,6 pairwise comparisons within pendcart/A_tuned_NP
pendcart,A_tuned_NP,SGO,PSO,20,20,0.21502267083187646,0.21499018484643106,0.2150263883595946,0.2149910689244392,3.065952254833597e-05,3.774064274195194e-05,3.248598544539072e-05,3.531943515538982e-05,0.01511045049270304,0.007711805017936966,0.4950000000000001,0.15999999999999992,0.77,True,3.0686904644916524e-05,1.0006763463216162e-05,5.05503742618818e-05,True,PSO,0.038559025089684826,True,False,False,False,practically negligible under descriptive thresholds,6 pairwise comparisons within pendcart/A_tuned_NP
pendcart,A_tuned_NP,SGO,WOA,20,20,0.21502267083187646,0.2150224971468655,0.2150263883595946,0.2150224962474543,3.065952254833597e-05,7.270756734276817e-08,1.7368501095682554e-07,3.892112140302384e-06,8.077527387201466e-05,0.5978625674290079,0.10000000000000009,-0.30000000000000004,0.5,False,3.913864949953161e-06,-1.9810032509753883e-05,2.2079214576947725e-05,False,WOA,1.0,False,False,False,False,numerically ordered but statistically uncertain,6 pairwise comparisons within pendcart/A_tuned_NP
pendcart,A_tuned_NP,GWO,PSO,20,20,0.21502159780398994,0.21499018484643106,0.2150211534647919,0.2149910689244392,3.7865438087635906e-06,3.774064274195194e-05,3.1412957558873966e-05,3.0084540352692812e-05,0.014611344969684293,0.011432829308440093,0.47,0.1200000000000001,0.7649999999999999,True,2.8839433085806054e-05,1.1279727953061869e-06,3.813645471516247e-05,True,PSO,0.04573131723376037,True,False,False,False,practically negligible under descriptive thresholds,6 pairwise comparisons within pendcart/A_tuned_NP
pendcart,A_tuned_NP,GWO,WOA,20,20,0.21502159780398994,0.2150224971468655,0.2150211534647919,0.2150224962474543,3.7865438087635906e-06,7.270756734276817e-08,-8.993428755599275e-07,-1.342782662394626e-06,0.00041825524654085606,0.285304715907688,-0.19999999999999996,-0.6,0.19999999999999996,False,-1.321029852743849e-06,-2.826780651749017e-06,1.1983160123199446e-06,False,GWO,0.8559141477230641,False,False,False,False,numerically ordered but statistically uncertain,6 pairwise comparisons within pendcart/A_tuned_NP
pendcart,A_tuned_NP,PSO,WOA,20,20,0.21499018484643106,0.2150224971468655,0.2149910689244392,0.2150224962474543,3.774064274195194e-05,7.270756734276817e-08,-3.2312300434433894e-05,-3.142732301508744e-05,0.015027404510312157,0.00016098133965918395,-0.7,-1.0,-0.4,True,-3.140557020545054e-05,-3.837872745807158e-05,-5.597826353842539e-07,True,PSO,0.0009658880379551037,True,False,False,False,practically negligible under descriptive thresholds,6 pairwise comparisons within pendcart/A_tuned_NP
pendcart,B_common_NP,SGO,GWO,20,20,0.21502038160468456,0.21502255082723587,0.2150257435604199,0.21502298061435315,2.454336296067351e-05,2.8014868405997886e-06,-2.1692225513070262e-06,2.7629460667422112e-06,0.001008834907297668,0.6750141566504884,0.08000000000000007,-0.32999999999999996,0.5,False,2.7629460667422112e-06,-2.4038451955203655e-05,1.9179196016100297e-05,False,SGO,1.0,False,False,False,False,numerically ordered but statistically uncertain,6 pairwise comparisons within pendcart/B_common_NP
pendcart,B_common_NP,SGO,PSO,20,20,0.21502038160468456,0.21495249680905557,0.2150257435604199,0.2149880650816433,2.454336296067351e-05,9.498559229254887e-05,6.788479562899741e-05,3.767847877658714e-05,0.03158130128132457,0.000509072918078457,0.645,0.3600000000000001,0.865,True,5.0318769113891215e-05,1.8068903720747098e-05,9.419033239629893e-05,True,PSO,0.002036291672313828,True,False,False,False,practically negligible under descriptive thresholds,6 pairwise comparisons within pendcart/B_common_NP
pendcart,B_common_NP,SGO,WOA,20,20,0.21502038160468456,0.21502249037302135,0.2150257435604199,0.21502250140008322,2.454336296067351e-05,8.468288741957463e-08,-2.1087683367837506e-06,3.242160336675015e-06,0.0009807198926612077,0.5978625674290079,0.10000000000000009,-0.30000000000000004,0.5,False,3.2886488286060223e-06,-2.4323851737340085e-05,1.9115950846748664e-05,False,SGO,1.0,False,False,False,False,numerically ordered but statistically uncertain,6 pairwise comparisons within pendcart/B_common_NP
pendcart,B_common_NP,GWO,PSO,20,20,0.21502255082723587,0.21495249680905557,0.21502298061435315,0.2149880650816433,2.8014868405997886e-06,9.498559229254887e-05,7.005401818030443e-05,3.491553270984493e-05,0.032590464972609326,0.00022220262013680647,0.685,0.3999999999999999,0.895,True,3.6285745778588674e-05,3.1391244927903017e-06,9.990123716456523e-05,True,PSO,0.0011110131006840324,True,False,False,False,practically negligible under descriptive thresholds,6 pairwise comparisons within pendcart/B_common_NP
pendcart,B_common_NP,GWO,WOA,20,20,0.21502255082723587,0.21502249037302135,0.21502298061435315,0.21502250140008322,2.8014868405997886e-06,8.468288741957463e-08,6.04542145232756e-08,4.792142699328039e-07,2.8115298273403648e-05,0.5978625674290079,0.10000000000000009,-0.30000000000000004,0.5,False,4.967713504028248e-07,-1.2522638793005525e-06,1.9644493207543468e-06,False,WOA,1.0,False,False,False,False,numerically ordered but statistically uncertain,6 pairwise comparisons within pendcart/B_common_NP
pendcart,B_common_NP,PSO,WOA,20,20,0.21495249680905557,0.21502249037302135,0.2149880650816433,0.21502250140008322,9.498559229254887e-05,8.468288741957463e-08,-6.999356396578116e-05,-3.443631843991213e-05,0.032551740910616474,0.00017936378528946248,-0.6950000000000001,-0.98,-0.36,True,-3.4389829947995e-05,-0.00010041686290790386,-6.391339598399437e-07,True,PSO,0.001076182711736775,True,False,False,False,practically negligible under descriptive thresholds,6 pairwise comparisons within pendcart/B_common_NP
uav,A_tuned_NP,SGO,GWO,20,20,0.0009272947014116701,0.00086917896494623,0.0009272683148439001,0.0008690785888668499,4.468043300986993e-05,8.862619163336668e-07,5.811573646544014e-05,5.818972597705012e-05,6.686279674179109,1.5997235246344776e-05,0.8,0.5,1.0,True,5.818972597705001e-05,3.981696432740008e-05,8.436068936497501e-05,True,GWO,6.39889409853791e-05,True,True,True,True,clear separation,6 pairwise comparisons within uav/A_tuned_NP
uav,A_tuned_NP,SGO,PSO,20,20,0.0009272947014116701,0.00247835449431323,0.0009272683148439001,0.0012111279585349998,4.468043300986993e-05,0.002994030343077597,-0.00155105979290156,-0.0002838596436910998,62.58425888873374,0.25029679750351186,-0.21499999999999997,-0.595,0.19500000000000006,False,-0.00028437300120964993,-0.0013435335809868847,4.017254905900008e-05,False,SGO,0.5005935950070237,False,True,True,True,numerically ordered but statistically uncertain,6 pairwise comparisons within uav/A_tuned_NP
uav,A_tuned_NP,SGO,WOA,20,20,0.0009272947014116701,0.0012514052849182699,0.0009272683148439001,0.0012361816420024502,4.468043300986993e-05,0.00021231696356818097,-0.00032411058350659977,-0.0003089133271585501,25.899729481146284,6.014797005320149e-07,-0.925,-1.0,-0.8,True,-0.0003163747768936,-0.00041207798372729993,-0.0002160192258199039,True,SGO,3.007398502660074e-06,True,True,True,True,clear separation,6 pairwise comparisons within uav/A_tuned_NP
uav,A_tuned_NP,GWO,PSO,20,20,0.00086917896494623,0.00247835449431323,0.0008690785888668499,0.0012111279585349998,8.862619163336668e-07,0.002994030343077597,-0.001609175529367,-0.0003420493696681499,64.92919124602125,0.04112359406047486,-0.38,-0.775,0.014999999999999902,False,-0.00034188843596155,-0.00139679422794875,1.5656980514000248e-06,False,GWO,0.12337078218142458,False,True,True,True,numerically ordered but statistically uncertain,6 pairwise comparisons within uav/A_tuned_NP
uav,A_tuned_NP,GWO,WOA,20,20,0.00086917896494623,0.0012514052849182699,0.0008690785888668499,0.0012361816420024502,8.862619163336668e-07,0.00021231696356818097,-0.0003822263199720399,-0.0003671030531356002,30.543767441177412,6.795615128173358e-08,-1.0,-1.0,-1.0,True,-0.0003669421194290001,-0.0004769368841445,-0.00028249847453370005,True,GWO,4.077369076904015e-07,True,True,True,True,clear separation,6 pairwise comparisons within uav/A_tuned_NP
uav,A_tuned_NP,PSO,WOA,20,20,0.00247835449431323,0.0012514052849182699,0.0012111279585349998,0.0012361816420024502,0.002994030343077597,0.00021231696356818097,0.00122694920939496,-2.505368346745031e-05,98.0457110243939,0.8604309737352772,-0.03500000000000003,-0.44999999999999996,0.3899999999999999,False,-3.245864775245006e-05,-0.0003088627689685,0.0010399929396008143,False,WOA,0.8604309737352772,False,True,True,True,numerically ordered but statistically uncertain,6 pairwise comparisons within uav/A_tuned_NP
