system,alg,n_pairs,d_nrmse_rel_pct,ci95_lo,ci95_hi,d_mean_gap,d_first_input_error
flight,GWO,10,12.234620980573144,12.079615675645746,12.381632753537863,1.8150175090959473e-05,0.00595495391109293
flight,PSO,10,12.206052737211586,12.053705719577389,12.35532616634987,0.00017664833115249205,0.01523733725908322
flight,SGO,10,13.619744575231525,12.55240775193532,14.833409745799456,0.00033622159177524474,0.01601118593730876
flight,WOA,10,12.321836594520288,12.289270475236279,12.35971840702519,6.285817357500324e-06,0.002696284148875939
uav,GWO,10,39.32704238941024,39.16974017322552,39.5049951103488,0.00011120203243599128,4.452044395575981e-05
uav,PSO,10,-28.884626321835356,-56.06705322229986,1.4613229041642037,-0.49553570579471967,-0.03980295789272746
uav,SGO,10,33.8749159680835,30.09612946891666,37.46812554082706,0.007462743871256652,-0.00323931269095724
uav,WOA,10,54.85558887101737,41.50979868446203,69.90156664413118,0.2574501963136119,0.000867289008933729
