system,alg,regime,seed,trial,ic,NP,fe_budget,maxIter_derived,realized_nfe_total,realized_nfe_per_step_mean,realized_nfe_per_step_min,realized_nfe_per_step_max,nfe_exactly_on_budget,nrmse,deterministic_reference_nrmse,nrmse_minus_reference,mean_first_input_error_vs_reference,time_ms_mean,time_ms_median,time_ms_p95,time_ms_max,dt_s,p95_time_over_dt,max_time_over_dt,Nsim,P,Nc,Q_scale,termination
pendcart,GWO,A_tuned_NP,9001004,4,eval,20,1000,55,150000.0,1000.0,1000.0,1000.0,True,0.21502401168843963,0.21502249100609086,1.5206823487656784e-06,9.419240968325091e-05,32.11099039957238,31.91131450876128,33.49017909204122,41.17141000460833,0.1,0.33490179092041217,0.41171410004608333,150,20,1,1.0,exact FE budget; early stopping and stagnation disabled
pendcart,GWO,A_tuned_NP,9001005,5,eval,20,1000,55,150000.0,1000.0,1000.0,1000.0,True,0.2150198855160736,0.21502249100609086,-2.6054900172656215e-06,0.00012234655501727,32.51132570071301,32.370270491810516,33.722237558686174,34.805257979314774,0.1,0.33722237558686174,0.34805257979314774,150,20,1,1.0,exact FE budget; early stopping and stagnation disabled
pendcart,GWO,A_tuned_NP,9001006,6,eval,20,1000,55,150000.0,1000.0,1000.0,1000.0,True,0.21502497247379518,0.21502249100609086,2.481467704318341e-06,0.00013427434239737885,32.042111728029944,31.843021002714522,33.30450560315512,33.88155100401491,0.1,0.3330450560315512,0.3388155100401491,150,20,1,1.0,exact FE budget; early stopping and stagnation disabled
pendcart,GWO,A_tuned_NP,9001007,7,eval,20,1000,55,150000.0,1000.0,1000.0,1000.0,True,0.21502836538325346,0.21502249100609086,5.874377162595756e-06,0.00015529997598725748,32.19250603307349,32.03147249587346,33.5477952947258,35.795219999272376,0.1,0.335477952947258,0.35795219999272376,150,20,1,1.0,exact FE budget; early stopping and stagnation disabled
pendcart,GWO,A_tuned_NP,9001008,8,eval,20,1000,55,150000.0,1000.0,1000.0,1000.0,True,0.21501859554871128,0.21502249100609086,-3.895457379582412e-06,0.0001450560296896723,31.98837739357259,31.867690500803292,33.533140709914726,34.27537201787345,0.1,0.33533140709914727,0.3427537201787345,150,20,1,1.0,exact FE budget; early stopping and stagnation disabled
pendcart,GWO,A_tuned_NP,9001009,9,eval,20,1000,55,150000.0,1000.0,1000.0,1000.0,True,0.21502202994635636,0.21502249100609086,-4.610597345022782e-07,0.00011083381440575413,32.211048195216186,31.89403802389279,33.63008771411841,47.841483989031985,0.1,0.3363008771411841,0.47841483989031985,150,20,1,1.0,exact FE budget; early stopping and stagnation disabled
pendcart,GWO,A_tuned_NP,9001010,10,eval,20,1000,55,150000.0,1000.0,1000.0,1000.0,True,0.21501354252015217,0.21502249100609086,-8.948485938686801e-06,0.000201539736336444,32.509024740429595,32.379036012571305,33.960870844020974,42.667833011364564,0.1,0.33960870844020974,0.42667833011364564,150,20,1,1.0,exact FE budget; early stopping and stagnation disabled
pendcart,GWO,A_tuned_NP,9001011,11,eval,20,1000,55,150000.0,1000.0,1000.0,1000.0,True,0.21502024612052237,0.21502249100609086,-2.2448855684920055e-06,0.00016635379691073548,32.43479568491845,32.33720801654272,33.864312994410284,34.91740400204435,0.1,0.33864312994410284,0.3491740400204435,150,20,1,1.0,exact FE budget; early stopping and stagnation disabled
pendcart,GWO,A_tuned_NP,9001012,12,eval,20,1000,55,150000.0,1000.0,1000.0,1000.0,True,0.21502591918674674,0.21502249100609086,3.4281806558789096e-06,0.00013056806171673718,32.231771826239616,32.24540498922579,33.460594930511434,34.07408398925327,0.1,0.33460594930511434,0.3407408398925327,150,20,1,1.0,exact FE budget; early stopping and stagnation disabled
pendcart,GWO,A_tuned_NP,9001013,13,eval,20,1000,55,150000.0,1000.0,1000.0,1000.0,True,0.21501769360409004,0.21502249100609086,-4.797402000822348e-06,0.00010577452934731,32.07691447207859,32.04795700730756,33.286248955118936,33.99968898156658,0.1,0.33286248955118936,0.3399968898156658,150,20,1,1.0,exact FE budget; early stopping and stagnation disabled
pendcart,GWO,A_tuned_NP,9001014,14,eval,20,1000,55,150000.0,1000.0,1000.0,1000.0,True,0.21502776213233282,0.21502249100609086,5.271126241962465e-06,0.00011173883094890247,32.2775703468748,32.20900251471903,33.65700010035653,34.403746016323566,0.1,0.33657000100356527,0.34403746016323566,150,20,1,1.0,exact FE budget; early stopping and stagnation disabled
pendcart,GWO,A_tuned_NP,9001015,15,eval,20,1000,55,150000.0,1000.0,1000.0,1000.0,True,0.21501992535923756,0.21502249100609086,-2.565646853303072e-06,0.00012226765871976893,32.13164434613039,31.91260500170756,33.4094099511276,34.44191100425087,0.1,0.334094099511276,0.3444191100425087,150,20,1,1.0,exact FE budget; early stopping and stagnation disabled
