lambda_min,lambda_max,cond_H,J_lbfgsb,lbfgsb_multistart_spread,lbfgsb_success,osqp_status,J_osqp,osqp_iterations,osqp_primal_residual,osqp_dual_residual,obj_abs_diff,obj_rel_diff,sol_inf_diff,osqp_minus_lbfgsb,proj_grad_norm,subopt_bound_abs,n_free,n_active,subopt_bound_norm,reference_solver,J_reference,system,step,P,Nc,Q_scale
0.253939042026306,0.253939042026306,1.0,-9.323368762434177e-06,3.164515090942066e-18,True,solved,-9.323368762434187e-06,50,,,1.0164395367051604e-20,1.0164395367051604e-20,2.8927026919645105e-10,-1.0164395367051604e-20,0.0,0.0,1,0,0.0,OSQP,-9.323368762434187e-06,pendcart,62,20,1,1.0
0.253939042026306,0.253939042026306,1.0,-0.0005288740997993151,3.2526065174565133e-18,True,solved,-0.0005288740997993151,50,,,0.0,0.0,1.019551401637564e-09,0.0,3.469446951953614e-18,2.3700692214104838e-35,1,0,2.3700692214104838e-35,OSQP,-0.0005288740997993151,pendcart,68,20,1,1.0
0.253939042026306,0.253939042026306,1.0,-2.367616074996413e-06,2.7795386164149866e-18,True,solved,-2.367616074996808e-06,50,,,3.9471735342050396e-19,3.9471735342050396e-19,1.7648279478435502e-09,-3.9471735342050396e-19,2.168404344971009e-19,9.258082896134702e-38,1,0,9.258082896134702e-38,OSQP,-2.367616074996808e-06,pendcart,74,20,1,1.0
0.253939042026306,0.253939042026306,1.0,-0.0002472843817259222,1.0842021724855044e-18,True,solved,-0.00024728438172592443,50,,,2.222614453595284e-18,2.222614453595284e-18,4.1902894765133425e-09,-2.222614453595284e-18,1.734723475976807e-18,5.9251730535262096e-36,1,0,5.9251730535262096e-36,OSQP,-0.00024728438172592443,pendcart,80,20,1,1.0
0.253939042026306,0.253939042026306,1.0,-4.4970520678689825e-05,3.164515090942066e-18,True,solved,-4.4970520678689845e-05,50,,,2.0328790734103208e-20,2.0328790734103208e-20,3.702384371306877e-10,-2.0328790734103208e-20,8.673617379884035e-19,1.4812932633815524e-36,1,0,1.4812932633815524e-36,OSQP,-4.4970520678689845e-05,pendcart,86,20,1,1.0
0.253939042026306,0.253939042026306,1.0,-4.562434314581153e-05,6.098637220230962e-20,True,solved,-4.5624343145814696e-05,50,,,3.164515090942066e-18,3.164515090942066e-18,4.9976783059180185e-09,-3.164515090942066e-18,0.0,0.0,1,0,0.0,OSQP,-4.5624343145814696e-05,pendcart,93,20,1,1.0
0.253939042026306,0.253939042026306,1.0,-4.203157293223783e-05,3.1712913545201005e-18,True,solved,-4.203157293223784e-05,50,,,6.776263578034403e-21,6.776263578034403e-21,2.3425488285266916e-10,-6.776263578034403e-21,0.0,0.0,1,0,0.0,OSQP,-4.203157293223784e-05,pendcart,99,20,1,1.0
0.253939042026306,0.253939042026306,1.0,-7.961303237049073e-07,1.1560940938837132e-18,True,solved,-7.961303237069256e-07,50,,,2.018373634188591e-18,2.018373634188591e-18,3.987188895888949e-09,-2.018373634188591e-18,0.0,0.0,1,0,0.0,OSQP,-7.961303237069256e-07,pendcart,105,20,1,1.0
0.253939042026306,0.253939042026306,1.0,-2.916976726425632e-06,3.3483212404962492e-18,True,solved,-2.9169767264256415e-06,50,,,9.317362419797304e-21,9.317362419797304e-21,2.697556223535402e-10,-9.317362419797304e-21,2.168404344971009e-19,9.258082896134702e-38,1,0,9.258082896134702e-38,OSQP,-2.9169767264256415e-06,pendcart,111,20,1,1.0
0.253939042026306,0.253939042026306,1.0,-1.7539782804325943e-07,9.94734317431769e-20,True,solved,-1.7539782804643364e-07,25,,,3.174203030276287e-18,3.174203030276287e-18,4.996766903670943e-09,-3.174203030276287e-18,8.209056806714188e-13,1.3268659501534945e-24,1,0,1.3268659501534945e-24,OSQP,-1.7539782804643364e-07,pendcart,117,20,1,1.0
0.253939042026306,0.253939042026306,1.0,-1.6067786064149664e-06,3.0376719070907346e-18,True,solved,-1.6067786064151032e-06,50,,,1.367958209815695e-19,1.367958209815695e-19,1.0386091444346268e-09,-1.367958209815695e-19,0.0,0.0,1,0,0.0,OSQP,-1.6067786064151032e-06,pendcart,124,20,1,1.0
0.253939042026306,0.253939042026306,1.0,-8.03785684499788e-07,3.172985420414609e-18,True,solved,-8.037856844997894e-07,50,,,1.4823076576950256e-21,1.4823076576950256e-21,1.0740979069709389e-10,-1.4823076576950256e-21,1.0842021724855044e-19,2.3145207240336756e-38,1,0,2.3145207240336756e-38,OSQP,-8.037856844997894e-07,pendcart,130,20,1,1.0
0.253939042026306,0.253939042026306,1.0,-2.61957443432337e-09,1.6548600150154248e-18,True,solved,-2.6195744359403574e-09,25,,,1.6169875506696845e-18,1.6169875506696845e-18,3.5686476637533746e-09,-1.6169875506696845e-18,6.776263578034403e-21,9.041096578256545e-41,1,0,9.041096578256545e-41,OSQP,-2.6195744359403574e-09,pendcart,136,20,1,1.0
0.253939042026306,0.253939042026306,1.0,-1.3730466213020076e-07,3.1740177418190752e-18,True,solved,-1.37304662130201e-07,25,,,2.3822801641527197e-22,2.3822801641527197e-22,5.093065639366623e-11,-2.3822801641527197e-22,7.263129984599881e-13,1.0386952859286813e-24,1,0,1.0386952859286813e-24,OSQP,-1.37304662130201e-07,pendcart,142,20,1,1.0
0.253939042026306,0.253939042026306,1.0,-1.7134935444636476e-09,3.171700602128161e-18,True,solved,-1.7134935446124076e-09,25,,,1.4875995456638336e-19,1.4875995456638336e-19,1.0824136645044662e-09,-1.4875995456638336e-19,3.3881317890172014e-21,2.2602741445641363e-41,1,0,2.2602741445641363e-41,OSQP,-1.7134935446124076e-09,pendcart,149,20,1,1.0
0.11920134987966657,954.5075242631683,8007.522777441203,-3404.760030526873,0.0,True,solved,-3404.760030526873,75,,,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0.0,OSQP,-3404.760030526873,cstr,0,20,1,1.0
0.11920134987966657,954.5075242631683,8007.522777441203,-11.547357019715943,3.552713678800501e-15,True,solved,-11.547357019715953,75,,,1.0658141036401503e-14,9.22993981930567e-16,5.031817879030953e-09,-1.0658141036401503e-14,2.842170943040401e-14,3.388357463073117e-27,1,1,2.9343142827296643e-28,OSQP,-11.547357019715953,cstr,4,20,1,1.0
0.11920134987966657,954.5075242631683,8007.522777441203,-2.778479801299339,8.881784197001252e-16,True,solved,-2.77847980129935,75,,,1.1102230246251565e-14,3.995793037998576e-15,4.93021481973166e-09,-1.1102230246251565e-14,2.842170943040401e-14,3.388357463073117e-27,1,1,1.219500484217506e-27,OSQP,-2.77847980129935,cstr,8,20,1,1.0
0.11920134987966657,954.5075242631683,8007.522777441203,-0.607558166115572,6.661338147750939e-16,True,solved,-0.6075581661155834,75,,,1.1435297153639112e-14,1.1435297153639112e-14,4.903826386626342e-09,-1.1435297153639112e-14,1.7763568394002505e-15,1.3235771340129363e-29,1,1,1.3235771340129363e-29,OSQP,-0.6075581661155834,cstr,12,20,1,1.0
0.11920134987966657,954.5075242631683,8007.522777441203,-0.0009651294190507004,2.243702185850127e-14,True,solved,-0.0009651294191242142,50,,,7.351378620429339e-14,7.351378620429339e-14,1.0169518242231224e-06,-7.351378620429339e-14,2.2435179452531617e-16,2.111290172365558e-31,2,0,2.111290172365558e-31,OSQP,-0.0009651294191242142,cstr,16,20,1,1.0
0.11920134987966657,954.5075242631683,8007.522777441203,-9.608701380053934e-11,2.7695513995769747e-14,True,solved,-9.616489152067635e-11,25,,,7.787772013701484e-14,7.787772013701484e-14,1.0528475270872779e-06,-7.787772013701484e-14,8.253189299468789e-13,2.857146067625415e-24,2,0,2.857146067625415e-24,OSQP,-9.616489152067635e-11,cstr,20,20,1,1.0
0.11920134987966657,954.5075242631683,8007.522777441203,-1.2271248832866503e-12,1.2180588582510385e-12,True,solved,-1.295039254952925e-12,25,,,6.791437166627468e-14,6.791437166627468e-14,9.716331755633598e-07,-6.791437166627468e-14,3.6495143479049306e-13,5.586746705892759e-25,2,0,5.586746705892759e-25,OSQP,-1.295039254952925e-12,cstr,24,20,1,1.0
0.11920134987966657,954.5075242631683,8007.522777441203,-7.171342524052151e-12,6.918855852246086e-12,True,solved,-7.235398463114395e-12,25,,,6.405593906224379e-14,6.405593906224379e-14,9.354813984651738e-07,-6.405593906224379e-14,1.8915864521785928e-13,1.5008635848829216e-25,2,0,1.5008635848829216e-25,OSQP,-7.235398463114395e-12,cstr,28,20,1,1.0
0.11920134987966657,954.5075242631683,8007.522777441203,-1.1191260800188733e-11,1.0813893943287156e-11,True,solved,-1.1273456396435038e-11,25,,,8.219559624630495e-14,8.219559624630495e-14,1.0863223861440826e-06,-8.219559624630495e-14,1.6714813552784007e-13,1.1719036419737287e-25,2,0,1.1719036419737287e-25,OSQP,-1.1273456396435038e-11,cstr,33,20,1,1.0
0.11920134987966657,954.5075242631683,8007.522777441203,-1.2439772182688605e-11,1.2107150116105745e-11,True,solved,-1.2488936234677605e-11,25,,,4.9164051989000696e-14,4.9164051989000696e-14,7.90359599895821e-07,-4.9164051989000696e-14,9.231070212441908e-14,3.574315951667252e-26,2,0,3.574315951667252e-26,OSQP,-1.2488936234677605e-11,cstr,37,20,1,1.0
0.11920134987966657,954.5075242631683,8007.522777441203,-1.299599957027356e-11,1.2626500853437736e-11,True,solved,-1.3063516375318479e-11,25,,,6.751680504491869e-14,6.751680504491869e-14,9.652738601793867e-07,-6.751680504491869e-14,2.8063638929449106e-14,3.303518923055565e-27,2,0,3.303518923055565e-27,OSQP,-1.3063516375318479e-11,cstr,41,20,1,1.0
0.11920134987966657,954.5075242631683,8007.522777441203,-1.317034308295454e-11,1.2796056946191858e-11,True,solved,-1.3242609985049772e-11,25,,,7.226690209523181e-14,7.226690209523181e-14,1.0056605125294348e-06,-7.226690209523181e-14,2.962000490279285e-14,3.6800954491167654e-27,2,0,3.6800954491167654e-27,OSQP,-1.3242609985049772e-11,cstr,45,20,1,1.0
0.11920134987966657,954.5075242631683,8007.522777441203,-1.3243819176807321e-11,1.2870186105162018e-11,True,solved,-1.3327333676634721e-11,25,,,8.351449982739964e-14,8.351449982739964e-14,1.095419789838008e-06,-8.351449982739964e-14,3.9364781157748584e-14,6.499867648989465e-27,2,0,6.499867648989465e-27,OSQP,-1.3327333676634721e-11,cstr,49,20,1,1.0
0.11920134987966657,954.5075242631683,8007.522777441203,-1.3291337179880631e-11,1.2916559908432737e-11,True,solved,-1.3361885758619552e-11,25,,,7.054857873892132e-14,7.054857873892132e-14,9.923192374276492e-07,-7.054857873892132e-14,3.8968592470350866e-14,6.3696896077655975e-27,2,0,6.3696896077655975e-27,OSQP,-1.3361885758619552e-11,cstr,53,20,1,1.0
0.11920134987966657,954.5075242631683,8007.522777441203,-1.3322910508836598e-11,1.295044013654388e-11,True,solved,-1.3377290490504887e-11,25,,,5.4379981668289045e-14,5.4379981668289045e-14,8.479865980830872e-07,-5.4379981668289045e-14,4.75088638469611e-14,9.467561174045492e-27,2,0,9.467561174045492e-27,OSQP,-1.3377290490504887e-11,cstr,57,20,1,1.0
0.11920134987966657,954.5075242631683,8007.522777441203,-1.3315028756047036e-11,1.2947166358916815e-11,True,solved,-1.3390208165802666e-11,25,,,7.517940975562976e-14,7.517940975562976e-14,1.0297847355760418e-06,-7.517940975562976e-14,6.3007552836441e-14,1.6652293444850074e-26,2,0,1.6652293444850074e-26,OSQP,-1.3390208165802666e-11,cstr,61,20,1,1.0
0.11920134987966657,954.5075242631683,8007.522777441203,-1.3372622520690847e-11,1.2908809324846223e-11,True,solved,-1.3448692307421405e-11,25,,,7.606978673055843e-14,7.606978673055843e-14,1.019935403553558e-06,-7.606978673055843e-14,2.14434899955049e-13,1.9287670133413294e-25,2,0,1.9287670133413294e-25,OSQP,-1.3448692307421405e-11,cstr,66,20,1,1.0
0.11920134987966657,954.5075242631683,8007.522777441203,-1.329333483261301e-11,1.2907927593647894e-11,True,solved,-1.3361243078655944e-11,25,,,6.79082460429332e-14,6.79082460429332e-14,9.479451783204114e-07,-6.79082460429332e-14,6.2740465091774525e-15,1.6511415197503754e-28,2,0,1.6511415197503754e-28,OSQP,-1.3361243078655944e-11,cstr,70,20,1,1.0
0.11920134987966657,954.5075242631683,8007.522777441203,-1.3209148573736623e-11,1.2845057228752022e-11,True,solved,-1.3282423508580685e-11,25,,,7.327493484406217e-14,7.327493484406217e-14,1.0141857854492612e-06,-7.327493484406217e-14,6.499027595479697e-14,1.7716812657509793e-26,2,0,1.7716812657509793e-26,OSQP,-1.3282423508580685e-11,cstr,74,20,1,1.0
0.11920134987966657,954.5075242631683,8007.522777441203,-1.3273551347217193e-11,1.2921938370123728e-11,True,solved,-1.3339173815451487e-11,25,,,6.562246823429438e-14,6.562246823429438e-14,9.500294959618078e-07,-6.562246823429438e-14,1.0957935080452209e-13,5.0367022415694913e-26,2,0,5.0367022415694913e-26,OSQP,-1.3339173815451487e-11,cstr,78,20,1,1.0
0.11920134987966657,954.5075242631683,8007.522777441203,-1.3139267120124419e-11,1.2781125958687305e-11,True,solved,-1.3213129525299258e-11,25,,,7.386240517483992e-14,7.386240517483992e-14,1.0200805374185095e-06,-7.386240517483992e-14,7.7384547875112e-14,2.511870987988283e-26,2,0,2.511870987988283e-26,OSQP,-1.3213129525299258e-11,cstr,82,20,1,1.0
0.11920134987966657,954.5075242631683,8007.522777441203,-1.3095902242318575e-11,1.2680458584036992e-11,True,solved,-1.3151538141948021e-11,25,,,5.563589962944612e-14,5.563589962944612e-14,8.572314106712993e-07,-5.563589962944612e-14,1.0288211034721526e-13,4.4398526695300976e-26,2,0,4.4398526695300976e-26,OSQP,-1.3151538141948021e-11,cstr,86,20,1,1.0
0.11920134987966657,954.5075242631683,8007.522777441203,-1.3182670805560638e-11,1.2872209678173766e-11,True,solved,-1.3246125312711794e-11,25,,,6.34545071511556e-14,6.34545071511556e-14,9.30517385433534e-07,-6.34545071511556e-14,2.3604945801588614e-13,2.3371944481267252e-25,2,0,2.3371944481267252e-25,OSQP,-1.3246125312711794e-11,cstr,90,20,1,1.0
0.11920134987966657,954.5075242631683,8007.522777441203,-1.2876189177241459e-11,1.255598371271849e-11,True,solved,-1.2945400754495556e-11,25,,,6.921157725409702e-14,6.921157725409702e-14,9.797663074182473e-07,-6.921157725409702e-14,1.75793812611532e-13,1.2962715851664174e-25,2,0,1.2962715851664174e-25,OSQP,-1.2945400754495556e-11,cstr,94,20,1,1.0
0.11920134987966657,954.5075242631683,8007.522777441203,-1.2629088242651335e-11,1.2266207228088011e-11,True,solved,-1.2697012328472325e-11,25,,,6.792408582099008e-14,6.792408582099008e-14,9.69968389220855e-07,-6.792408582099008e-14,1.481309779391829e-14,9.20408478904386e-28,2,0,9.20408478904386e-28,OSQP,-1.2697012328472325e-11,cstr,99,20,1,1.0
0.03596684187208898,0.26043876822533957,7.241079690887331,-7.344862983109914,1.7763568394002505e-14,True,solved,-7.344862983109915,50,,,8.881784197001252e-16,1.2092511756074428e-16,8.912016902229425e-08,-8.881784197001252e-16,0.0,0.0,1,1,0.0,OSQP,-7.344862983109915,flight,0,20,1,1.0
0.03596684187208898,0.26043876822533957,7.241079690887331,-1.3705061496284001,4.6851411639181606e-14,True,solved,-1.3705061496284003,50,,,2.220446049250313e-16,1.620164965952445e-16,6.880791492136495e-08,-2.220446049250313e-16,1.1188630228279524e-16,1.7402896649972044e-31,2,0,1.2698152908464272e-31,OSQP,-1.3705061496284003,flight,6,20,1,1.0
0.03596684187208898,0.26043876822533957,7.241079690887331,-0.3353027543248568,3.885780586188048e-15,True,solved,-0.3353027543248568,50,,,0.0,0.0,2.938305376787298e-08,0.0,1.0838898772828417e-16,1.633194916381992e-31,2,0,1.633194916381992e-31,OSQP,-0.3353027543248568,flight,12,20,1,1.0
0.03596684187208898,0.26043876822533957,7.241079690887331,-0.00943811108563173,2.42861286636753e-17,True,solved,-0.009438111085631728,50,,,1.734723475976807e-18,1.734723475976807e-18,1.0880409462288299e-08,1.734723475976807e-18,8.782332235042066e-10,1.0722286899828278e-17,2,0,1.0722286899828278e-17,L-BFGS-B,-0.00943811108563173,flight,18,20,1,1.0
0.03596684187208898,0.26043876822533957,7.241079690887331,-0.03873049961464726,1.942890293094024e-16,True,solved,-0.038730499614647265,50,,,6.938893903907228e-18,6.938893903907228e-18,4.453126756231995e-09,-6.938893903907228e-18,2.2741447476439374e-16,7.1895863857453135e-31,2,0,7.1895863857453135e-31,OSQP,-0.038730499614647265,flight,24,20,1,1.0
0.03596684187208898,0.26043876822533957,7.241079690887331,-0.0616888133059421,1.8041124150158794e-16,True,solved,-0.0616888133059421,50,,,0.0,0.0,8.12063083444059e-09,0.0,2.2867445693748036e-16,7.269474401119334e-31,2,0,7.269474401119334e-31,OSQP,-0.0616888133059421,flight,31,20,1,1.0
0.03596684187208898,0.26043876822533957,7.241079690887331,-0.026171676917801118,2.5673907444456745e-16,True,solved,-0.026171676917801114,50,,,3.469446951953614e-18,3.469446951953614e-18,3.0411494433835173e-09,3.469446951953614e-18,5.859372224459504e-10,4.7727630614421635e-18,2,0,4.7727630614421635e-18,L-BFGS-B,-0.026171676917801118,flight,37,20,1,1.0
0.03596684187208898,0.26043876822533957,7.241079690887331,-0.0028289670362833474,2.5587171270657905e-17,True,solved,-0.002828967036283349,50,,,1.734723475976807e-18,1.734723475976807e-18,3.383101077059081e-09,-1.734723475976807e-18,6.2546344413855015e-18,5.438405203116265e-34,2,0,5.438405203116265e-34,OSQP,-0.002828967036283349,flight,43,20,1,1.0
0.03596684187208898,0.26043876822533957,7.241079690887331,-0.0006221959097553353,8.066464163292153e-17,True,solved,-0.0006221959097553446,50,,,9.324138683375338e-18,9.324138683375338e-18,2.0133444522674182e-08,-9.324138683375338e-18,3.129196053677311e-17,1.3612354369578875e-32,2,0,1.3612354369578875e-32,OSQP,-0.0006221959097553446,flight,49,20,1,1.0
0.03596684187208898,0.26043876822533957,7.241079690887331,-0.0027018361702855873,2.2985086056692694e-17,True,solved,-0.002701836170285595,50,,,7.806255641895632e-18,7.806255641895632e-18,1.652566355980767e-08,-7.806255641895632e-18,1.9491530832281063e-17,5.281528129949449e-33,2,0,5.281528129949449e-33,OSQP,-0.002701836170285595,flight,55,20,1,1.0
0.03596684187208898,0.26043876822533957,7.241079690887331,-0.0017216280007017212,2.918672248330978e-16,True,solved,-0.0017216280007017217,50,,,4.336808689942018e-19,4.336808689942018e-19,2.7782579292701115e-09,-4.336808689942018e-19,3.122803409505904e-17,1.355679373949896e-32,2,0,1.355679373949896e-32,OSQP,-0.0017216280007017217,flight,62,20,1,1.0
0.03596684187208898,0.26043876822533957,7.241079690887331,-0.0003635555603880967,1.32164244825983e-16,True,solved,-0.00036355556038809877,50,,,2.0599841277224584e-18,2.0599841277224584e-18,6.589633588793831e-09,-2.0599841277224584e-18,1.1636878843346593e-17,1.8825248780017843e-33,2,0,1.8825248780017843e-33,OSQP,-0.00036355556038809877,flight,68,20,1,1.0
0.03596684187208898,0.26043876822533957,7.241079690887331,-3.455185274660046e-06,4.1154535698360514e-16,True,solved,-3.455185274665508e-06,50,,,5.462091960369356e-18,5.462091960369356e-18,1.3519589144375677e-08,-5.462091960369356e-18,4.272637039144576e-18,2.5378134857090025e-34,2,0,2.5378134857090025e-34,OSQP,-3.455185274665508e-06,flight,74,20,1,1.0
0.03596684187208898,0.26043876822533957,7.241079690887331,-9.117596555733867e-05,5.025277069470313e-17,True,solved,-9.117596555734391e-05,50,,,5.244828009398628e-18,5.244828009398628e-18,7.723797504355367e-09,-5.244828009398628e-18,1.019971513247549e-17,1.4462513716610495e-33,2,0,1.4462513716610495e-33,OSQP,-9.117596555734391e-05,flight,80,20,1,1.0
0.03596684187208898,0.26043876822533957,7.241079690887331,-0.0001065309834398993,2.5200924246709944e-16,True,solved,-0.00010653098343989953,50,,,2.303929616531697e-19,2.303929616531697e-19,3.1491414614892577e-09,-2.303929616531697e-19,6.992893892674703e-18,6.79800650389533e-34,2,0,6.79800650389533e-34,OSQP,-0.00010653098343989953,flight,86,20,1,1.0
0.03596684187208898,0.26043876822533957,7.241079690887331,-3.2734917154239594e-05,3.5797645230040143e-16,True,solved,-3.2734917154242874e-05,50,,,3.279711571768651e-18,3.279711571768651e-18,1.1912539545078094e-08,-3.279711571768651e-18,2.305045436800919e-18,7.38629552827089e-35,2,0,7.38629552827089e-35,OSQP,-3.2734917154242874e-05,flight,93,20,1,1.0
0.03596684187208898,0.26043876822533957,7.241079690887331,-1.837850422275603e-06,1.026011009009134e-17,True,solved,-1.837850422283838e-06,50,,,8.234854313206308e-18,8.234854313206308e-18,1.8815912035050064e-08,-8.234854313206308e-18,2.7641840170916385e-19,1.0621885162336454e-36,2,0,1.0621885162336454e-36,OSQP,-1.837850422283838e-06,flight,99,20,1,1.0
0.03596684187208898,0.26043876822533957,7.241079690887331,-2.1628308644857535e-06,1.0927063832759376e-16,True,solved,-2.1628308644943826e-06,50,,,8.629148150153185e-18,8.629148150153185e-18,1.7129686411508638e-08,-8.629148150153185e-18,1.6803084275303033e-18,3.9250546679501575e-35,2,0,3.9250546679501575e-35,OSQP,-2.1628308644943826e-06,flight,105,20,1,1.0
0.03596684187208898,0.26043876822533957,7.241079690887331,-4.913595704729524e-06,4.0418294660607076e-16,True,solved,-4.913595704730645e-06,50,,,1.1206245892174393e-18,1.1206245892174393e-18,5.808525714232071e-09,-1.1206245892174393e-18,2.527646230727601e-18,8.881785465670038e-35,2,0,8.881785465670038e-35,OSQP,-4.913595704730645e-06,flight,111,20,1,1.0
0.03596684187208898,0.26043876822533957,7.241079690887331,-2.863487306867683e-06,3.405241854551738e-17,True,solved,-2.863487306869641e-06,50,,,1.9583401740519424e-18,1.9583401740519424e-18,5.889534472960922e-09,-1.9583401740519424e-18,1.0374545845345025e-18,1.496255938732972e-35,2,0,1.496255938732972e-35,OSQP,-2.863487306869641e-06,flight,117,20,1,1.0
0.03596684187208898,0.26043876822533957,7.241079690887331,-3.5060489263895003e-07,1.2212838670867723e-17,True,solved,-3.506048926418929e-07,50,,,2.9428571565574563e-18,2.9428571565574563e-18,9.031117906461994e-09,-2.9428571565574563e-18,1.631940375314535e-19,3.7023397801413125e-37,2,0,3.7023397801413125e-37,OSQP,-3.506048926418929e-07,flight,124,20,1,1.0
0.03596684187208898,0.26043876822533957,7.241079690887331,-2.2272642022098757e-08,1.9698680939407264e-17,True,solved,-2.2272642024183514e-08,50,,,2.0847565327071965e-18,2.0847565327071965e-18,9.253387477103654e-09,-2.0847565327071965e-18,2.785516568078435e-17,1.0786466293918187e-32,2,0,1.0786466293918187e-32,OSQP,-2.2272642024183514e-08,flight,130,20,1,1.0
0.03596684187208898,0.26043876822533957,7.241079690887331,-1.9009658656715827e-07,8.908413854071743e-16,True,solved,-1.900965865749109e-07,50,,,7.752627868422594e-18,7.752627868422594e-18,1.6760574452628907e-08,-7.752627868422594e-18,3.608638712202034e-19,1.8103164856001316e-36,2,0,1.8103164856001316e-36,OSQP,-1.900965865749109e-07,flight,136,20,1,1.0
0.03596684187208898,0.26043876822533957,7.241079690887331,-1.664831762877197e-07,1.3179528256811494e-16,True,solved,-1.66483176296598e-07,50,,,8.878308185543957e-18,8.878308185543957e-18,1.687217400731314e-08,-8.878308185543957e-18,2.0035865655883678e-19,5.580638884118177e-37,2,0,5.580638884118177e-37,OSQP,-1.66483176296598e-07,flight,142,20,1,1.0
0.03596684187208898,0.26043876822533957,7.241079690887331,-3.796362966422593e-08,4.56153539822475e-16,True,solved,-3.796362967610059e-08,50,,,1.1874660766676443e-17,1.1874660766676443e-17,2.067874096240395e-08,-1.1874660766676443e-17,5.569434408271002e-17,4.312110545922583e-32,2,0,4.312110545922583e-32,OSQP,-3.796362967610059e-08,flight,149,20,1,1.0
0.02015975703252567,0.02015975708343763,1.0000000025254252,-160.35966334536283,0.0,True,solved,-160.35966334536283,75,,,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0.0,OSQP,-160.35966334536283,hvac,0,20,1,1.0
