system,alg,NP,requested_FE,realized_FE,trial,difference,overshoot,shortfall,J,interrupted,termination
pendcart,PSO,20,1000,1000,1,0,0,0,-2.1378418507963084,False,optimizer loop ended at budget
pendcart,PSO,20,1000,1000,2,0,0,0,-2.137841850731487,False,optimizer loop ended at budget
pendcart,PSO,20,1000,1000,3,0,0,0,-2.137841850760725,False,optimizer loop ended at budget
pendcart,PSO,20,1000,1000,4,0,0,0,-2.1378418508180888,False,optimizer loop ended at budget
pendcart,WOA,20,1000,1000,0,0,0,0,-2.13784185067113,False,optimizer loop ended at budget
pendcart,WOA,20,1000,1000,1,0,0,0,-2.1378418503263785,False,optimizer loop ended at budget
pendcart,WOA,20,1000,1000,2,0,0,0,-2.13784185077928,False,optimizer loop ended at budget
pendcart,WOA,20,1000,1000,3,0,0,0,-2.137841850816942,False,optimizer loop ended at budget
pendcart,WOA,20,1000,1000,4,0,0,0,-2.1378418507701547,False,optimizer loop ended at budget
pendcart,SGO,20,2000,2000,0,0,0,0,-2.1378403722623465,False,optimizer loop ended at budget
pendcart,SGO,20,2000,2000,1,0,0,0,-2.137841711487866,False,optimizer loop ended at budget
pendcart,SGO,20,2000,2000,2,0,0,0,-2.137841780538116,False,optimizer loop ended at budget
pendcart,SGO,20,2000,2000,3,0,0,0,-2.1378413678012036,False,optimizer loop ended at budget
pendcart,SGO,20,2000,2000,4,0,0,0,-2.137841177631853,False,optimizer loop ended at budget
pendcart,GWO,20,2000,2000,0,0,0,0,-2.1378418499868617,False,optimizer loop ended at budget
pendcart,GWO,20,2000,2000,1,0,0,0,-2.1378417959321436,False,optimizer loop ended at budget
pendcart,GWO,20,2000,2000,2,0,0,0,-2.137841847831096,False,optimizer loop ended at budget
pendcart,GWO,20,2000,2000,3,0,0,0,-2.137841850639235,False,optimizer loop ended at budget
pendcart,GWO,20,2000,2000,4,0,0,0,-2.137841686299019,False,optimizer loop ended at budget
pendcart,PSO,20,2000,2000,0,0,0,0,-2.137841850827091,False,optimizer loop ended at budget
pendcart,PSO,20,2000,2000,1,0,0,0,-2.1378418508270896,False,optimizer loop ended at budget
pendcart,PSO,20,2000,2000,2,0,0,0,-2.1378418508270904,False,optimizer loop ended at budget
pendcart,PSO,20,2000,2000,3,0,0,0,-2.13784185082709,False,optimizer loop ended at budget
pendcart,PSO,20,2000,2000,4,0,0,0,-2.1378418508270887,False,optimizer loop ended at budget
pendcart,WOA,20,2000,2000,0,0,0,0,-2.1378418508241372,False,optimizer loop ended at budget
pendcart,WOA,20,2000,2000,1,0,0,0,-2.1378418508198025,False,optimizer loop ended at budget
pendcart,WOA,20,2000,2000,2,0,0,0,-2.1378418508174355,False,optimizer loop ended at budget
pendcart,WOA,20,2000,2000,3,0,0,0,-2.137841850816795,False,optimizer loop ended at budget
pendcart,WOA,20,2000,2000,4,0,0,0,-2.137841850826411,False,optimizer loop ended at budget
pendcart,SGO,30,200,200,0,0,0,0,-2.1377767400945955,False,optimizer loop ended at budget
pendcart,SGO,30,200,200,1,0,0,0,-2.136430349020784,False,optimizer loop ended at budget
pendcart,SGO,30,200,200,2,0,0,0,-2.137775200431139,False,optimizer loop ended at budget
pendcart,SGO,30,200,200,3,0,0,0,-2.137814635836812,False,optimizer loop ended at budget
pendcart,SGO,30,200,200,4,0,0,0,-2.137793773244937,False,optimizer loop ended at budget
pendcart,GWO,30,200,200,0,0,0,0,-2.137805392580232,False,optimizer loop ended at budget
pendcart,GWO,30,200,200,1,0,0,0,-2.1378205796844276,False,optimizer loop ended at budget
pendcart,GWO,30,200,200,2,0,0,0,-2.1378413321972225,False,optimizer loop ended at budget
pendcart,GWO,30,200,200,3,0,0,0,-2.137821586335531,False,optimizer loop ended at budget
pendcart,GWO,30,200,200,4,0,0,0,-2.1378418502796994,False,optimizer loop ended at budget
pendcart,PSO,30,200,200,0,0,0,0,-2.1376494309101837,False,optimizer loop ended at budget
pendcart,PSO,30,200,200,1,0,0,0,-2.1377837619496454,False,optimizer loop ended at budget
pendcart,PSO,30,200,200,2,0,0,0,-2.1378340866818197,False,optimizer loop ended at budget
pendcart,PSO,30,200,200,3,0,0,0,-2.1378278340222625,False,optimizer loop ended at budget
pendcart,PSO,30,200,200,4,0,0,0,-2.1378418423032155,False,optimizer loop ended at budget
pendcart,WOA,30,200,200,0,0,0,0,-2.137841811208294,False,optimizer loop ended at budget
pendcart,WOA,30,200,200,1,0,0,0,-2.137824462529148,False,optimizer loop ended at budget
pendcart,WOA,30,200,200,2,0,0,0,-2.1378418450206897,False,optimizer loop ended at budget
pendcart,WOA,30,200,200,3,0,0,0,-2.137826450653459,False,optimizer loop ended at budget
pendcart,WOA,30,200,200,4,0,0,0,-2.137841735636623,False,optimizer loop ended at budget
pendcart,SGO,30,500,500,0,0,0,0,-2.1377767400945955,False,optimizer loop ended at budget
pendcart,SGO,30,500,500,1,0,0,0,-2.1378401140648275,False,optimizer loop ended at budget
pendcart,SGO,30,500,500,2,0,0,0,-2.137775200431139,False,optimizer loop ended at budget
pendcart,SGO,30,500,500,3,0,0,0,-2.137825890586743,False,optimizer loop ended at budget
pendcart,SGO,30,500,500,4,0,0,0,-2.137793773244937,False,optimizer loop ended at budget
pendcart,GWO,30,500,500,0,0,0,0,-2.1378370925138097,False,optimizer loop ended at budget
pendcart,GWO,30,500,500,1,0,0,0,-2.137839880743869,False,optimizer loop ended at budget
pendcart,GWO,30,500,500,2,0,0,0,-2.1378402674592887,False,optimizer loop ended at budget
pendcart,GWO,30,500,500,3,0,0,0,-2.1378410057510693,False,optimizer loop ended at budget
pendcart,GWO,30,500,500,4,0,0,0,-2.137830572822417,False,optimizer loop ended at budget
pendcart,PSO,30,500,500,0,0,0,0,-2.1378361700214,False,optimizer loop ended at budget
pendcart,PSO,30,500,500,1,0,0,0,-2.137836719526079,False,optimizer loop ended at budget
pendcart,PSO,30,500,500,2,0,0,0,-2.1378415797902153,False,optimizer loop ended at budget
pendcart,PSO,30,500,500,3,0,0,0,-2.1378411974223006,False,optimizer loop ended at budget
pendcart,PSO,30,500,500,4,0,0,0,-2.1378418450385186,False,optimizer loop ended at budget
pendcart,WOA,30,500,500,0,0,0,0,-2.13784184984091,False,optimizer loop ended at budget
pendcart,WOA,30,500,500,1,0,0,0,-2.1378418327408504,False,optimizer loop ended at budget
pendcart,WOA,30,500,500,2,0,0,0,-2.1378417960850133,False,optimizer loop ended at budget
pendcart,WOA,30,500,500,3,0,0,0,-2.13784183425208,False,optimizer loop ended at budget
pendcart,WOA,30,500,500,4,0,0,0,-2.137841850513125,False,optimizer loop ended at budget
pendcart,SGO,30,1000,1000,0,0,0,0,-2.1378410611067613,False,optimizer loop ended at budget
pendcart,SGO,30,1000,1000,1,0,0,0,-2.1378401140648275,False,optimizer loop ended at budget
pendcart,SGO,30,1000,1000,2,0,0,0,-2.137775200431139,False,optimizer loop ended at budget
pendcart,SGO,30,1000,1000,3,0,0,0,-2.137825890586743,False,optimizer loop ended at budget
pendcart,SGO,30,1000,1000,4,0,0,0,-2.1378417769144966,False,optimizer loop ended at budget
pendcart,GWO,30,1000,1000,0,0,0,0,-2.1378418354300677,False,optimizer loop ended at budget
pendcart,GWO,30,1000,1000,1,0,0,0,-2.1378418184229586,False,optimizer loop ended at budget
pendcart,GWO,30,1000,1000,2,0,0,0,-2.137841697435394,False,optimizer loop ended at budget
pendcart,GWO,30,1000,1000,3,0,0,0,-2.137841849886081,False,optimizer loop ended at budget
pendcart,GWO,30,1000,1000,4,0,0,0,-2.137841037306259,False,optimizer loop ended at budget
pendcart,PSO,30,1000,1000,0,0,0,0,-2.1378418506892367,False,optimizer loop ended at budget
pendcart,PSO,30,1000,1000,1,0,0,0,-2.137841849287121,False,optimizer loop ended at budget
pendcart,PSO,30,1000,1000,2,0,0,0,-2.1378418505511947,False,optimizer loop ended at budget
pendcart,PSO,30,1000,1000,3,0,0,0,-2.137841850827028,False,optimizer loop ended at budget
pendcart,PSO,30,1000,1000,4,0,0,0,-2.1378418102015897,False,optimizer loop ended at budget
pendcart,WOA,30,1000,1000,0,0,0,0,-2.137841850821813,False,optimizer loop ended at budget
pendcart,WOA,30,1000,1000,1,0,0,0,-2.1378418508012738,False,optimizer loop ended at budget
pendcart,WOA,30,1000,1000,2,0,0,0,-2.1378418507267827,False,optimizer loop ended at budget
pendcart,WOA,30,1000,1000,3,0,0,0,-2.1378418500243073,False,optimizer loop ended at budget
pendcart,WOA,30,1000,1000,4,0,0,0,-2.1378418508145742,False,optimizer loop ended at budget
pendcart,SGO,30,2000,2000,0,0,0,0,-2.1378410611067613,False,optimizer loop ended at budget
pendcart,SGO,30,2000,2000,1,0,0,0,-2.1378401140648275,False,optimizer loop ended at budget
pendcart,SGO,30,2000,2000,2,0,0,0,-2.1378397397960685,False,optimizer loop ended at budget
pendcart,SGO,30,2000,2000,3,0,0,0,-2.137831291460399,False,optimizer loop ended at budget
pendcart,SGO,30,2000,2000,4,0,0,0,-2.137841846421592,False,optimizer loop ended at budget
pendcart,GWO,30,2000,2000,0,0,0,0,-2.1378418508105717,False,optimizer loop ended at budget
pendcart,GWO,30,2000,2000,1,0,0,0,-2.1378418281609557,False,optimizer loop ended at budget
pendcart,GWO,30,2000,2000,2,0,0,0,-2.1378418244631763,False,optimizer loop ended at budget
pendcart,GWO,30,2000,2000,3,0,0,0,-2.137841850699564,False,optimizer loop ended at budget
pendcart,GWO,30,2000,2000,4,0,0,0,-2.1378418090239997,False,optimizer loop ended at budget
pendcart,PSO,30,2000,2000,0,0,0,0,-2.137841850823175,False,optimizer loop ended at budget
pendcart,PSO,30,2000,2000,1,0,0,0,-2.1378418508270443,False,optimizer loop ended at budget
pendcart,PSO,30,2000,2000,2,0,0,0,-2.1378418508252266,False,optimizer loop ended at budget
pendcart,PSO,30,2000,2000,3,0,0,0,-2.1378418508270443,False,optimizer loop ended at budget
pendcart,PSO,30,2000,2000,4,0,0,0,-2.1378418508270864,False,optimizer loop ended at budget
pendcart,WOA,30,2000,2000,0,0,0,0,-2.1378418508249757,False,optimizer loop ended at budget
pendcart,WOA,30,2000,2000,1,0,0,0,-2.137841850825435,False,optimizer loop ended at budget
pendcart,WOA,30,2000,2000,2,0,0,0,-2.1378418508234907,False,optimizer loop ended at budget
pendcart,WOA,30,2000,2000,3,0,0,0,-2.137841850827068,False,optimizer loop ended at budget
pendcart,WOA,30,2000,2000,4,0,0,0,-2.137841850827077,False,optimizer loop ended at budget
cstr,SGO,8,200,200,0,0,0,0,-2488.755108215865,False,optimizer loop ended at budget
cstr,SGO,8,200,200,1,0,0,0,-3404.760030526873,False,optimizer loop ended at budget
cstr,SGO,8,200,200,2,0,0,0,-3404.760030526873,False,optimizer loop ended at budget
cstr,SGO,8,200,200,3,0,0,0,-3390.9099115520853,False,optimizer loop ended at budget
cstr,SGO,8,200,200,4,0,0,0,-2194.8159412499385,False,optimizer loop ended at budget
cstr,GWO,8,200,200,0,0,0,0,-3404.760030526873,False,optimizer loop ended at budget
cstr,GWO,8,200,200,1,0,0,0,-3404.760030526873,False,optimizer loop ended at budget
cstr,GWO,8,200,200,2,0,0,0,-3404.760030526873,False,optimizer loop ended at budget
cstr,GWO,8,200,200,3,0,0,0,-3404.760030526873,False,optimizer loop ended at budget
cstr,GWO,8,200,200,4,0,0,0,-3404.760030526873,False,optimizer loop ended at budget
cstr,PSO,8,200,200,0,0,0,0,-3404.760030526873,False,optimizer loop ended at budget
cstr,PSO,8,200,200,1,0,0,0,-3404.760030526873,False,optimizer loop ended at budget
cstr,PSO,8,200,200,2,0,0,0,-3404.760030526873,False,optimizer loop ended at budget
cstr,PSO,8,200,200,3,0,0,0,-3404.760030526873,False,optimizer loop ended at budget
cstr,PSO,8,200,200,4,0,0,0,-3404.760030526873,False,optimizer loop ended at budget
cstr,WOA,8,200,200,0,0,0,0,-3404.760030526873,False,optimizer loop ended at budget
cstr,WOA,8,200,200,1,0,0,0,-3404.760030526873,False,optimizer loop ended at budget
cstr,WOA,8,200,200,2,0,0,0,-3404.760030526873,False,optimizer loop ended at budget
cstr,WOA,8,200,200,3,0,0,0,-3404.760030526873,False,optimizer loop ended at budget
cstr,WOA,8,200,200,4,0,0,0,-3404.760030526873,False,optimizer loop ended at budget
cstr,SGO,8,500,500,0,0,0,0,-3353.0410455035453,False,optimizer loop ended at budget
cstr,SGO,8,500,500,1,0,0,0,-3404.760030526873,False,optimizer loop ended at budget
cstr,SGO,8,500,500,2,0,0,0,-3404.760030526873,False,optimizer loop ended at budget
cstr,SGO,8,500,500,3,0,0,0,-3404.760030526873,False,optimizer loop ended at budget
cstr,SGO,8,500,500,4,0,0,0,-3404.760030526873,False,optimizer loop ended at budget
cstr,GWO,8,500,500,0,0,0,0,-3404.760030526873,False,optimizer loop ended at budget
cstr,GWO,8,500,500,1,0,0,0,-3404.760030526873,False,optimizer loop ended at budget
cstr,GWO,8,500,500,2,0,0,0,-3404.760030526873,False,optimizer loop ended at budget
cstr,GWO,8,500,500,3,0,0,0,-3404.760030526873,False,optimizer loop ended at budget
cstr,GWO,8,500,500,4,0,0,0,-3404.760030526873,False,optimizer loop ended at budget
cstr,PSO,8,500,500,0,0,0,0,-3404.760030526873,False,optimizer loop ended at budget
cstr,PSO,8,500,500,1,0,0,0,-3404.760030526873,False,optimizer loop ended at budget
cstr,PSO,8,500,500,2,0,0,0,-3404.760030526873,False,optimizer loop ended at budget
cstr,PSO,8,500,500,3,0,0,0,-3404.760030526873,False,optimizer loop ended at budget
cstr,PSO,8,500,500,4,0,0,0,-3404.760030526873,False,optimizer loop ended at budget
cstr,WOA,8,500,500,0,0,0,0,-3404.760030526873,False,optimizer loop ended at budget
cstr,WOA,8,500,500,1,0,0,0,-3404.760030526873,False,optimizer loop ended at budget
cstr,WOA,8,500,500,2,0,0,0,-3404.760030526873,False,optimizer loop ended at budget
cstr,WOA,8,500,500,3,0,0,0,-3404.760030526873,False,optimizer loop ended at budget
cstr,WOA,8,500,500,4,0,0,0,-3404.760030526873,False,optimizer loop ended at budget
cstr,SGO,8,1000,1000,0,0,0,0,-3404.760030526873,False,optimizer loop ended at budget
cstr,SGO,8,1000,1000,1,0,0,0,-3404.760030526873,False,optimizer loop ended at budget
cstr,SGO,8,1000,1000,2,0,0,0,-3404.760030526873,False,optimizer loop ended at budget
cstr,SGO,8,1000,1000,3,0,0,0,-3404.760030526873,False,optimizer loop ended at budget
cstr,SGO,8,1000,1000,4,0,0,0,-3404.760030526873,False,optimizer loop ended at budget
cstr,GWO,8,1000,1000,0,0,0,0,-3404.760030526873,False,optimizer loop ended at budget
cstr,GWO,8,1000,1000,1,0,0,0,-3404.760030526873,False,optimizer loop ended at budget
cstr,GWO,8,1000,1000,2,0,0,0,-3404.760030526873,False,optimizer loop ended at budget
cstr,GWO,8,1000,1000,3,0,0,0,-3404.760030526873,False,optimizer loop ended at budget
cstr,GWO,8,1000,1000,4,0,0,0,-3404.760030526873,False,optimizer loop ended at budget
cstr,PSO,8,1000,1000,0,0,0,0,-3404.760030526873,False,optimizer loop ended at budget
cstr,PSO,8,1000,1000,1,0,0,0,-3404.760030526873,False,optimizer loop ended at budget
cstr,PSO,8,1000,1000,2,0,0,0,-3404.760030526873,False,optimizer loop ended at budget
cstr,PSO,8,1000,1000,3,0,0,0,-3404.760030526873,False,optimizer loop ended at budget
cstr,PSO,8,1000,1000,4,0,0,0,-3404.760030526873,False,optimizer loop ended at budget
cstr,WOA,8,1000,1000,0,0,0,0,-3404.760030526873,False,optimizer loop ended at budget
cstr,WOA,8,1000,1000,1,0,0,0,-3404.760030526873,False,optimizer loop ended at budget
cstr,WOA,8,1000,1000,2,0,0,0,-3404.760030526873,False,optimizer loop ended at budget
cstr,WOA,8,1000,1000,3,0,0,0,-3404.760030526873,False,optimizer loop ended at budget
cstr,WOA,8,1000,1000,4,0,0,0,-3404.760030526873,False,optimizer loop ended at budget
cstr,SGO,8,2000,2000,0,0,0,0,-3404.760030526873,False,optimizer loop ended at budget
cstr,SGO,8,2000,2000,1,0,0,0,-3404.760030526873,False,optimizer loop ended at budget
cstr,SGO,8,2000,2000,2,0,0,0,-3404.760030526873,False,optimizer loop ended at budget
cstr,SGO,8,2000,2000,3,0,0,0,-3404.760030526873,False,optimizer loop ended at budget
cstr,SGO,8,2000,2000,4,0,0,0,-3404.760030526873,False,optimizer loop ended at budget
cstr,GWO,8,2000,2000,0,0,0,0,-3404.760030526873,False,optimizer loop ended at budget
cstr,GWO,8,2000,2000,1,0,0,0,-3404.760030526873,False,optimizer loop ended at budget
cstr,GWO,8,2000,2000,2,0,0,0,-3404.760030526873,False,optimizer loop ended at budget
cstr,GWO,8,2000,2000,3,0,0,0,-3404.760030526873,False,optimizer loop ended at budget
cstr,GWO,8,2000,2000,4,0,0,0,-3404.760030526873,False,optimizer loop ended at budget
cstr,PSO,8,2000,2000,0,0,0,0,-3404.760030526873,False,optimizer loop ended at budget
cstr,PSO,8,2000,2000,1,0,0,0,-3404.760030526873,False,optimizer loop ended at budget
cstr,PSO,8,2000,2000,2,0,0,0,-3404.760030526873,False,optimizer loop ended at budget
cstr,PSO,8,2000,2000,3,0,0,0,-3404.760030526873,False,optimizer loop ended at budget
cstr,PSO,8,2000,2000,4,0,0,0,-3404.760030526873,False,optimizer loop ended at budget
cstr,WOA,8,2000,2000,0,0,0,0,-3404.760030526873,False,optimizer loop ended at budget
cstr,WOA,8,2000,2000,1,0,0,0,-3404.760030526873,False,optimizer loop ended at budget
cstr,WOA,8,2000,2000,2,0,0,0,-3404.760030526873,False,optimizer loop ended at budget
cstr,WOA,8,2000,2000,3,0,0,0,-3404.760030526873,False,optimizer loop ended at budget
cstr,WOA,8,2000,2000,4,0,0,0,-3404.760030526873,False,optimizer loop ended at budget
cstr,SGO,10,200,200,0,0,0,0,-3404.760030526873,False,optimizer loop ended at budget
cstr,SGO,10,200,200,1,0,0,0,-3357.277358878007,False,optimizer loop ended at budget
cstr,SGO,10,200,200,2,0,0,0,-3404.760030526873,False,optimizer loop ended at budget
cstr,SGO,10,200,200,3,0,0,0,-3404.760030526873,False,optimizer loop ended at budget
cstr,SGO,10,200,200,4,0,0,0,-3404.760030526873,False,optimizer loop ended at budget
cstr,GWO,10,200,200,0,0,0,0,-3404.760030526873,False,optimizer loop ended at budget
cstr,GWO,10,200,200,1,0,0,0,-3404.760030526873,False,optimizer loop ended at budget
cstr,GWO,10,200,200,2,0,0,0,-3404.760030526873,False,optimizer loop ended at budget
cstr,GWO,10,200,200,3,0,0,0,-3404.760030526873,False,optimizer loop ended at budget
cstr,GWO,10,200,200,4,0,0,0,-3404.760030526873,False,optimizer loop ended at budget
cstr,PSO,10,200,200,0,0,0,0,-3404.760030526873,False,optimizer loop ended at budget
cstr,PSO,10,200,200,1,0,0,0,-3404.760030526873,False,optimizer loop ended at budget
cstr,PSO,10,200,200,2,0,0,0,-3404.760030526873,False,optimizer loop ended at budget
cstr,PSO,10,200,200,3,0,0,0,-3404.760030526873,False,optimizer loop ended at budget
cstr,PSO,10,200,200,4,0,0,0,-3404.760030526873,False,optimizer loop ended at budget
cstr,WOA,10,200,200,0,0,0,0,-3404.760030526873,False,optimizer loop ended at budget
cstr,WOA,10,200,200,1,0,0,0,-3404.760030526873,False,optimizer loop ended at budget
cstr,WOA,10,200,200,2,0,0,0,-3404.760030526873,False,optimizer loop ended at budget
cstr,WOA,10,200,200,3,0,0,0,-3404.760030526873,False,optimizer loop ended at budget
cstr,WOA,10,200,200,4,0,0,0,-3404.760030526873,False,optimizer loop ended at budget
cstr,SGO,10,500,500,0,0,0,0,-3404.760030526873,False,optimizer loop ended at budget
cstr,SGO,10,500,500,1,0,0,0,-3404.760030526873,False,optimizer loop ended at budget
cstr,SGO,10,500,500,2,0,0,0,-3404.760030526873,False,optimizer loop ended at budget
cstr,SGO,10,500,500,3,0,0,0,-3404.760030526873,False,optimizer loop ended at budget
cstr,SGO,10,500,500,4,0,0,0,-3404.760030526873,False,optimizer loop ended at budget
cstr,GWO,10,500,500,0,0,0,0,-3404.760030526873,False,optimizer loop ended at budget
cstr,GWO,10,500,500,1,0,0,0,-3404.760030526873,False,optimizer loop ended at budget
cstr,GWO,10,500,500,2,0,0,0,-3404.760030526873,False,optimizer loop ended at budget
cstr,GWO,10,500,500,3,0,0,0,-3404.760030526873,False,optimizer loop ended at budget
cstr,GWO,10,500,500,4,0,0,0,-3404.760030526873,False,optimizer loop ended at budget
cstr,PSO,10,500,500,0,0,0,0,-3404.760030526873,False,optimizer loop ended at budget
cstr,PSO,10,500,500,1,0,0,0,-3404.760030526873,False,optimizer loop ended at budget
cstr,PSO,10,500,500,2,0,0,0,-3404.760030526873,False,optimizer loop ended at budget
cstr,PSO,10,500,500,3,0,0,0,-3404.760030526873,False,optimizer loop ended at budget
cstr,PSO,10,500,500,4,0,0,0,-3404.760030526873,False,optimizer loop ended at budget
cstr,WOA,10,500,500,0,0,0,0,-3404.760030526873,False,optimizer loop ended at budget
cstr,WOA,10,500,500,1,0,0,0,-3404.760030526873,False,optimizer loop ended at budget
cstr,WOA,10,500,500,2,0,0,0,-3404.760030526873,False,optimizer loop ended at budget
cstr,WOA,10,500,500,3,0,0,0,-3404.760030526873,False,optimizer loop ended at budget
cstr,WOA,10,500,500,4,0,0,0,-3404.760030526873,False,optimizer loop ended at budget
cstr,SGO,10,1000,1000,0,0,0,0,-3404.760030526873,False,optimizer loop ended at budget
cstr,SGO,10,1000,1000,1,0,0,0,-3404.760030526873,False,optimizer loop ended at budget
cstr,SGO,10,1000,1000,2,0,0,0,-3404.760030526873,False,optimizer loop ended at budget
cstr,SGO,10,1000,1000,3,0,0,0,-3404.760030526873,False,optimizer loop ended at budget
cstr,SGO,10,1000,1000,4,0,0,0,-3404.760030526873,False,optimizer loop ended at budget
cstr,GWO,10,1000,1000,0,0,0,0,-3404.760030526873,False,optimizer loop ended at budget
cstr,GWO,10,1000,1000,1,0,0,0,-3404.760030526873,False,optimizer loop ended at budget
cstr,GWO,10,1000,1000,2,0,0,0,-3404.760030526873,False,optimizer loop ended at budget
cstr,GWO,10,1000,1000,3,0,0,0,-3404.760030526873,False,optimizer loop ended at budget
cstr,GWO,10,1000,1000,4,0,0,0,-3404.760030526873,False,optimizer loop ended at budget
cstr,PSO,10,1000,1000,0,0,0,0,-3404.760030526873,False,optimizer loop ended at budget
cstr,PSO,10,1000,1000,1,0,0,0,-3404.760030526873,False,optimizer loop ended at budget
cstr,PSO,10,1000,1000,2,0,0,0,-3404.760030526873,False,optimizer loop ended at budget
cstr,PSO,10,1000,1000,3,0,0,0,-3404.760030526873,False,optimizer loop ended at budget
cstr,PSO,10,1000,1000,4,0,0,0,-3404.760030526873,False,optimizer loop ended at budget
cstr,WOA,10,1000,1000,0,0,0,0,-3404.760030526873,False,optimizer loop ended at budget
cstr,WOA,10,1000,1000,1,0,0,0,-3404.760030526873,False,optimizer loop ended at budget
cstr,WOA,10,1000,1000,2,0,0,0,-3404.760030526873,False,optimizer loop ended at budget
cstr,WOA,10,1000,1000,3,0,0,0,-3404.760030526873,False,optimizer loop ended at budget
cstr,WOA,10,1000,1000,4,0,0,0,-3404.760030526873,False,optimizer loop ended at budget
cstr,SGO,10,2000,2000,0,0,0,0,-3404.760030526873,False,optimizer loop ended at budget
cstr,SGO,10,2000,2000,1,0,0,0,-3404.760030526873,False,optimizer loop ended at budget
cstr,SGO,10,2000,2000,2,0,0,0,-3404.760030526873,False,optimizer loop ended at budget
cstr,SGO,10,2000,2000,3,0,0,0,-3404.760030526873,False,optimizer loop ended at budget
cstr,SGO,10,2000,2000,4,0,0,0,-3404.760030526873,False,optimizer loop ended at budget
cstr,GWO,10,2000,2000,0,0,0,0,-3404.760030526873,False,optimizer loop ended at budget
cstr,GWO,10,2000,2000,1,0,0,0,-3404.760030526873,False,optimizer loop ended at budget
cstr,GWO,10,2000,2000,2,0,0,0,-3404.760030526873,False,optimizer loop ended at budget
cstr,GWO,10,2000,2000,3,0,0,0,-3404.760030526873,False,optimizer loop ended at budget
cstr,GWO,10,2000,2000,4,0,0,0,-3404.760030526873,False,optimizer loop ended at budget
cstr,PSO,10,2000,2000,0,0,0,0,-3404.760030526873,False,optimizer loop ended at budget
cstr,PSO,10,2000,2000,1,0,0,0,-3404.760030526873,False,optimizer loop ended at budget
cstr,PSO,10,2000,2000,2,0,0,0,-3404.760030526873,False,optimizer loop ended at budget
cstr,PSO,10,2000,2000,3,0,0,0,-3404.760030526873,False,optimizer loop ended at budget
cstr,PSO,10,2000,2000,4,0,0,0,-3404.760030526873,False,optimizer loop ended at budget
cstr,WOA,10,2000,2000,0,0,0,0,-3404.760030526873,False,optimizer loop ended at budget
cstr,WOA,10,2000,2000,1,0,0,0,-3404.760030526873,False,optimizer loop ended at budget
cstr,WOA,10,2000,2000,2,0,0,0,-3404.760030526873,False,optimizer loop ended at budget
cstr,WOA,10,2000,2000,3,0,0,0,-3404.760030526873,False,optimizer loop ended at budget
cstr,WOA,10,2000,2000,4,0,0,0,-3404.760030526873,False,optimizer loop ended at budget
cstr,SGO,14,200,200,0,0,0,0,-3404.760030526873,False,optimizer loop ended at budget
cstr,SGO,14,200,200,1,0,0,0,-3404.760030526873,False,optimizer loop ended at budget
cstr,SGO,14,200,200,2,0,0,0,-3404.760030526873,False,optimizer loop ended at budget
cstr,SGO,14,200,200,3,0,0,0,-3392.865188084219,False,optimizer loop ended at budget
cstr,SGO,14,200,200,4,0,0,0,-3404.760030526873,False,optimizer loop ended at budget
cstr,GWO,14,200,200,0,0,0,0,-3404.760030526873,False,optimizer loop ended at budget
cstr,GWO,14,200,200,1,0,0,0,-3404.760030526873,False,optimizer loop ended at budget
cstr,GWO,14,200,200,2,0,0,0,-3404.760030526873,False,optimizer loop ended at budget
cstr,GWO,14,200,200,3,0,0,0,-3404.760030526873,False,optimizer loop ended at budget
cstr,GWO,14,200,200,4,0,0,0,-3404.760030526873,False,optimizer loop ended at budget
cstr,PSO,14,200,200,0,0,0,0,-3404.760030526873,False,optimizer loop ended at budget
cstr,PSO,14,200,200,1,0,0,0,-3404.760030526873,False,optimizer loop ended at budget
cstr,PSO,14,200,200,2,0,0,0,-3404.760030526873,False,optimizer loop ended at budget
cstr,PSO,14,200,200,3,0,0,0,-3404.760030526873,False,optimizer loop ended at budget
cstr,PSO,14,200,200,4,0,0,0,-3404.760030526873,False,optimizer loop ended at budget
cstr,WOA,14,200,200,0,0,0,0,-3404.760030526873,False,optimizer loop ended at budget
cstr,WOA,14,200,200,1,0,0,0,-3404.760030526873,False,optimizer loop ended at budget
cstr,WOA,14,200,200,2,0,0,0,-3404.760030526873,False,optimizer loop ended at budget
cstr,WOA,14,200,200,3,0,0,0,-3404.760030526873,False,optimizer loop ended at budget
cstr,WOA,14,200,200,4,0,0,0,-3404.760030526873,False,optimizer loop ended at budget
cstr,SGO,14,500,500,0,0,0,0,-3404.760030526873,False,optimizer loop ended at budget
cstr,SGO,14,500,500,1,0,0,0,-3404.760030526873,False,optimizer loop ended at budget
cstr,SGO,14,500,500,2,0,0,0,-3404.760030526873,False,optimizer loop ended at budget
cstr,SGO,14,500,500,3,0,0,0,-3404.760030526873,False,optimizer loop ended at budget
cstr,SGO,14,500,500,4,0,0,0,-3404.760030526873,False,optimizer loop ended at budget
cstr,GWO,14,500,500,0,0,0,0,-3404.760030526873,False,optimizer loop ended at budget
cstr,GWO,14,500,500,1,0,0,0,-3404.760030526873,False,optimizer loop ended at budget
cstr,GWO,14,500,500,2,0,0,0,-3404.760030526873,False,optimizer loop ended at budget
cstr,GWO,14,500,500,3,0,0,0,-3404.760030526873,False,optimizer loop ended at budget
cstr,GWO,14,500,500,4,0,0,0,-3404.760030526873,False,optimizer loop ended at budget
