system,ic,alg,trial,seed,NP,nrmse,deterministic_reference_nrmse,realized_nfe_mean,fe_exact,time_ms_mean
flight,IC2_larger_alpha,PSO,3,14012003,30,0.06479873328014335,0.06479822579713684,1000.0,True,3.7290379075178257
flight,IC2_larger_alpha,PSO,4,14012004,30,0.0647894200952856,0.06479822579713684,1000.0,True,3.7525157820588597
flight,IC2_larger_alpha,WOA,0,14013000,10,0.06475291895357954,0.06479822579713684,1000.0,True,8.349897125347828
flight,IC2_larger_alpha,WOA,1,14013001,10,0.06479307007829012,0.06479822579713684,1000.0,True,8.342079698729018
flight,IC2_larger_alpha,WOA,2,14013002,10,0.06481328580829397,0.06479822579713684,1000.0,True,8.340974246384576
flight,IC2_larger_alpha,WOA,3,14013003,10,0.06475595925679284,0.06479822579713684,1000.0,True,8.23563297240374
flight,IC2_larger_alpha,WOA,4,14013004,10,0.0647903621430527,0.06479822579713684,1000.0,True,8.226886005528891
flight,IC3_pitch_rate,SGO,0,14020000,8,0.11876833789781194,0.11615212412629604,1000.0,True,14.569357119423026
flight,IC3_pitch_rate,SGO,1,14020001,8,0.11615538506410496,0.11615212412629604,1000.0,True,14.41966538472722
flight,IC3_pitch_rate,SGO,2,14020002,8,0.11911041188755431,0.11615212412629604,1000.0,True,14.516447812396413
flight,IC3_pitch_rate,SGO,3,14020003,8,0.11612486480964351,0.11615212412629604,1000.0,True,14.472018217590326
flight,IC3_pitch_rate,SGO,4,14020004,8,0.12588687906027649,0.11615212412629604,1000.0,True,14.497117913948992
flight,IC3_pitch_rate,GWO,0,14021000,30,0.11615020409051569,0.11615212412629604,1000.0,True,14.162082058222344
flight,IC3_pitch_rate,GWO,1,14021001,30,0.11615317102262569,0.11615212412629604,1000.0,True,14.138899493264034
flight,IC3_pitch_rate,GWO,2,14021002,30,0.11615155921564888,0.11615212412629604,1000.0,True,14.251632558104271
flight,IC3_pitch_rate,GWO,3,14021003,30,0.11615177146461533,0.11615212412629604,1000.0,True,14.233490584495788
flight,IC3_pitch_rate,GWO,4,14021004,30,0.11615218728329199,0.11615212412629604,1000.0,True,14.157461940000454
flight,IC3_pitch_rate,PSO,0,14022000,30,0.11615165961558148,0.11615212412629604,1000.0,True,3.747116981927926
flight,IC3_pitch_rate,PSO,1,14022001,30,0.11615312938226494,0.11615212412629604,1000.0,True,3.732612340633447
flight,IC3_pitch_rate,PSO,2,14022002,30,0.11615162825026056,0.11615212412629604,1000.0,True,3.732993611289809
flight,IC3_pitch_rate,PSO,3,14022003,30,0.1161522468345101,0.11615212412629604,1000.0,True,3.7263636954594404
flight,IC3_pitch_rate,PSO,4,14022004,30,0.1161523474262045,0.11615212412629604,1000.0,True,3.725095763026426
flight,IC3_pitch_rate,WOA,0,14023000,10,0.11608687869302206,0.11615212412629604,1000.0,True,8.318108600409081
flight,IC3_pitch_rate,WOA,1,14023001,10,0.11546217583682071,0.11615212412629604,1000.0,True,8.406299020862207
flight,IC3_pitch_rate,WOA,2,14023002,10,0.11614985588957555,0.11615212412629604,1000.0,True,8.305770107156908
flight,IC3_pitch_rate,WOA,3,14023003,10,0.11594528182979102,0.11615212412629604,1000.0,True,8.303933289522925
flight,IC3_pitch_rate,WOA,4,14023004,10,0.1160863771975778,0.11615212412629604,1000.0,True,8.298818520270288
flight,IC4_theta_offset,SGO,0,14030000,8,2.346566889240792,2.3240773760956475,1000.0,True,14.189343667821959
flight,IC4_theta_offset,SGO,1,14030001,8,2.344458794520984,2.3240773760956475,1000.0,True,14.174522166528428
flight,IC4_theta_offset,SGO,2,14030002,8,2.326647703235469,2.3240773760956475,1000.0,True,14.357850436742106
flight,IC4_theta_offset,SGO,3,14030003,8,2.3553779371870567,2.3240773760956475,1000.0,True,14.233924899405489
flight,IC4_theta_offset,SGO,4,14030004,8,2.324028457970839,2.3240773760956475,1000.0,True,14.253991257476931
flight,IC4_theta_offset,GWO,0,14031000,30,2.3240762033595033,2.3240773760956475,1000.0,True,14.068880518510317
flight,IC4_theta_offset,GWO,1,14031001,30,2.3240773713993668,2.3240773760956475,1000.0,True,14.208640089879433
flight,IC4_theta_offset,GWO,2,14031002,30,2.324078262130513,2.3240773760956475,1000.0,True,14.094085059283922
flight,IC4_theta_offset,GWO,3,14031003,30,2.324080313170423,2.3240773760956475,1000.0,True,14.113586052165678
flight,IC4_theta_offset,GWO,4,14031004,30,2.324077524088288,2.3240773760956475,1000.0,True,14.197715464203307
flight,IC4_theta_offset,PSO,0,14032000,30,2.3240771632857053,2.3240773760956475,1000.0,True,3.6469037062488496
flight,IC4_theta_offset,PSO,1,14032001,30,2.3240800819708163,2.3240773760956475,1000.0,True,3.680183608472968
flight,IC4_theta_offset,PSO,2,14032002,30,2.3240775028481373,2.3240773760956475,1000.0,True,3.6696303193457425
flight,IC4_theta_offset,PSO,3,14032003,30,2.3240820740882704,2.3240773760956475,1000.0,True,3.6895497348935655
flight,IC4_theta_offset,PSO,4,14032004,30,2.324086361492033,2.3240773760956475,1000.0,True,3.6453103099483997
flight,IC4_theta_offset,WOA,0,14033000,10,2.3257676676503154,2.3240773760956475,1000.0,True,8.241448967407146
flight,IC4_theta_offset,WOA,1,14033001,10,2.32319244566554,2.3240773760956475,1000.0,True,8.243633165257052
flight,IC4_theta_offset,WOA,2,14033002,10,2.325767446769057,2.3240773760956475,1000.0,True,8.180072512089586
flight,IC4_theta_offset,WOA,3,14033003,10,2.3288276295281434,2.3240773760956475,1000.0,True,8.262150898808613
flight,IC4_theta_offset,WOA,4,14033004,10,2.3251766969623167,2.3240773760956475,1000.0,True,8.306704453037431
flight,IC5_small,SGO,0,14040000,8,0.007469060488022047,0.007461288484941245,1000.0,True,14.576291432992244
flight,IC5_small,SGO,1,14040001,8,0.007445943414792443,0.007461288484941245,1000.0,True,14.626390806709727
flight,IC5_small,SGO,2,14040002,8,0.007364085673117514,0.007461288484941245,1000.0,True,14.529720324790105
flight,IC5_small,SGO,3,14040003,8,0.007352488440742381,0.007461288484941245,1000.0,True,14.470205943022544
flight,IC5_small,SGO,4,14040004,8,0.007444105904892714,0.007461288484941245,1000.0,True,14.550460457491377
flight,IC5_small,GWO,0,14041000,30,0.007458609305711449,0.007461288484941245,1000.0,True,14.229369012949368
flight,IC5_small,GWO,1,14041001,30,0.007468237412476567,0.007461288484941245,1000.0,True,14.242798402362192
flight,IC5_small,GWO,2,14041002,30,0.007451616112150309,0.007461288484941245,1000.0,True,14.026750408423444
flight,IC5_small,GWO,3,14041003,30,0.007451359172171994,0.007461288484941245,1000.0,True,14.141720673069358
flight,IC5_small,GWO,4,14041004,30,0.007473202429681397,0.007461288484941245,1000.0,True,14.209372981761893
flight,IC5_small,PSO,0,14042000,30,0.00747562306999114,0.007461288484941245,1000.0,True,3.734318360220641
flight,IC5_small,PSO,1,14042001,30,0.007460131477100256,0.007461288484941245,1000.0,True,3.7102062332754335
flight,IC5_small,PSO,2,14042002,30,0.007462797291268218,0.007461288484941245,1000.0,True,3.7784384260885417
flight,IC5_small,PSO,3,14042003,30,0.007464069357056962,0.007461288484941245,1000.0,True,3.729812732199207
flight,IC5_small,PSO,4,14042004,30,0.0074696801690357145,0.007461288484941245,1000.0,True,3.7457386679792157
flight,IC5_small,WOA,0,14043000,10,0.007456513255610865,0.007461288484941245,1000.0,True,8.249895045688996
flight,IC5_small,WOA,1,14043001,10,0.007472449751430683,0.007461288484941245,1000.0,True,8.271019567813104
flight,IC5_small,WOA,2,14043002,10,0.007295991546702814,0.007461288484941245,1000.0,True,8.334720687319836
flight,IC5_small,WOA,3,14043003,10,0.0074490496539694655,0.007461288484941245,1000.0,True,8.289395232374469
flight,IC5_small,WOA,4,14043004,10,0.0074618470338493476,0.007461288484941245,1000.0,True,8.328552606205145
hvac,IC1_submitted,SGO,0,15000000,30,0.020752134455294762,0.020766893738445827,1000.0,True,12.615804672047185
hvac,IC1_submitted,SGO,1,15000001,30,0.020751287562298416,0.020766893738445827,1000.0,True,12.567348375023963
hvac,IC1_submitted,SGO,2,15000002,30,0.020753748952443883,0.020766893738445827,1000.0,True,12.542110547966635
hvac,IC1_submitted,SGO,3,15000003,30,0.020750160718899124,0.020766893738445827,1000.0,True,12.601809896994382
hvac,IC1_submitted,SGO,4,15000004,30,0.020754897374471046,0.020766893738445827,1000.0,True,12.584122481367862
hvac,IC1_submitted,GWO,0,15001000,30,0.020758080405444527,0.020766893738445827,1000.0,True,18.208545717371937
hvac,IC1_submitted,GWO,1,15001001,30,0.020760780566658563,0.020766893738445827,1000.0,True,18.28403389628511
hvac,IC1_submitted,GWO,2,15001002,30,0.02075947695031241,0.020766893738445827,1000.0,True,18.192609536189895
hvac,IC1_submitted,GWO,3,15001003,30,0.020757243914520686,0.020766893738445827,1000.0,True,18.28429166103403
hvac,IC1_submitted,GWO,4,15001004,30,0.020760515499359186,0.020766893738445827,1000.0,True,18.262784719932824
hvac,IC1_submitted,PSO,0,15002000,8,0.02075924083115626,0.020766893738445827,1000.0,True,4.719474523871516
hvac,IC1_submitted,PSO,1,15002001,8,0.020761202468644813,0.020766893738445827,1000.0,True,4.72181775929251
hvac,IC1_submitted,PSO,2,15002002,8,0.0207567496064552,0.020766893738445827,1000.0,True,4.750569310349722
hvac,IC1_submitted,PSO,3,15002003,8,0.020752768436492274,0.020766893738445827,1000.0,True,4.763361084779414
hvac,IC1_submitted,PSO,4,15002004,8,0.020764137598663055,0.020766893738445827,1000.0,True,4.7413889916691305
hvac,IC1_submitted,WOA,0,15003000,30,0.020766941129627688,0.020766893738445827,1000.0,True,8.125273804025104
hvac,IC1_submitted,WOA,1,15003001,30,0.020766900988981915,0.020766893738445827,1000.0,True,8.099112144399745
hvac,IC1_submitted,WOA,2,15003002,30,0.020766895116550662,0.020766893738445827,1000.0,True,8.122892635564009
hvac,IC1_submitted,WOA,3,15003003,30,0.020766854058192258,0.020766893738445827,1000.0,True,8.09741132822819
hvac,IC1_submitted,WOA,4,15003004,30,0.02076685068924874,0.020766893738445827,1000.0,True,8.063254709239118
hvac,IC2_cold_building,SGO,0,15010000,30,0.10260772173663867,0.10261083524760088,1000.0,True,12.55588635080494
hvac,IC2_cold_building,SGO,1,15010001,30,0.10260770730384172,0.10261083524760088,1000.0,True,12.579960646146597
hvac,IC2_cold_building,SGO,2,15010002,30,0.10260685075179331,0.10261083524760088,1000.0,True,12.563601836950207
hvac,IC2_cold_building,SGO,3,15010003,30,0.10260818016266177,0.10261083524760088,1000.0,True,12.592879822904555
hvac,IC2_cold_building,SGO,4,15010004,30,0.10260779982640965,0.10261083524760088,1000.0,True,12.598232344452603
hvac,IC2_cold_building,GWO,0,15011000,30,0.10260895741087794,0.10261083524760088,1000.0,True,18.253785195178352
hvac,IC2_cold_building,GWO,1,15011001,30,0.1026085653509769,0.10261083524760088,1000.0,True,18.24292038703182
hvac,IC2_cold_building,GWO,2,15011002,30,0.10260845975404258,0.10261083524760088,1000.0,True,18.221656095741007
hvac,IC2_cold_building,GWO,3,15011003,30,0.1026090494074472,0.10261083524760088,1000.0,True,18.203170886651304
hvac,IC2_cold_building,GWO,4,15011004,30,0.10260866487906878,0.10261083524760088,1000.0,True,18.243919277369667
hvac,IC2_cold_building,PSO,0,15012000,8,0.1026058950406955,0.10261083524760088,1000.0,True,4.683068131213076
hvac,IC2_cold_building,PSO,1,15012001,8,0.10260983568126252,0.10261083524760088,1000.0,True,4.668704984437984
hvac,IC2_cold_building,PSO,2,15012002,8,0.10260912139878968,0.10261083524760088,1000.0,True,4.691076796036214
hvac,IC2_cold_building,PSO,3,15012003,8,0.10261002582035843,0.10261083524760088,1000.0,True,4.703856084689808
hvac,IC2_cold_building,PSO,4,15012004,8,0.10260773922890376,0.10261083524760088,1000.0,True,4.719818576122634
hvac,IC2_cold_building,WOA,0,15013000,30,0.10261083608080686,0.10261083524760088,1000.0,True,8.047698309916692
hvac,IC2_cold_building,WOA,1,15013001,30,0.1026108307849024,0.10261083524760088,1000.0,True,8.060171953829316
hvac,IC2_cold_building,WOA,2,15013002,30,0.10261083343986792,0.10261083524760088,1000.0,True,8.088839246464582
hvac,IC2_cold_building,WOA,3,15013003,30,0.10261083526376108,0.10261083524760088,1000.0,True,8.025682598585263
hvac,IC2_cold_building,WOA,4,15013004,30,0.10261082628051867,0.10261083524760088,1000.0,True,8.04271567434383
hvac,IC3_warm_building,SGO,0,15020000,30,0.020739113810892457,0.020754824114289337,1000.0,True,12.594672396429814
hvac,IC3_warm_building,SGO,1,15020001,30,0.02074025361692338,0.020754824114289337,1000.0,True,12.531465583558505
hvac,IC3_warm_building,SGO,2,15020002,30,0.020743411845679568,0.020754824114289337,1000.0,True,12.51909471656351
hvac,IC3_warm_building,SGO,3,15020003,30,0.02074128647921834,0.020754824114289337,1000.0,True,12.525843649481734
hvac,IC3_warm_building,SGO,4,15020004,30,0.020740785020979605,0.020754824114289337,1000.0,True,12.567981976860514
hvac,IC3_warm_building,GWO,0,15021000,30,0.020745536348388712,0.020754824114289337,1000.0,True,18.235072219433885
hvac,IC3_warm_building,GWO,1,15021001,30,0.02074857395117782,0.020754824114289337,1000.0,True,18.203771588974632
hvac,IC3_warm_building,GWO,2,15021002,30,0.0207464114074561,0.020754824114289337,1000.0,True,18.153793721537415
hvac,IC3_warm_building,GWO,3,15021003,30,0.020748399136511907,0.020754824114289337,1000.0,True,18.19440062378999
hvac,IC3_warm_building,GWO,4,15021004,30,0.020745678155125524,0.020754824114289337,1000.0,True,18.153739980577182
hvac,IC3_warm_building,PSO,0,15022000,8,0.02074942502578926,0.020754824114289337,1000.0,True,4.70192035252694
hvac,IC3_warm_building,PSO,1,15022001,8,0.02074186207992504,0.020754824114289337,1000.0,True,4.701271629853484
hvac,IC3_warm_building,PSO,2,15022002,8,0.02073592247393004,0.020754824114289337,1000.0,True,4.713185545561525
hvac,IC3_warm_building,PSO,3,15022003,8,0.020751459079552698,0.020754824114289337,1000.0,True,4.666780556086451
hvac,IC3_warm_building,PSO,4,15022004,8,0.020750452586986295,0.020754824114289337,1000.0,True,4.677390743046999
hvac,IC3_warm_building,WOA,0,15023000,30,0.020754843862813715,0.020754824114289337,1000.0,True,8.07806268427521
hvac,IC3_warm_building,WOA,1,15023001,30,0.02075478536784008,0.020754824114289337,1000.0,True,8.087391075018482
hvac,IC3_warm_building,WOA,2,15023002,30,0.020754843091087518,0.020754824114289337,1000.0,True,8.09326522188106
hvac,IC3_warm_building,WOA,3,15023003,30,0.020754878153442225,0.020754824114289337,1000.0,True,8.0861450676263
hvac,IC3_warm_building,WOA,4,15023004,30,0.020754848581885588,0.020754824114289337,1000.0,True,8.066928325570188
hvac,IC4_warm_rooms_cold_walls,SGO,0,15030000,30,0.00905104394886061,0.009069017298942727,1000.0,True,12.594908419957696
hvac,IC4_warm_rooms_cold_walls,SGO,1,15030001,30,0.009045097544516446,0.009069017298942727,1000.0,True,12.51426194270607
hvac,IC4_warm_rooms_cold_walls,SGO,2,15030002,30,0.009039077595389881,0.009069017298942727,1000.0,True,12.462518316111527
hvac,IC4_warm_rooms_cold_walls,SGO,3,15030003,30,0.009041820467217928,0.009069017298942727,1000.0,True,12.561105490817377
hvac,IC4_warm_rooms_cold_walls,SGO,4,15030004,30,0.00905103874137511,0.009069017298942727,1000.0,True,12.555225555086508
hvac,IC4_warm_rooms_cold_walls,GWO,0,15031000,30,0.009061313035717,0.009069017298942727,1000.0,True,18.032681536511518
hvac,IC4_warm_rooms_cold_walls,GWO,1,15031001,30,0.009064604246628291,0.009069017298942727,1000.0,True,18.045592425740324
hvac,IC4_warm_rooms_cold_walls,GWO,2,15031002,30,0.00905910362938233,0.009069017298942727,1000.0,True,18.1882253033109
hvac,IC4_warm_rooms_cold_walls,GWO,3,15031003,30,0.009060663322119057,0.009069017298942727,1000.0,True,18.17792995541822
hvac,IC4_warm_rooms_cold_walls,GWO,4,15031004,30,0.00905752279409171,0.009069017298942727,1000.0,True,18.108910419008073
hvac,IC4_warm_rooms_cold_walls,PSO,0,15032000,8,0.009053093436240535,0.009069017298942727,1000.0,True,4.695433939419066
hvac,IC4_warm_rooms_cold_walls,PSO,1,15032001,8,0.00904230586379477,0.009069017298942727,1000.0,True,4.693699909102482
hvac,IC4_warm_rooms_cold_walls,PSO,2,15032002,8,0.009069052601621648,0.009069017298942727,1000.0,True,4.711557483882643
hvac,IC4_warm_rooms_cold_walls,PSO,3,15032003,8,0.00906901655251164,0.009069017298942727,1000.0,True,4.690478786748524
hvac,IC4_warm_rooms_cold_walls,PSO,4,15032004,8,0.009069053162661891,0.009069017298942727,1000.0,True,4.691030169293906
hvac,IC4_warm_rooms_cold_walls,WOA,0,15033000,30,0.00906913667119828,0.009069017298942727,1000.0,True,8.049628986705406
hvac,IC4_warm_rooms_cold_walls,WOA,1,15033001,30,0.00906908419218926,0.009069017298942727,1000.0,True,8.023852849185156
hvac,IC4_warm_rooms_cold_walls,WOA,2,15033002,30,0.009069082715182296,0.009069017298942727,1000.0,True,8.02589730041412
hvac,IC4_warm_rooms_cold_walls,WOA,3,15033003,30,0.009069025207542282,0.009069017298942727,1000.0,True,8.026099533153078
hvac,IC4_warm_rooms_cold_walls,WOA,4,15033004,30,0.009069125939924219,0.009069017298942727,1000.0,True,8.025583021109924
hvac,IC5_at_room_setpoint,SGO,0,15040000,30,0.0007839469446086154,0.0007839952774648286,1000.0,True,12.574548030698983
hvac,IC5_at_room_setpoint,SGO,1,15040001,30,0.0007874479859821688,0.0007839952774648286,1000.0,True,12.578847520092191
hvac,IC5_at_room_setpoint,SGO,2,15040002,30,0.0007852429687833281,0.0007839952774648286,1000.0,True,12.607610228587873
hvac,IC5_at_room_setpoint,SGO,3,15040003,30,0.00078394016498791,0.0007839952774648286,1000.0,True,12.62513148113309
hvac,IC5_at_room_setpoint,SGO,4,15040004,30,0.0007876216334207206,0.0007839952774648286,1000.0,True,12.543579986901022
hvac,IC5_at_room_setpoint,GWO,0,15041000,30,0.0007837550542940502,0.0007839952774648286,1000.0,True,18.195771389097597
hvac,IC5_at_room_setpoint,GWO,1,15041001,30,0.000783777767071339,0.0007839952774648286,1000.0,True,18.275813851156272
hvac,IC5_at_room_setpoint,GWO,2,15041002,30,0.0007837725738173767,0.0007839952774648286,1000.0,True,18.261324950222235
hvac,IC5_at_room_setpoint,GWO,3,15041003,30,0.0007836459597486285,0.0007839952774648286,1000.0,True,18.17255781412435
hvac,IC5_at_room_setpoint,GWO,4,15041004,30,0.0007836611925571231,0.0007839952774648286,1000.0,True,18.085245078623604
hvac,IC5_at_room_setpoint,PSO,0,15042000,8,0.0007840025519275788,0.0007839952774648286,1000.0,True,4.695205200851585
hvac,IC5_at_room_setpoint,PSO,1,15042001,8,0.0007839993401166926,0.0007839952774648286,1000.0,True,4.711437379436878
hvac,IC5_at_room_setpoint,PSO,2,15042002,8,0.0007839881285770046,0.0007839952774648286,1000.0,True,4.713713523233309
hvac,IC5_at_room_setpoint,PSO,3,15042003,8,0.0007839921848780831,0.0007839952774648286,1000.0,True,4.710505022744958
hvac,IC5_at_room_setpoint,PSO,4,15042004,8,0.0007839949711920336,0.0007839952774648286,1000.0,True,4.687979024912541
hvac,IC5_at_room_setpoint,WOA,0,15043000,30,0.0007839930016089666,0.0007839952774648286,1000.0,True,7.960038723191246
hvac,IC5_at_room_setpoint,WOA,1,15043001,30,0.0007839947156847096,0.0007839952774648286,1000.0,True,8.008270824716115
hvac,IC5_at_room_setpoint,WOA,2,15043002,30,0.0007839953265362062,0.0007839952774648286,1000.0,True,8.072039419203065
hvac,IC5_at_room_setpoint,WOA,3,15043003,30,0.000783993449635318,0.0007839952774648286,1000.0,True,7.98614858284903
hvac,IC5_at_room_setpoint,WOA,4,15043004,30,0.0007839943471744832,0.0007839952774648286,1000.0,True,8.065267822666405
uav,IC1_submitted,SGO,0,16000000,20,0.0009655524840532963,0.0008692986026327382,1000.0,True,13.014921416179277
uav,IC1_submitted,SGO,1,16000001,20,0.0009744729786863494,0.0008692986026327382,1000.0,True,13.00202843383886
uav,IC1_submitted,SGO,2,16000002,20,0.0008914912905287387,0.0008692986026327382,1000.0,True,12.945538314059377
uav,IC1_submitted,SGO,3,16000003,20,0.0009385260888884116,0.0008692986026327382,1000.0,True,12.836400307016447
uav,IC1_submitted,SGO,4,16000004,20,0.0010714552341006588,0.0008692986026327382,1000.0,True,12.794013568549417
uav,IC1_submitted,GWO,0,16001000,30,0.0008688962144785336,0.0008692986026327382,1000.0,True,22.31721134716645
uav,IC1_submitted,GWO,1,16001001,30,0.000870542944445974,0.0008692986026327382,1000.0,True,22.11602130450774
uav,IC1_submitted,GWO,2,16001002,30,0.0008687052001695896,0.0008692986026327382,1000.0,True,22.297724550240673
uav,IC1_submitted,GWO,3,16001003,30,0.0008713012642515761,0.0008692986026327382,1000.0,True,22.235469806939363
uav,IC1_submitted,GWO,4,16001004,30,0.0008673051008441911,0.0008692986026327382,1000.0,True,22.337072331574745
uav,IC1_submitted,PSO,0,16002000,10,0.003625696232669283,0.0008692986026327382,1000.0,True,4.438943392364308
uav,IC1_submitted,PSO,1,16002001,10,0.002314727625131027,0.0008692986026327382,1000.0,True,4.448766663088463
uav,IC1_submitted,PSO,2,16002002,10,0.005086295640957589,0.0008692986026327382,1000.0,True,4.5019655850483105
uav,IC1_submitted,PSO,3,16002003,10,0.00093366824686169,0.0008692986026327382,1000.0,True,4.467079621972516
uav,IC1_submitted,PSO,4,16002004,10,0.0008734264864863612,0.0008692986026327382,1000.0,True,4.444003304815851
uav,IC1_submitted,WOA,0,16003000,30,0.0012038057979271617,0.0008692986026327382,1000.0,True,8.039045547950082
uav,IC1_submitted,WOA,1,16003001,30,0.0015462812243829287,0.0008692986026327382,1000.0,True,8.109699210035615
uav,IC1_submitted,WOA,2,16003002,30,0.0009299622163254998,0.0008692986026327382,1000.0,True,8.018004541401751
uav,IC1_submitted,WOA,3,16003003,30,0.001062995542916588,0.0008692986026327382,1000.0,True,8.029314027749933
uav,IC1_submitted,WOA,4,16003004,30,0.0008674831503244562,0.0008692986026327382,1000.0,True,8.04938755754847
uav,IC2_offset_xy,SGO,0,16010000,20,0.010887406300258242,0.01081766982445975,1000.0,True,12.936358825536445
uav,IC2_offset_xy,SGO,1,16010001,20,0.011030374023800207,0.01081766982445975,1000.0,True,12.964851852040738
uav,IC2_offset_xy,SGO,2,16010002,20,0.010885556255190795,0.01081766982445975,1000.0,True,12.885623899055645
uav,IC2_offset_xy,SGO,3,16010003,20,0.010963252262893066,0.01081766982445975,1000.0,True,12.820791271864437
uav,IC2_offset_xy,SGO,4,16010004,20,0.010888975688567143,0.01081766982445975,1000.0,True,12.900735232746229
uav,IC2_offset_xy,GWO,0,16011000,30,0.01082205430332397,0.01081766982445975,1000.0,True,22.38989858806599
uav,IC2_offset_xy,GWO,1,16011001,30,0.010849147345643274,0.01081766982445975,1000.0,True,22.273168166866526
uav,IC2_offset_xy,GWO,2,16011002,30,0.010826412897651254,0.01081766982445975,1000.0,True,22.15517693804577
uav,IC2_offset_xy,GWO,3,16011003,30,0.010816972564173922,0.01081766982445975,1000.0,True,22.33580709726084
uav,IC2_offset_xy,GWO,4,16011004,30,0.01082576147541228,0.01081766982445975,1000.0,True,22.186853116261773
uav,IC2_offset_xy,PSO,0,16012000,10,0.010812686042732824,0.01081766982445975,1000.0,True,4.45583711238578
uav,IC2_offset_xy,PSO,1,16012001,10,0.011138324008542894,0.01081766982445975,1000.0,True,4.44262206251733
uav,IC2_offset_xy,PSO,2,16012002,10,0.010856759137592058,0.01081766982445975,1000.0,True,4.449377860408276
uav,IC2_offset_xy,PSO,3,16012003,10,0.010807498312395872,0.01081766982445975,1000.0,True,4.450837176758796
uav,IC2_offset_xy,PSO,4,16012004,10,0.010816095172966887,0.01081766982445975,1000.0,True,4.405432801228017
uav,IC2_offset_xy,WOA,0,16013000,30,0.010953347587452587,0.01081766982445975,1000.0,True,8.051144994562492
uav,IC2_offset_xy,WOA,1,16013001,30,0.011292602168417652,0.01081766982445975,1000.0,True,8.037508774432354
uav,IC2_offset_xy,WOA,2,16013002,30,0.011227609079306393,0.01081766982445975,1000.0,True,8.0480161489686
uav,IC2_offset_xy,WOA,3,16013003,30,0.01123272975710306,0.01081766982445975,1000.0,True,8.056901231757365
uav,IC2_offset_xy,WOA,4,16013004,30,0.010868194634601197,0.01081766982445975,1000.0,True,8.098059549578466
uav,IC3_altitude_offset,SGO,0,16020000,20,0.009407448054040977,0.00920144780154077,1000.0,True,13.231384901911952
uav,IC3_altitude_offset,SGO,1,16020001,20,0.009778316118783518,0.00920144780154077,1000.0,True,13.208896921016276
uav,IC3_altitude_offset,SGO,2,16020002,20,0.009118314997759547,0.00920144780154077,1000.0,True,13.094172095297836
uav,IC3_altitude_offset,SGO,3,16020003,20,0.009202439984500797,0.00920144780154077,1000.0,True,13.10205804859288
uav,IC3_altitude_offset,SGO,4,16020004,20,0.009624941765932352,0.00920144780154077,1000.0,True,13.05520659207832
uav,IC3_altitude_offset,GWO,0,16021000,30,0.009196371216703003,0.00920144780154077,1000.0,True,22.015396737027913
uav,IC3_altitude_offset,GWO,1,16021001,30,0.009201421690517094,0.00920144780154077,1000.0,True,22.1650209906511
uav,IC3_altitude_offset,GWO,2,16021002,30,0.00920270962415167,0.00920144780154077,1000.0,True,22.17618504818529
uav,IC3_altitude_offset,GWO,3,16021003,30,0.009202688315319528,0.00920144780154077,1000.0,True,22.149110333179124
uav,IC3_altitude_offset,GWO,4,16021004,30,0.009200848082152982,0.00920144780154077,1000.0,True,22.282568214694038
uav,IC3_altitude_offset,PSO,0,16022000,10,0.009230563546478646,0.00920144780154077,1000.0,True,4.43730732111726
uav,IC3_altitude_offset,PSO,1,16022001,10,0.00919575577491625,0.00920144780154077,1000.0,True,4.450514602707699
uav,IC3_altitude_offset,PSO,2,16022002,10,0.01047866704082648,0.00920144780154077,1000.0,True,4.392617075704038
uav,IC3_altitude_offset,PSO,3,16022003,10,0.014981247038901064,0.00920144780154077,1000.0,True,4.448878341470845
uav,IC3_altitude_offset,PSO,4,16022004,10,0.009600270292315105,0.00920144780154077,1000.0,True,4.44938436942175
uav,IC3_altitude_offset,WOA,0,16023000,30,0.00952738809316165,0.00920144780154077,1000.0,True,8.068743652896956
uav,IC3_altitude_offset,WOA,1,16023001,30,0.009222551089508627,0.00920144780154077,1000.0,True,8.026319696684368
uav,IC3_altitude_offset,WOA,2,16023002,30,0.009890202201416374,0.00920144780154077,1000.0,True,8.037654300918803
uav,IC3_altitude_offset,WOA,3,16023003,30,0.009758678354724697,0.00920144780154077,1000.0,True,8.033205136307515
uav,IC3_altitude_offset,WOA,4,16023004,30,0.009578239319234244,0.00920144780154077,1000.0,True,7.976231881184503
uav,IC4_attitude_perturbed,SGO,0,16030000,20,0.00144873808878619,0.0012838281036897717,1000.0,True,12.994076694129035
uav,IC4_attitude_perturbed,SGO,1,16030001,20,0.0014237958686129223,0.0012838281036897717,1000.0,True,12.96484947775025
uav,IC4_attitude_perturbed,SGO,2,16030002,20,0.0013986734681021244,0.0012838281036897717,1000.0,True,12.93151314149145
uav,IC4_attitude_perturbed,SGO,3,16030003,20,0.0013553987590978888,0.0012838281036897717,1000.0,True,12.91796554333996
uav,IC4_attitude_perturbed,SGO,4,16030004,20,0.001369937919256532,0.0012838281036897717,1000.0,True,12.981158781447448
uav,IC4_attitude_perturbed,GWO,0,16031000,30,0.0012797371479494034,0.0012838281036897717,1000.0,True,22.307301989174448
uav,IC4_attitude_perturbed,GWO,1,16031001,30,0.0012829728236001948,0.0012838281036897717,1000.0,True,22.34365996462293
uav,IC4_attitude_perturbed,GWO,2,16031002,30,0.0012836120891486869,0.0012838281036897717,1000.0,True,22.150812475243583
