system,Nc,source,k,max_cart_over_box,min_cart_over_box,worst_abs_cart_over_box,limit,penalty_can_activate,margin
pendcart,1,deterministic,78,2.874746203659041,0.4508214763938841,2.874746203659041,10.0,False,7.125253796340958
pendcart,1,deterministic,79,2.8746753930796314,0.4508755332452724,2.8746753930796314,10.0,False,7.125324606920369
pendcart,1,deterministic,80,2.8744150012663643,0.4508672908415855,2.8744150012663643,10.0,False,7.125584998733636
pendcart,1,deterministic,81,2.87398577317671,0.4507921438646765,2.87398577317671,10.0,False,7.12601422682329
pendcart,1,deterministic,82,2.8734144881692,0.45064906311153774,2.8734144881692,10.0,False,7.1265855118308
pendcart,1,deterministic,83,2.872732048029945,0.45044030250907224,2.872732048029945,10.0,False,7.127267951970055
pendcart,1,deterministic,84,2.871971599925153,0.45017098454048426,2.871971599925153,10.0,False,7.128028400074847
pendcart,1,deterministic,85,2.871166773295994,0.4498485970412717,2.871166773295994,10.0,False,7.128833226704006
pendcart,1,deterministic,86,2.870350095727762,0.449482434440742,2.870350095727762,10.0,False,7.129649904272238
pendcart,1,deterministic,87,2.8695516375182137,0.4490830151703656,2.8695516375182137,10.0,False,7.130448362481786
pendcart,1,deterministic,88,2.868797919069785,0.4486615043786881,2.868797919069785,10.0,False,7.1312020809302155
pendcart,1,deterministic,89,2.868111099650478,0.4482291675032925,2.868111099650478,10.0,False,7.131888900349522
pendcart,1,deterministic,90,2.867508451611779,0.4477968759546158,2.867508451611779,10.0,False,7.132491548388221
pendcart,1,deterministic,91,2.8670021110765918,0.4473746814179793,2.8670021110765918,10.0,False,7.132997888923408
pendcart,1,deterministic,92,2.8665990849090783,0.44697147034224716,2.8665990849090783,10.0,False,7.133400915090922
pendcart,1,deterministic,93,2.866301484764386,0.44659470529914747,2.866301484764386,10.0,False,7.133698515235614
pendcart,1,deterministic,94,2.866106952275822,0.4462502552678366,2.866106952275822,10.0,False,7.133893047724178
pendcart,1,deterministic,95,2.866009235075315,0.4459423127101791,2.866009235075315,10.0,False,7.133990764924685
pendcart,1,deterministic,96,2.865998871221702,0.4456733916783078,2.865998871221702,10.0,False,7.134001128778298
pendcart,1,deterministic,97,2.866063939620938,0.445444398238959,2.866063939620938,10.0,False,7.133936060379062
pendcart,1,deterministic,98,2.8661908358826684,0.44525476226181304,2.8661908358826684,10.0,False,7.133809164117332
pendcart,1,deterministic,99,2.866365036501812,0.44510261811866497,2.866365036501812,10.0,False,7.133634963498189
pendcart,1,deterministic,100,2.866571818964835,0.4449850210619364,2.866571818964835,10.0,False,7.133428181035165
pendcart,1,deterministic,101,2.8667969109393763,0.4448981859417371,2.8667969109393763,10.0,False,7.133203089060624
pendcart,1,deterministic,102,2.86702704789239,0.44483773541903887,2.86702704789239,10.0,False,7.13297295210761
pendcart,1,deterministic,103,2.8672504248206923,0.4447989458384671,2.8672504248206923,10.0,False,7.132749575179307
pendcart,1,deterministic,104,2.867457034063101,0.44477698034180574,2.867457034063101,10.0,False,7.132542965936899
pendcart,1,deterministic,105,2.867638887094719,0.44476710052235086,2.867638887094719,10.0,False,7.132361112905281
pendcart,1,deterministic,106,2.8677901235509506,0.4447648498299488,2.8677901235509506,10.0,False,7.13220987644905
pendcart,1,deterministic,107,2.867907015327423,0.4447662039311696,2.867907015327423,10.0,False,7.1320929846725765
pendcart,1,deterministic,108,2.8679878773494503,0.4447676852124943,2.8679878773494503,10.0,False,7.13201212265055
pendcart,1,deterministic,109,2.8680328994077433,0.4447664404989738,2.8680328994077433,10.0,False,7.131967100592257
