system,alg,start,stratum,n,instances,start_gap_median,final_gap_median,final_gap_q1,final_gap_q3,final_gap_median_lo,final_gap_median_hi,conv_rate,conv_rate_lo,conv_rate_hi,trivial_start_rate,incumbent_return_rate,improvement_median,first_ctrl_err_median,time_ms_median
cstr,SGO,cold,Benign,520,26,1.3264274410646238e-11,1.3245519456762957e-11,1.2697012328472324e-11,1.3361885758619552e-11,1.3242609985049772e-11,1.3282423508580684e-11,1.0,1.0,1.0,0.9615384615384616,0.9230769230769231,0.0,1.4703093837607431e-05,12.675532489083707
cstr,SGO,cold,Moderate,80,4,0.2801878602701604,6.77014384498631e-05,4.094634404614648e-06,0.000817088346850275,1.0285919628594264e-05,0.0001316711711048,0.55,0.4375,0.65,0.0,0.0,0.998972486784394,0.0012507387614250501,12.648652511416001
cstr,SGO,cold,High,180,9,1.0,8.649074003471979e-05,1.592838572739748e-05,0.000636002276952825,5.166731545591168e-05,0.00013304022816735262,0.5166666666666667,0.4444444444444444,0.5944444444444444,0.0,0.0,0.9998501582912678,0.0010271195541722,12.688211500062607
cstr,SGO,cold,Severe,40,2,1.0,2.066720763758304e-07,0.0,9.50164976324664e-05,0.0,9.027073384008024e-06,0.75,0.6,0.875,0.0,0.0,0.9999997933279237,0.00018224518133325,12.552964501082897
cstr,SGO,optimizer_warm,Benign,520,26,3.2004344817129525e-08,1.2823505367292174e-08,3.980125050461809e-09,3.438959315325227e-08,1.0646519119666618e-08,1.5463735893304832e-08,1.0,1.0,1.0,0.9230769230769231,0.5442307692307692,1.2803936799531943e-11,0.00027405720398495,12.639886495890096
cstr,SGO,optimizer_warm,Moderate,80,4,0.0090490920736399,1.2539409059930673e-05,2.106964837826804e-06,9.888713360938446e-05,3.499339387423128e-06,3.45154564637129e-05,0.75,0.65,0.8375,0.0375,0.025,0.9979817663253533,0.00044863298266270004,12.718825004412793
cstr,SGO,optimizer_warm,High,180,9,0.02311118233873075,5.274307920156495e-05,1.0274845357139469e-05,0.0002215387608502,3.726219242618234e-05,6.399852439454324e-05,0.65,0.5777777777777777,0.7166666666666667,0.0,0.005555555555555556,0.997271239025113,0.0007658434521474,12.682401997153647
cstr,SGO,optimizer_warm,Severe,40,2,0.3561024783738303,7.363530944466845e-10,0.0,6.959675886234085e-05,0.0,3.259487975296485e-05,0.775,0.65,0.9,0.5,0.5,0.9998937894823099,1.0878229826649655e-05,12.504698504926639
cstr,SGO,reference_warm,Benign,520,26,7.788132850453367e-16,3.6032118772690533e-16,2.4032896822025708e-17,1.4191281188256395e-14,1.3693063320243954e-16,1.1973054522572984e-15,0.9980769230769231,0.9942307692307693,1.0,0.9230769230769231,0.9230769230769231,0.9997778063100765,2.7102527556734083e-08,12.613124010385945
cstr,SGO,reference_warm,Moderate,80,4,0.00812232067606355,1.597036190914558e-05,2.212585476328685e-06,0.0001661685328536,5.908551207314816e-06,3.845096967236561e-05,0.6875,0.5875,0.7875,0.0,0.0125,0.9979915033667328,0.0004596706529395,12.628237993340008
cstr,SGO,reference_warm,High,180,9,0.0237709115076089,6.784394544628495e-05,9.946953004286859e-06,0.00025867502085509997,4.8952964652349e-05,0.00012791072614255002,0.5444444444444444,0.4722222222222222,0.6166666666666667,0.0,0.0,0.996943407566764,0.00100768695569905,12.649748503463343
cstr,SGO,reference_warm,Severe,40,2,0.3561024783738303,4.9337675506756e-08,0.0,9.811895037914483e-05,0.0,3.968733235780236e-05,0.75,0.6243750000000002,0.875,0.5,0.5,0.9998495006758652,8.90439659574e-05,12.52982699952554
cstr,WOA,cold,Benign,520,26,1.3264274410646238e-11,1.279788461605611e-11,1.0920363127408314e-11,1.3014048192141469e-11,1.2729813938264611e-11,1.2886428796814308e-11,1.0,1.0,1.0,0.9615384615384616,0.028846153846153848,0.026620193934653452,1.4651703448698091e-05,8.401002487516962
cstr,WOA,cold,Moderate,80,4,0.2801878602701604,0.00093345750998,2.7548877068461763e-10,0.18255259529542198,0.0003373898283672,0.0114628642009184,0.3375,0.2375,0.4375,0.0,0.0,0.667167890677989,0.1040561937905577,8.399197002290748
