system,k,stratum,warm_gap_norm,cold_gap_norm_drift,df_over_max,dU_shift,alg,start,trial,seed,NP,J_star,J_start,J_final,start_gap_norm,final_gap_norm,final_gap_abs,trivial_start,converged_1e4,control_error,first_control_error,returned_incumbent,improvement_fraction,time_ms,requested_fe,realized_fe,fe_exact,warm_start_provenance
pendcart,105,Benign,5.885472913711216e-07,1.5648257326906362e-08,0.0004226581217448,0.002152984692486,PSO,cold,3,11002003,30,-7.961303237069256e-07,0.0,-7.842669366083373e-07,7.961303237069256e-07,1.1863387098588288e-08,1.1863387098588288e-08,True,True,0.00030567126210163725,0.00030567126210163725,False,0.9850986870549658,25.627144001191482,1000,1000,True,zero sequence
pendcart,105,Benign,5.885472913711216e-07,1.5648257326906362e-08,0.0004226581217448,0.002152984692486,PSO,cold,4,11002004,30,-7.961303237069256e-07,0.0,-7.958273150825597e-07,7.961303237069256e-07,3.030086243659075e-10,3.030086243659075e-10,True,True,4.885148322403103e-05,4.885148322403103e-05,False,0.9996193982123994,25.5935879831668,1000,1000,True,zero sequence
pendcart,105,Benign,5.885472913711216e-07,1.5648257326906362e-08,0.0004226581217448,0.002152984692486,PSO,cold,5,11002005,30,-7.961303237069256e-07,0.0,-7.932863518768304e-07,7.961303237069256e-07,2.8439718300951962e-09,2.8439718300951962e-09,True,True,0.00014966246865371702,0.00014966246865371702,False,0.9964277559271286,25.605272996472195,1000,1000,True,zero sequence
pendcart,105,Benign,5.885472913711216e-07,1.5648257326906362e-08,0.0004226581217448,0.002152984692486,PSO,cold,6,11002006,30,-7.961303237069256e-07,0.0,-7.839283288139138e-07,7.961303237069256e-07,1.2201994893011799e-08,1.2201994893011799e-08,True,True,0.0003100028445056258,0.0003100028445056258,False,0.9846733700128427,25.074487988604233,1000,1000,True,zero sequence
pendcart,105,Benign,5.885472913711216e-07,1.5648257326906362e-08,0.0004226581217448,0.002152984692486,PSO,cold,7,11002007,30,-7.961303237069256e-07,0.0,-7.948849983809062e-07,7.961303237069256e-07,1.2453253260194575e-09,1.2453253260194575e-09,True,True,9.903567582379138e-05,9.903567582379138e-05,False,0.9984357770468772,25.81762699992396,1000,1000,True,zero sequence
pendcart,105,Benign,5.885472913711216e-07,1.5648257326906362e-08,0.0004226581217448,0.002152984692486,PSO,cold,8,11002008,30,-7.961303237069256e-07,0.0,-7.895951418807315e-07,7.961303237069256e-07,6.53518182619413e-09,6.53518182619413e-09,True,True,0.00022687105835606522,0.00022687105835606522,False,0.9917913165324929,25.73043800657615,1000,1000,True,zero sequence
pendcart,105,Benign,5.885472913711216e-07,1.5648257326906362e-08,0.0004226581217448,0.002152984692486,PSO,cold,9,11002009,30,-7.961303237069256e-07,0.0,-7.915418627398124e-07,7.961303237069256e-07,4.588460967113197e-09,4.588460967113197e-09,True,True,0.0001901007280754514,0.0001901007280754514,False,0.994236545411625,25.71331601939164,1000,1000,True,zero sequence
pendcart,105,Benign,5.885472913711216e-07,1.5648257326906362e-08,0.0004226581217448,0.002152984692486,PSO,cold,10,11002010,30,-7.961303237069256e-07,0.0,-7.950576559642206e-07,7.961303237069256e-07,1.0726677427049931e-09,1.0726677427049931e-09,True,True,9.191425464158886e-05,9.191425464158886e-05,False,0.998652648051753,25.329955999040976,1000,1000,True,zero sequence
pendcart,105,Benign,5.885472913711216e-07,1.5648257326906362e-08,0.0004226581217448,0.002152984692486,PSO,cold,11,11002011,30,-7.961303237069256e-07,0.0,-6.536207297407095e-07,7.961303237069256e-07,1.4250959396621618e-07,1.4250959396621618e-07,True,True,0.0010594301073209764,0.0010594301073209764,False,0.8209971537038485,25.51515298546292,1000,1000,True,zero sequence
pendcart,105,Benign,5.885472913711216e-07,1.5648257326906362e-08,0.0004226581217448,0.002152984692486,PSO,cold,12,11002012,30,-7.961303237069256e-07,0.0,-7.74036065982719e-07,7.961303237069256e-07,2.2094257724206597e-08,2.2094257724206597e-08,True,True,0.0004171478093242605,0.0004171478093242605,False,0.9722479384765401,25.46274400083348,1000,1000,True,zero sequence
pendcart,105,Benign,5.885472913711216e-07,1.5648257326906362e-08,0.0004226581217448,0.002152984692486,PSO,cold,13,11002013,30,-7.961303237069256e-07,0.0,-6.291836532204794e-07,7.961303237069256e-07,1.669466704864462e-07,1.669466704864462e-07,True,True,0.0011466718220600552,0.0011466718220600552,False,0.7903023342847783,25.428338994970545,1000,1000,True,zero sequence
pendcart,105,Benign,5.885472913711216e-07,1.5648257326906362e-08,0.0004226581217448,0.002152984692486,PSO,cold,14,11002014,30,-7.961303237069256e-07,0.0,-7.958936651388208e-07,7.961303237069256e-07,2.366585681047935e-10,2.366585681047935e-10,True,True,4.317291527615322e-05,4.317291527615322e-05,False,0.9997027389096261,24.78209199034609,1000,1000,True,zero sequence
pendcart,105,Benign,5.885472913711216e-07,1.5648257326906362e-08,0.0004226581217448,0.002152984692486,PSO,cold,15,11002015,30,-7.961303237069256e-07,0.0,-7.854595540869323e-07,7.961303237069256e-07,1.0670769619993296e-08,1.0670769619993296e-08,True,True,0.00028989994383506754,0.00028989994383506754,False,0.9865967049586702,25.170856999466196,1000,1000,True,zero sequence
pendcart,105,Benign,5.885472913711216e-07,1.5648257326906362e-08,0.0004226581217448,0.002152984692486,PSO,cold,16,11002016,30,-7.961303237069256e-07,0.0,-5.929159083927256e-07,7.961303237069256e-07,2.032144153142e-07,2.032144153142e-07,True,True,0.0012651077476128502,0.0012651077476128502,False,0.7447472992009685,24.951103987405077,1000,1000,True,zero sequence
pendcart,105,Benign,5.885472913711216e-07,1.5648257326906362e-08,0.0004226581217448,0.002152984692486,PSO,cold,17,11002017,30,-7.961303237069256e-07,0.0,-7.933299148929511e-07,7.961303237069256e-07,2.800408813974518e-09,2.800408813974518e-09,True,True,0.00014851180528067118,0.00014851180528067118,False,0.9964824743756332,25.217249989509583,1000,1000,True,zero sequence
pendcart,105,Benign,5.885472913711216e-07,1.5648257326906362e-08,0.0004226581217448,0.002152984692486,PSO,cold,18,11002018,30,-7.961303237069256e-07,0.0,-6.896434831098512e-07,7.961303237069256e-07,1.0648684059707445e-07,1.0648684059707445e-07,True,True,0.0009157949204978044,0.0009157949204978044,False,0.8662444609555222,25.535071006743237,1000,1000,True,zero sequence
pendcart,105,Benign,5.885472913711216e-07,1.5648257326906362e-08,0.0004226581217448,0.002152984692486,PSO,cold,19,11002019,30,-7.961303237069256e-07,0.0,-7.389907484532125e-07,7.961303237069256e-07,5.713957525371309e-08,5.713957525371309e-08,True,True,0.0006708397111186647,0.0006708397111186647,False,0.9282283646882573,25.044309004442766,1000,1000,True,zero sequence
pendcart,105,Benign,5.885472913711216e-07,1.5648257326906362e-08,0.0004226581217448,0.002152984692486,PSO,reference_warm,0,11012000,30,-7.961303237069256e-07,-3.632403487027142e-08,-7.828100164683993e-07,7.598062888366542e-07,1.3320307238526296e-08,1.3320307238526296e-08,True,True,0.0003238973392984067,0.0003238973392984067,False,0.982468811545478,24.99813598114997,1000,1000,True,previous OSQP optimum (identity shift at Nc=1)
pendcart,105,Benign,5.885472913711216e-07,1.5648257326906362e-08,0.0004226581217448,0.002152984692486,PSO,reference_warm,1,11012001,30,-7.961303237069256e-07,-3.632403487027142e-08,-7.879707885005169e-07,7.598062888366542e-07,8.159535206408743e-09,8.159535206408743e-09,True,True,0.0002535029220635727,0.0002535029220635727,False,0.9892610322837655,25.263683986850083,1000,1000,True,previous OSQP optimum (identity shift at Nc=1)
pendcart,105,Benign,5.885472913711216e-07,1.5648257326906362e-08,0.0004226581217448,0.002152984692486,PSO,reference_warm,2,11012002,30,-7.961303237069256e-07,-3.632403487027142e-08,-7.840704138238531e-07,7.598062888366542e-07,1.205990988307251e-08,1.205990988307251e-08,True,True,0.0003081926596029262,0.0003081926596029262,False,0.984127651928839,25.218212977051735,1000,1000,True,previous OSQP optimum (identity shift at Nc=1)
