system,k,stratum,warm_gap_norm,cold_gap_norm_drift,df_over_max,dU_shift,alg,start,trial,seed,NP,J_star,J_start,J_final,start_gap_norm,final_gap_norm,final_gap_abs,trivial_start,converged_1e4,control_error,first_control_error,returned_incumbent,improvement_fraction,time_ms,requested_fe,realized_fe,fe_exact,warm_start_provenance
pendcart,0,High,0.0108202554765163,1.0,0.0935205359319699,0.4763856931531744,SGO,cold,10,11000010,20,-2.13784185082709,0.0,-2.137841442151384,1.0,1.9116274012826349e-07,4.0867570616498483e-07,False,True,0.0017940711833599465,0.0017940711833599465,False,0.9999998088372599,43.28093701042235,1000,1000,True,zero sequence
pendcart,0,High,0.0108202554765163,1.0,0.0935205359319699,0.4763856931531744,SGO,cold,11,11000011,20,-2.13784185082709,0.0,-2.1377986456905242,1.0,2.020969724633002e-05,4.3205136565749314e-05,False,True,0.01844666880793433,0.01844666880793433,False,0.9999797903027536,43.066738988272846,1000,1000,True,zero sequence
pendcart,0,High,0.0108202554765163,1.0,0.0935205359319699,0.4763856931531744,SGO,cold,12,11000012,20,-2.13784185082709,0.0,-2.137815458912209,1.0,1.2345120323499963e-05,2.6391914881074285e-05,False,True,0.014417358918985101,0.014417358918985101,False,0.9999876548796764,42.718018987216055,1000,1000,True,zero sequence
pendcart,0,High,0.0108202554765163,1.0,0.0935205359319699,0.4763856931531744,SGO,cold,13,11000013,20,-2.13784185082709,0.0,-2.1378405678145715,1.0,6.001437935892865e-07,1.2830125184493113e-06,False,True,0.003178818313914533,0.003178818313914533,False,0.9999993998562065,42.64659999171272,1000,1000,True,zero sequence
pendcart,0,High,0.0108202554765163,1.0,0.0935205359319699,0.4763856931531744,SGO,cold,14,11000014,20,-2.13784185082709,0.0,-2.1378418232760175,1.0,1.2887329586065488e-08,2.755107253449296e-08,False,True,0.00046582148591323147,0.00046582148591323147,False,0.9999999871126705,42.52263199305162,1000,1000,True,zero sequence
pendcart,0,High,0.0108202554765163,1.0,0.0935205359319699,0.4763856931531744,SGO,cold,15,11000015,20,-2.13784185082709,0.0,-2.137841749266762,1.0,4.7506006166008694e-08,1.0156032814734317e-07,False,True,0.000894359875987405,0.000894359875987405,False,0.9999999524939939,42.73524900781922,1000,1000,True,zero sequence
pendcart,0,High,0.0108202554765163,1.0,0.0935205359319699,0.4763856931531744,SGO,cold,16,11000016,20,-2.13784185082709,0.0,-2.137838855676554,1.0,1.4010159520803437e-06,2.9951505360337194e-06,False,True,0.0048569047534332555,0.0048569047534332555,False,0.999998598984048,43.118387984577566,1000,1000,True,zero sequence
pendcart,0,High,0.0108202554765163,1.0,0.0935205359319699,0.4763856931531744,SGO,cold,17,11000017,20,-2.13784185082709,0.0,-2.137838646840805,1.0,1.4987012645169528e-06,3.2039862851718226e-06,False,True,0.0050233748112802346,0.0050233748112802346,False,0.9999985012987355,42.382518004160374,1000,1000,True,zero sequence
pendcart,0,High,0.0108202554765163,1.0,0.0935205359319699,0.4763856931531744,SGO,cold,18,11000018,20,-2.13784185082709,0.0,-2.1378309663195347,1.0,5.0913530161519525e-06,1.0884507555264378e-05,False,True,0.009258798912417099,0.009258798912417099,False,0.9999949086469838,41.95299997809343,1000,1000,True,zero sequence
pendcart,0,High,0.0108202554765163,1.0,0.0935205359319699,0.4763856931531744,SGO,cold,19,11000019,20,-2.13784185082709,0.0,-2.1378371862116303,1.0,2.1819272823507194e-06,4.6646154596707845e-06,False,True,0.006061193977510371,0.006061193977510371,False,0.9999978180727177,42.44057001778856,1000,1000,True,zero sequence
pendcart,0,High,0.0108202554765163,1.0,0.0935205359319699,0.4763856931531744,SGO,reference_warm,0,11010000,20,-2.13784185082709,0.0,-2.1378414761454883,1.0,1.7526160861699866e-07,3.7468160174469745e-07,False,True,0.0017178349866036058,0.0017178349866036058,False,0.9999998247383913,41.99671497917734,1000,1000,True,zero (k=0: no previous step)
pendcart,0,High,0.0108202554765163,1.0,0.0935205359319699,0.4763856931531744,SGO,reference_warm,1,11010001,20,-2.13784185082709,0.0,-2.1376625550266812,1.0,8.38676632415054e-05,0.00017929580040876303,False,True,0.037578143285136534,0.037578143285136534,False,0.9999161323367585,42.73227899102494,1000,1000,True,zero (k=0: no previous step)
pendcart,0,High,0.0108202554765163,1.0,0.0935205359319699,0.4763856931531744,SGO,reference_warm,2,11010002,20,-2.13784185082709,0.0,-2.1378339056363633,1.0,3.716453919915565e-06,7.945190726665885e-06,False,True,0.007910472460098461,0.007910472460098461,False,0.9999962835460801,42.92417399119586,1000,1000,True,zero (k=0: no previous step)
pendcart,0,High,0.0108202554765163,1.0,0.0935205359319699,0.4763856931531744,SGO,reference_warm,3,11010003,20,-2.13784185082709,0.0,-2.137834868882744,1.0,3.2658843978959766e-06,6.9819443457852515e-06,False,True,0.007415466046642116,0.007415466046642116,False,0.9999967341156021,42.33605900662951,1000,1000,True,zero (k=0: no previous step)
pendcart,0,High,0.0108202554765163,1.0,0.0935205359319699,0.4763856931531744,SGO,reference_warm,4,11010004,20,-2.13784185082709,0.0,-2.137841822046917,1.0,1.3462255358313788e-08,2.878017291152446e-08,False,True,0.00047609866267261935,0.00047609866267261935,False,0.9999999865377447,41.77139498642646,1000,1000,True,zero (k=0: no previous step)
pendcart,0,High,0.0108202554765163,1.0,0.0935205359319699,0.4763856931531744,SGO,reference_warm,5,11010005,20,-2.13784185082709,0.0,-2.137840616088743,1.0,5.775629973024393e-07,1.2347383471222884e-06,False,True,0.0031184424065031635,0.0031184424065031635,False,0.9999994224370027,41.93143799784593,1000,1000,True,zero (k=0: no previous step)
pendcart,0,High,0.0108202554765163,1.0,0.0935205359319699,0.4763856931531744,SGO,reference_warm,6,11010006,20,-2.13784185082709,0.0,-2.1378395386313778,1.0,1.0815560146948995e-06,2.3121957122285153e-06,False,True,0.0042673921619007515,0.0042673921619007515,False,0.9999989184439853,41.81409699958749,1000,1000,True,zero (k=0: no previous step)
pendcart,0,High,0.0108202554765163,1.0,0.0935205359319699,0.4763856931531744,SGO,reference_warm,7,11010007,20,-2.13784185082709,0.0,-2.137831860919581,1.0,4.672893602917105e-06,9.989907508778373e-06,False,True,0.008870150591640424,0.008870150591640424,False,0.999995327106397,41.82057498837821,1000,1000,True,zero (k=0: no previous step)
pendcart,0,High,0.0108202554765163,1.0,0.0935205359319699,0.4763856931531744,SGO,reference_warm,8,11010008,20,-2.13784185082709,0.0,-2.1378417084761208,1.0,6.658629551075324e-08,1.4235096923442825e-07,False,True,0.0010588403270110902,0.0010588403270110902,False,0.9999999334137045,41.57372799818404,1000,1000,True,zero (k=0: no previous step)
pendcart,0,High,0.0108202554765163,1.0,0.0935205359319699,0.4763856931531744,SGO,reference_warm,9,11010009,20,-2.13784185082709,0.0,-2.1378418450358696,1.0,2.7089096370181425e-09,5.791220392126206e-09,False,True,0.00021356756674784094,0.00021356756674784094,False,0.9999999972910903,42.09767997963354,1000,1000,True,zero (k=0: no previous step)
