system,tail,alg,trial,seed,NP,nrmse,reference_nrmse,mean_norm_gap,median_norm_gap,mean_first_input_error,realized_fe_mean,fe_exact,time_ms_mean
uav,hold_last,PSO,8,21002008,10,0.0012155669688482418,0.0012114650953275877,0.03459601213091839,0.010472961496344697,0.0008909400094729477,1000.0,True,5.1014652432641014
uav,hold_last,PSO,9,21002009,10,0.001214881024560809,0.0012114650953275877,0.03563494910910215,0.009858076045957172,0.0011553111216303722,1000.0,True,5.106930607347749
uav,hold_last,WOA,0,21003000,30,0.001730484515122304,0.0012114650953275877,0.2626703033126751,0.09402169326666053,0.01678958071196045,1000.0,True,9.133925857837312
uav,hold_last,WOA,1,21003001,30,0.0025060476698517456,0.0012114650953275877,0.3536899631795194,0.2068701918290433,0.037875099960694866,1000.0,True,9.257962805218995
uav,hold_last,WOA,2,21003002,30,0.001692156149107051,0.0012114650953275877,0.3915622915933723,0.25923652354113746,0.018224115488290962,1000.0,True,9.093270068289712
uav,hold_last,WOA,3,21003003,30,0.0016204403870910382,0.0012114650953275877,0.1745651015711242,0.03774219256276083,0.015382701093174916,1000.0,True,9.073466714238748
uav,hold_last,WOA,4,21003004,30,0.0020180323256613433,0.0012114650953275877,0.27571790005629965,0.06492426390253637,0.02157341711744513,1000.0,True,9.408260665950365
uav,hold_last,WOA,5,21003005,30,0.0024087899172329764,0.0012114650953275877,0.17177269037846404,0.02006245511123219,0.028902226416492524,1000.0,True,9.296739897341467
uav,hold_last,WOA,6,21003006,30,0.0024532334665587716,0.0012114650953275877,0.5164587589771006,0.5392138118577059,0.03813550174581635,1000.0,True,9.099505341262557
uav,hold_last,WOA,7,21003007,30,0.001987322197299931,0.0012114650953275877,0.12957279093824764,0.029679222088064998,0.015680748051746973,1000.0,True,9.38392853399273
uav,hold_last,WOA,8,21003008,30,0.001976696516179717,0.0012114650953275877,0.5204224128600073,0.5463284411643337,0.029645599335672665,1000.0,True,9.357267678133212
uav,hold_last,WOA,9,21003009,30,0.0016868544113070375,0.0012114650953275877,0.36834847431851153,0.22514982135482356,0.014895913642203084,1000.0,True,9.172916243202053
