lambda_min,lambda_max,cond_H,J_lbfgsb,lbfgsb_multistart_spread,lbfgsb_success,osqp_status,J_osqp,osqp_iterations,osqp_primal_residual,osqp_dual_residual,obj_abs_diff,obj_rel_diff,sol_inf_diff,osqp_minus_lbfgsb,proj_grad_norm,subopt_bound_abs,n_free,n_active,subopt_bound_norm,reference_solver,J_reference,system,Nc,P,dim,step,role
0.02015975703252567,0.02015975708343763,1.0000000025254252,-0.027568726267744634,6.245004513516506e-17,True,solved,-0.027568726267744634,50,,,0.0,0.0,1.894781631595066e-08,0.0,4.9065389333867974e-18,5.97083691683371e-34,3,0,5.97083691683371e-34,OSQP,-0.027568726267744634,hvac,1,20,3,750,mid_trajectory
0.02015975703252567,0.02015975708343763,1.0000000025254252,-36.16202718995202,6.860290113763767e-11,True,solved,-36.16202718995267,75,,,6.465938895416912e-13,1.788046577547383e-14,6.784788901370575e-06,-6.465938895416912e-13,7.850462293418876e-16,1.5285342507094294e-29,3,0,4.226904212754203e-31,OSQP,-36.16202718995267,hvac,1,20,3,124,high_drift_phase1
0.02015975703252567,0.02015975708343763,1.0000000025254252,-0.01395630894753796,8.673617379884035e-18,True,solved,-0.013956308947537955,50,,,5.204170427930421e-18,5.204170427930421e-18,1.162745388860742e-08,5.204170427930421e-18,3.0521373217554715e-10,2.3104301842088186e-18,3,0,2.3104301842088186e-18,L-BFGS-B,-0.01395630894753796,hvac,1,20,3,1350,near_settled
0.020003947617365566,0.020307590827494268,1.0151791644297803,-308.1962628247522,0.0,True,solved,-308.1962628247522,75,,,0.0,0.0,0.0,0.0,0.0,0.0,0,6,0.0,OSQP,-308.1962628247522,hvac,2,20,6,0,k0
0.020003947617365566,0.020307590827494268,1.0151791644297803,-147.17805941715264,1.1671943411784014e-09,True,solved,-147.17805941717603,100,,,2.3391066861222498e-11,1.5893039325191987e-13,3.552940660966897e-05,-2.3391066861222498e-11,1.1102230246251565e-16,3.080879804288746e-31,3,3,2.093301010007202e-33,OSQP,-147.17805941717603,hvac,2,20,6,75,early_transient
0.020003947617365566,0.020307590827494268,1.0151791644297803,-0.05205368077381309,2.498001805406602e-16,True,solved,-0.05205368077381309,50,,,0.0,0.0,3.3846497715650514e-08,0.0,1.0408340855860843e-17,2.7078045154881555e-33,6,0,2.7078045154881555e-33,OSQP,-0.05205368077381309,hvac,2,20,6,750,mid_trajectory
0.020003947617365566,0.020307590827494268,1.0151791644297803,-68.2975058283301,3.2889602152863517e-10,True,solved,-68.29750582836527,75,,,3.517186542012496e-11,5.149802323459888e-13,3.61546408811364e-05,-3.517186542012496e-11,8.527784864785346e-16,1.8177190845303597e-29,6,0,2.6614721320839597e-31,OSQP,-68.29750582836527,hvac,2,20,6,124,high_drift_phase1
0.020003947617365566,0.020307590827494268,1.0151791644297803,-0.026340360568713365,1.0755285551056204e-16,True,solved,-0.026340360568713375,50,,,1.0408340855860843e-17,1.0408340855860843e-17,1.6168437699803917e-08,-1.0408340855860843e-17,6.009258394948637e-18,9.026015051627183e-34,6,0,9.026015051627183e-34,OSQP,-0.026340360568713375,hvac,2,20,6,1350,near_settled
0.02000265849588253,0.02044490303936082,1.0221092883013188,-443.6201492317171,0.0,True,solved,-443.6201492317171,75,,,0.0,0.0,0.0,0.0,0.0,0.0,0,9,0.0,OSQP,-443.6201492317171,hvac,3,20,9,0,k0
0.02000265849588253,0.02044490303936082,1.0221092883013188,-208.55050349347826,2.8260274120839313e-09,True,solved,-208.5505034935789,100,,,1.0064127309306059e-10,4.825750665052114e-13,7.918717333410541e-05,-1.0064127309306059e-10,2.482534153247273e-16,1.5405391796564894e-30,6,3,7.386887846587824e-33,OSQP,-208.5505034935789,hvac,3,20,9,75,early_transient
0.02000265849588253,0.02044490303936082,1.0221092883013188,-0.07369871343679363,1.4988010832439613e-15,True,solved,-0.07369871343679382,50,,,1.942890293094024e-16,1.942890293094024e-16,8.518783456423762e-08,-1.942890293094024e-16,1.4304896245381992e-17,5.115071494953186e-33,9,0,5.115071494953186e-33,OSQP,-0.07369871343679382,hvac,3,20,9,750,mid_trajectory
0.02000265849588253,0.02044490303936082,1.0221092883013188,-96.72215224000496,5.553886239795247e-10,True,solved,-96.7221522400619,75,,,5.694289484381443e-11,5.887265070623857e-13,4.180880372928186e-05,-5.694289484381443e-11,6.661338147750939e-16,1.1091882093526722e-29,9,0,1.1467778411296055e-31,OSQP,-96.7221522400619,hvac,3,20,9,124,high_drift_phase1
0.02000265849588253,0.02044490303936082,1.0221092883013188,-0.0372781090708893,4.2327252813834093e-16,True,solved,-0.03727810907088933,50,,,3.469446951953614e-17,3.469446951953614e-17,1.8486350339408375e-08,-3.469446951953614e-17,1.214306433183765e-17,3.685860341951561e-33,9,0,3.685860341951561e-33,OSQP,-0.03727810907088933,hvac,3,20,9,1350,near_settled
0.02000220982308542,0.02068827676611748,1.03429955735392,-677.6712515626843,0.0,True,solved,-677.6712515626843,75,,,0.0,0.0,0.0,0.0,0.0,0.0,0,15,0.0,OSQP,-677.6712515626843,hvac,5,20,15,0,k0
0.02000220982308542,0.02068827676611748,1.03429955735392,-309.7563937856469,1.1703264135576319e-08,True,solved,-309.75639378693626,100,,,1.2893792700197082e-09,4.162559016980182e-12,0.00018432703377158077,-1.2893792700197082e-09,3.1401849173675503e-16,2.4649179771831803e-30,12,3,7.957601607664172e-33,OSQP,-309.75639378693626,hvac,5,20,15,75,early_transient
0.02000220982308542,0.02068827676611748,1.03429955735392,-0.10936642498145491,2.1094237467877974e-15,True,solved,-0.10936642498145549,50,,,5.828670879282072e-16,5.828670879282072e-16,1.1135797850503337e-07,-5.828670879282072e-16,2.4716005021753138e-17,1.5270335368902143e-32,15,0,1.5270335368902143e-32,OSQP,-0.10936642498145549,hvac,5,20,15,750,mid_trajectory
0.02000220982308542,0.02068827676611748,1.03429955735392,-143.60178588404597,2.1672121874871664e-09,True,solved,-143.60178588427564,75,,,2.2967583390709478e-10,1.5993939942540198e-12,6.753691663519135e-05,-2.2967583390709478e-10,9.222205069512407e-16,2.1259917553204924e-29,15,0,1.480477239352556e-31,OSQP,-143.60178588427564,hvac,5,20,15,124,high_drift_phase1
0.02000220982308542,0.02068827676611748,1.03429955735392,-0.0552776509734237,1.5404344466674047e-15,True,solved,-0.055277650973423895,50,,,1.942890293094024e-16,1.942890293094024e-16,9.043201332215034e-08,-1.942890293094024e-16,1.8111044797400594e-17,8.199342636504108e-33,15,0,8.199342636504108e-33,OSQP,-0.055277650973423895,hvac,5,20,15,1350,near_settled
0.02000207888848934,0.020976817226016412,1.0487318514720991,-938.4120809368766,0.0,True,solved,-938.4120809368766,75,,,0.0,0.0,0.0,0.0,0.0,0.0,0,24,0.0,OSQP,-938.4120809368766,hvac,8,20,24,0,k0
0.02000207888848934,0.020976817226016412,1.0487318514720991,-416.1983917070856,2.2745098249288276e-08,True,solved,-416.19839171086966,100,,,3.7840663935639895e-09,9.09197745345244e-12,0.00024749692545356083,-3.7840663935639895e-09,7.28021923224409e-16,1.32490208555366e-29,21,3,3.183342636446469e-32,OSQP,-416.19839171086966,hvac,8,20,24,75,early_transient
0.02000207888848934,0.020976817226016412,1.0487318514720991,-0.14683176888641206,6.217248937900877e-15,True,solved,-0.14683176888641442,50,,,2.3592239273284576e-15,2.3592239273284576e-15,2.1254279969351586e-07,-2.3592239273284576e-15,3.286831800046536e-17,2.700535114881018e-32,24,0,2.700535114881018e-32,OSQP,-0.14683176888641442,hvac,8,20,24,750,mid_trajectory
0.02000207888848934,0.020976817226016412,1.0487318514720991,-192.9150299330666,6.0320815009617945e-09,True,solved,-192.9150299340895,75,,,1.0228973224002402e-09,5.302320522953254e-12,0.00014453499645128431,-1.0228973224002402e-09,9.305364597889227e-16,2.1645202676777827e-29,24,0,1.122007066228745e-31,OSQP,-192.9150299340895,hvac,8,20,24,124,high_drift_phase1
0.02000207888848934,0.020976817226016412,1.0487318514720991,-0.07414169130836493,4.232725281383409e-15,True,solved,-0.07414169130836556,50,,,6.38378239159465e-16,6.38378239159465e-16,1.123087166599035e-07,-6.38378239159465e-16,2.0304417714388973e-17,1.030566325177436e-32,24,0,1.030566325177436e-32,OSQP,-0.07414169130836556,hvac,8,20,24,1350,near_settled
953.3798842949244,10620917.678640964,11140.278763586146,-1866.5028362954088,9.040377335622907e-10,True,solved,-1866.5028362955595,75,,,1.5074874681886286e-10,8.076534569755353e-14,2.8656352750518256e-08,-1.5074874681886286e-10,2.0579515874459978e-11,2.2211317891417618e-25,3,1,1.1899964714492654e-28,OSQP,-1866.5028362955595,uav,1,10,4,0,k0
953.3798842949244,10620917.678640964,11140.278763586146,-0.8235286545995406,1.096748247775281e-10,True,solved,-0.8235286547589318,50,,,1.5939116693175492e-10,1.5939116693175492e-10,1.018506371274321e-07,-1.5939116693175492e-10,1.0369835082193626e-11,5.639592433367758e-26,4,0,5.639592433367758e-26,OSQP,-0.8235286547589318,uav,1,10,4,25,early_transient
953.3798842949244,10620917.678640964,11140.278763586146,-3.005036193340514e-11,4.055281013441523e-11,True,solved,-2.553276852000387e-10,50,,,2.2527732326663356e-10,2.2527732326663356e-10,1.3319740552900147e-08,-2.2527732326663356e-10,1.3879587636116338e-17,1.010315804445063e-37,4,0,1.010315804445063e-37,OSQP,-2.553276852000387e-10,uav,1,10,4,250,mid_trajectory
953.3798842949244,10620917.678640964,11140.278763586146,-3.83248297280032e-11,6.260843452658325e-11,True,solved,-2.415836341201457e-10,50,,,2.0325880439214248e-10,2.0325880439214248e-10,5.7195643386557336e-08,-2.0325880439214248e-10,3.975120477536323e-18,8.28713877397084e-39,4,0,8.28713877397084e-39,OSQP,-2.415836341201457e-10,uav,1,10,4,450,near_settled
3.9353295535705115,14959918.651840704,3801439.8662667572,-2160.9109238055526,7.02821125742048e-08,True,solved,-2160.9109238083697,175,,,2.8171598387416452e-09,1.3036908683771107e-12,6.25474935567194e-07,-2.8171598387416452e-09,5.386174870530058e-10,3.6859530238843675e-20,7,1,1.7057403816480678e-23,OSQP,-2160.9109238083697,uav,2,10,8,0,k0
3.9353295535705115,14959918.651840704,3801439.8662667572,-2.4506027633469056,9.047652159921427e-06,True,solved,-2.4506027636654775,100,,,3.185718355780409e-10,1.2999733793777008e-10,1.92856823847537e-06,-3.185718355780409e-10,1.1603351819122645e-11,1.7106289524873513e-23,8,0,6.98044161971272e-24,OSQP,-2.4506027636654775,uav,2,10,8,25,early_transient
3.9353295535705115,14959918.651840704,3801439.8662667572,-0.007544368578400399,2.132697524397792e-08,True,solved,-0.007544370951490273,100,,,2.373089873913825e-09,2.373089873913825e-09,1.1126222052855461e-05,-2.373089873913825e-09,1.0021847626066978e-12,1.2760993516918776e-25,8,0,1.2760993516918776e-25,OSQP,-0.007544370951490273,uav,2,10,8,250,mid_trajectory
3.9353295535705115,14959918.651840704,3801439.8662667572,-0.007544220977991188,5.89305831942815e-06,True,solved,-0.00754422366586868,100,,,2.687877491761026e-09,2.687877491761026e-09,3.1890130127287114e-06,-2.687877491761026e-09,1.02433902549526e-12,1.3331417672512066e-25,8,0,1.3331417672512066e-25,OSQP,-0.00754422366586868,uav,2,10,8,450,near_settled
0.7176458188604807,16497763.169858627,22988726.10454935,-2172.563173608165,11.029598052306483,True,solved,-2172.563173881019,200,,,2.728538675000891e-07,1.2559076339627763e-10,1.3623392315522762e-05,-2.728538675000891e-07,1.8373946743792231e-09,2.3521485813139473e-18,10,2,1.0826606147024582e-21,OSQP,-2172.563173881019,uav,3,10,12,0,k0
0.7176458188604807,16497763.169858627,22988726.10454935,-2.566027542249865,2.7372155228398856,True,solved,-2.5660813489778582,100,,,5.3806727993155334e-05,2.0968881708096626e-05,0.009896784419768576,-5.3806727993155334e-05,1.792456098155505e-10,2.2384989777523422e-20,12,0,8.72341392701365e-21,OSQP,-2.5660813489778582,uav,3,10,12,25,early_transient
0.7176458188604807,16497763.169858627,22988726.10454935,-0.00798777809959998,2.9606648560856743,True,solved,-0.007988615606925974,100,,,8.375073259937749e-07,8.375073259937749e-07,0.0012184339402570462,-8.375073259937749e-07,1.6940372745415775e-12,1.9994279992413454e-24,12,0,1.9994279992413454e-24,OSQP,-0.007988615606925974,uav,3,10,12,250,mid_trajectory
0.7176458188604807,16497763.169858627,22988726.10454935,-0.007987570578597463,5.586491023276394,True,solved,-0.007988470310169629,100,,,8.997315721660792e-07,8.997315721660792e-07,0.0012196546780313198,-8.997315721660792e-07,1.576828269099372e-12,1.7323220764937713e-24,12,0,1.7323220764937713e-24,OSQP,-0.007988470310169629,uav,3,10,12,450,near_settled
0.4868531361110302,17041501.883559007,35003372.92614785,-2181.6523112084656,43.87003487153015,True,solved,-2182.9852539238263,850,,,1.3329427153607867,0.00061097852692322,0.7108853819558222,-1.3329427153607867,3.6652823712507934e-09,1.379707129784007e-17,18,2,6.320276911188658e-21,OSQP,-2182.9852539238263,uav,5,10,20,0,k0
0.4868531361110302,17041501.883559007,35003372.92614785,-2.664218332845322,18.812508606667368,True,solved,-2.6645320415494926,100,,,0.00031370870417068986,0.00011774887226890913,0.0179466914905,-0.00031370870417068986,9.381680340798564e-11,9.039268671451429e-21,20,0,3.392441348235717e-21,OSQP,-2.6645320415494926,uav,5,10,20,25,early_transient
0.4868531361110302,17041501.883559007,35003372.92614785,-0.008632190365277764,16.031700141421837,True,solved,-0.008685185728178823,100,,,5.299536290105829e-05,5.299536290105829e-05,0.006855412723150156,-5.299536290105829e-05,1.6200478497727423e-12,2.6954278825419113e-24,20,0,2.6954278825419113e-24,OSQP,-0.008685185728178823,uav,5,10,20,250,mid_trajectory
0.4868531361110302,17041501.883559007,35003372.92614785,-0.008632783942683088,7.956944411112853,True,solved,-0.008685046311502567,100,,,5.2262368819479266e-05,5.2262368819479266e-05,0.00687390326924699,-5.2262368819479266e-05,1.7680126278588838e-12,3.210278850453579e-24,20,0,3.210278850453579e-24,OSQP,-0.008685046311502567,uav,5,10,20,450,near_settled
0.4444066398406714,17055511.274433482,38378164.82793376,-2181.411892162945,99.8789566251071,True,solved,-2183.140934613345,800,,,1.729042450399902,0.0007926253893690369,0.7461701649210014,-1.729042450399902,7.91373491803513e-09,7.046159388548018e-17,30,2,3.227532990120933e-20,OSQP,-2183.140934613345,uav,8,10,32,0,k0
0.4444066398406714,17055511.274433482,38378164.82793376,-2.6652013686950338,30.006277923713963,True,solved,-2.6667002179155386,100,,,0.0014988492205048054,0.0005623774766552401,0.02565011651034423,-0.0014988492205048054,1.440762841665014e-10,2.3354709176564743e-20,32,0,8.757905751708477e-21,OSQP,-2.6667002179155386,uav,8,10,32,25,early_transient
0.4444066398406714,17055511.274433482,38378164.82793376,-0.009624177970728186,15.46457932308797,True,solved,-0.010330774264958681,100,,,0.0007065962942304944,0.0007065962942304944,0.025429730163820004,-0.0007065962942304944,3.1168282814485962e-12,1.0929875552175248e-23,32,0,1.0929875552175248e-23,OSQP,-0.010330774264958681,uav,8,10,32,250,mid_trajectory
0.4444066398406714,17055511.274433482,38378164.82793376,-0.009625832737596453,14.911865056708615,True,solved,-0.010330635321746448,100,,,0.0007048025841499949,0.0007048025841499949,0.025719447313647732,-0.0007048025841499949,2.823850923144902e-12,8.971663923614194e-24,32,0,8.971663923614194e-24,OSQP,-0.010330635321746448,uav,8,10,32,450,near_settled
