system,alg,NP,maxIter_derived,fe_budget,seed,trial,nrmse,mean_nfe_per_step,mean_time_ms,P,Nc,Q_scale,ic
hvac,WOA,8,130,1000,11003000,0,0.05606454872728587,1000.0,7.521827335993294,20,1,1.0,tune
hvac,WOA,8,130,1000,11003001,1,0.056064550952599664,1000.0,7.570809806212007,20,1,1.0,tune
hvac,WOA,8,130,1000,11003002,2,0.05606454847236578,1000.0,7.533590143876306,20,1,1.0,tune
hvac,WOA,10,105,1000,11013000,0,0.05606455152657969,1000.0,7.474888952080316,20,1,1.0,tune
hvac,WOA,10,105,1000,11013001,1,0.056064545811281,1000.0,7.484109352711433,20,1,1.0,tune
hvac,WOA,10,105,1000,11013002,2,0.05606454294414547,1000.0,7.474788986941955,20,1,1.0,tune
hvac,WOA,14,77,1000,11023000,0,0.056064581814796184,1000.0,7.407604139045968,20,1,1.0,tune
hvac,WOA,14,77,1000,11023001,1,0.05606454483702763,1000.0,7.401349012817566,20,1,1.0,tune
hvac,WOA,14,77,1000,11023002,2,0.0560645478942516,1000.0,7.411462980749396,20,1,1.0,tune
hvac,WOA,20,55,1000,11033000,0,0.05606454098371807,1000.0,7.3661403570246575,20,1,1.0,tune
hvac,WOA,20,55,1000,11033001,1,0.0560645361752768,1000.0,7.349522248473174,20,1,1.0,tune
hvac,WOA,20,55,1000,11033002,2,0.05606454242778234,1000.0,7.3652059020435745,20,1,1.0,tune
hvac,WOA,30,39,1000,11043000,0,0.05606452068180522,1000.0,7.335228536394425,20,1,1.0,tune
hvac,WOA,30,39,1000,11043001,1,0.05606452770984032,1000.0,7.313724668405484,20,1,1.0,tune
hvac,WOA,30,39,1000,11043002,2,0.056064538618967374,1000.0,7.294296859162084,20,1,1.0,tune
uav,SGO,8,255,1000,12000000,0,0.008426947477598904,1000.0,12.79972317739157,10,1,1.0,tune
uav,SGO,8,255,1000,12000001,1,0.008474730167148127,1000.0,12.791564666258637,10,1,1.0,tune
uav,SGO,8,255,1000,12000002,2,0.008466409666795757,1000.0,12.838748171925545,10,1,1.0,tune
uav,SGO,10,205,1000,12010000,0,0.00817115940797184,1000.0,12.405149261408951,10,1,1.0,tune
uav,SGO,10,205,1000,12010001,1,0.00837964361636174,1000.0,12.334718417841941,10,1,1.0,tune
uav,SGO,10,205,1000,12010002,2,0.008277019088141688,1000.0,12.367319607874379,10,1,1.0,tune
uav,SGO,14,148,1000,12020000,0,0.008379030787887437,1000.0,11.964329696958885,10,1,1.0,tune
uav,SGO,14,148,1000,12020001,1,0.008121142327819351,1000.0,11.938746951404028,10,1,1.0,tune
uav,SGO,14,148,1000,12020002,2,0.008226622283828299,1000.0,11.924762026173994,10,1,1.0,tune
