system,step,Nc,dim,J_star,ref_spread,ref_starts,H_symmetry_rel,lambda_min,lambda_max,H_psd,cond_H,has_soft_penalty,kkt_free_residual,kkt_lower_residual,kkt_upper_residual,kkt_residual_abs,kkt_residual_rel,proj_grad_norm,subopt_bound_abs,subopt_bound_norm,n_free,n_at_lower,n_at_upper,grad_inf_norm,model_fidelity_rel,convexity_midpoint_worst,convexity_second_diff_min,convex_ok,grad_fd_rel_worst,grad_fd_rel_worst_in_penalty,max_abs_predicted_cart,penalty_limit,n_samples_in_penalty_region,penalty_active,J_osqp,osqp_status,osqp_rel_diff,osqp_minus_ref
pendcart,62,1,1,-9.323368762434177e-06,3.164515090942066e-18,21,0.0,0.253939042026306,0.253939042026306,True,1.0,True,7.345701477645683e-11,0.0,0.0,7.345701477645683e-11,7.34570147710609e-11,7.345701477645683e-11,1.062446518032785e-20,1.062446518032785e-20,1,0,0,7.345701477645683e-11,,0.0,0.08028719877204793,True,7.88182451017206e-11,,2.870936844170146,10.0,0,False,,"n/a (soft penalty, not a pure QP)",,
pendcart,68,1,1,-0.0005288740997993151,3.2526065174565133e-18,21,0.0,0.253939042026306,0.253939042026306,True,1.0,True,2.5890390525917795e-10,0.0,0.0,2.5890390525917795e-10,2.589039051921467e-10,2.5890390525917795e-10,1.3198291925412063e-19,1.3198291925412063e-19,1,0,0,2.5890390525917795e-10,,0.0,0.08290342657937677,True,6.500725832817743e-11,,2.8659634753768044,10.0,0,False,,"n/a (soft penalty, not a pure QP)",,
pendcart,74,1,1,-2.367616074996413e-06,2.7795386164149866e-18,21,0.0,0.253939042026306,0.253939042026306,True,1.0,True,4.481587184690383e-10,0.0,0.0,4.481587184690383e-10,4.4815871826819215e-10,4.481587184690383e-10,3.9546151575818876e-19,3.9546151575818876e-19,1,0,0,4.481587184690383e-10,,0.0,0.08075323345837741,True,8.469668606827911e-11,,2.8713817032590683,10.0,0,False,,"n/a (soft penalty, not a pure QP)",,
pendcart,80,1,1,-0.0002472843817259222,1.0842021724855044e-18,21,0.0,0.253939042026306,0.253939042026306,True,1.0,True,1.0640780947340778e-09,0.0,0.0,1.0640780947340778e-09,1.0640780936018156e-09,1.0640780947340778e-09,2.2293976197161754e-18,2.2293976197161754e-18,1,0,0,1.0640780947340778e-09,,0.0,0.08204342717015038,True,7.957510886425462e-11,,2.8724799420955165,10.0,0,False,,"n/a (soft penalty, not a pure QP)",,
pendcart,86,1,1,-4.4970520678689825e-05,3.164515090942066e-18,21,0.0,0.253939042026306,0.253939042026306,True,1.0,True,9.401799477837258e-11,0.0,0.0,9.401799477837258e-11,9.40179947695332e-11,9.401799477837258e-11,1.740453785997666e-20,1.740453785997666e-20,1,0,0,9.401799477837258e-11,,0.0,0.08830021208270417,True,9.106807556127857e-11,,2.8694526609440882,10.0,0,False,,"n/a (soft penalty, not a pure QP)",,
pendcart,93,1,1,-4.562434314581153e-05,6.098637220230962e-20,21,0.0,0.253939042026306,0.253939042026306,True,1.0,True,1.2691056408900558e-09,0.0,0.0,1.2691056408900558e-09,1.2691056392794266e-09,1.2691056408900558e-09,3.1712908635217093e-18,3.1712908635217093e-18,1,0,0,1.2691056408900558e-09,,0.0,0.08027972080848689,True,1.0877107836604698e-10,,2.8660942189223158,10.0,0,False,,"n/a (soft penalty, not a pure QP)",,
pendcart,99,1,1,-4.203157293223783e-05,3.1712913545201005e-18,21,0.0,0.253939042026306,0.253939042026306,True,1.0,True,5.94864600286793e-11,0.0,0.0,5.94864600286793e-11,5.948646002514066e-11,5.94864600286793e-11,6.967496802593053e-21,6.967496802593053e-21,1,0,0,5.94864600286793e-11,,0.0,0.08117488107936793,True,1.4315400418247555e-10,,2.8652318908693792,10.0,0,False,,"n/a (soft penalty, not a pure QP)",,
pendcart,105,1,1,-7.961303237049073e-07,1.1560940938837132e-18,21,0.0,0.253939042026306,0.253939042026306,True,1.0,True,1.012502928612706e-09,0.0,0.0,1.012502928612706e-09,1.0125029275875439e-09,1.012502928612706e-09,2.018520217035213e-18,2.018520217035213e-18,1,0,0,1.012502928612706e-09,,0.0,0.08357910017178939,True,1.2091033202204941e-10,,2.865306414584255,10.0,0,False,,"n/a (soft penalty, not a pure QP)",,
pendcart,111,1,1,-2.916976726425632e-06,3.3483212404962492e-18,21,0.0,0.253939042026306,0.253939042026306,True,1.0,True,6.850148443274251e-11,0.0,0.0,6.850148443274251e-11,6.850148442805006e-11,6.850148443274251e-11,9.23933029762939e-21,9.23933029762939e-21,1,0,0,6.850148443274251e-11,,0.0,0.08308602739609472,True,1.120710851965303e-10,,2.867819043304915,10.0,0,False,,"n/a (soft penalty, not a pure QP)",,
pendcart,117,1,1,-1.7539782801125792e-07,3.1046404494830277e-18,21,0.0,0.253939042026306,0.253939042026306,True,1.0,True,3.224848480159852e-10,0.0,0.0,3.224848480159852e-10,3.2248484791198867e-10,3.224848480159852e-10,2.0476661715751425e-19,2.0476661715751425e-19,1,0,0,3.224848480159852e-10,,0.0,0.08225787719564241,True,1.1552023653897142e-10,,2.867402740501412,10.0,0,False,,"n/a (soft penalty, not a pure QP)",,
pendcart,124,1,1,-1.6067786065033495e-06,2.9525450958916774e-18,21,0.0,0.253939042026306,0.253939042026306,True,1.0,True,3.357734992825989e-10,0.0,0.0,3.357734992825989e-10,3.3577349916985513e-10,3.357734992825989e-10,2.219899742884005e-19,2.219899742884005e-19,1,0,0,3.357734992825989e-10,,0.0,0.0812846657932715,True,1.356042962248967e-10,,2.8644049050763267,10.0,0,False,,"n/a (soft penalty, not a pure QP)",,
pendcart,130,1,1,-8.037856844495071e-07,3.173091299533016e-18,21,0.0,0.253939042026306,0.253939042026306,True,1.0,True,2.701183569354948e-11,0.0,0.0,2.701183569354948e-11,2.7011835692819842e-11,2.701183569354948e-11,1.4366425534907092e-21,1.4366425534907092e-21,1,0,0,2.701183569354948e-11,,0.0,0.08113852838676286,True,7.887671622395114e-11,,2.866536711988483,10.0,0,False,,"n/a (soft penalty, not a pure QP)",,
pendcart,136,1,1,-2.6195744329751887e-09,1.415585201534967e-18,21,0.0,0.253939042026306,0.253939042026306,True,1.0,True,9.521623854427392e-10,0.0,0.0,9.521623854427392e-10,9.521623845361261e-10,9.521623854427392e-10,1.7851000795657287e-18,1.7851000795657287e-18,1,0,0,9.521623854427392e-10,,0.0,0.08664978989783134,True,8.442995660208294e-11,,2.8671173936033445,10.0,0,False,,"n/a (soft penalty, not a pure QP)",,
pendcart,142,1,1,-1.3730466213458794e-07,3.1739912720394736e-18,21,0.0,0.253939042026306,0.253939042026306,True,1.0,True,1.2209340255388973e-11,0.0,0.0,1.2209340255388973e-11,1.2209340255239904e-11,1.2209340255388973e-11,2.9351136454318717e-22,2.9351136454318717e-22,1,0,0,1.2209340255388973e-11,,0.0,0.0823782487903654,True,8.425368431708701e-11,,2.865995090223718,10.0,0,False,,"n/a (soft penalty, not a pure QP)",,
pendcart,149,1,1,-1.7134935474322092e-09,3.1566287509819855e-18,21,0.0,0.253939042026306,0.253939042026306,True,1.0,True,9.460762575642153e-11,0.0,0.0,9.460762575642153e-11,9.460762574747092e-11,9.460762575642153e-11,1.7623526457069775e-20,1.7623526457069775e-20,1,0,0,9.460762575642153e-11,,0.0,0.0830648976891423,True,1.1698099744601899e-10,,2.8670722853257757,10.0,0,False,,"n/a (soft penalty, not a pure QP)",,
pendcart,0,2,2,-23.072779250990717,5.506706202140776e-13,21,0.0,0.20097742880377573,0.30110470053880206,True,1.4982015758236493,True,1.9138453044575954e-09,0.0,0.0,1.9138453044575954e-09,4.1684878539428673e-10,1.9138453044575954e-09,9.112475642651802e-18,3.9494486310141954e-19,1,0,1,3.5912219766871516,,0.0,0.006579991205587205,True,1.6587002882317847e-09,,1.6314443565686798,10.0,0,False,,"n/a (soft penalty, not a pure QP)",,
pendcart,37,2,2,-16.477487700072903,1.4566126083082054e-13,21,0.0,0.20097742880377573,0.30110470053880206,True,1.4982015758236493,True,1.761406600089832e-08,0.0,0.0,1.761406600089832e-08,4.761357713708097e-09,1.761406600089832e-08,7.718660820039644e-16,4.6843675204233313e-17,1,0,1,2.699378845279126,,0.0,0.010398017287668834,True,9.632055708586051e-10,,2.9458947704885308,10.0,0,False,,"n/a (soft penalty, not a pure QP)",,
pendcart,74,2,2,-16.36548061764435,1.3855583347321954e-13,21,0.0,0.20097742880377573,0.30110470053880206,True,1.4982015758236493,True,8.971192729011548e-09,0.0,0.0,8.971192729011548e-09,2.439594044546414e-09,8.971192729011548e-09,2.0022720824946106e-16,1.2234728262950445e-17,1,0,1,2.6773301480490925,,0.0,0.009367850737733982,True,2.2026353241333396e-09,,2.957743114525493,10.0,0,False,,"n/a (soft penalty, not a pure QP)",,
pendcart,111,2,2,-16.372315136377715,2.2737367544323206e-13,21,0.0,0.20097742880377573,0.30110470053880206,True,1.4982015758236493,True,1.6552191958642964e-08,0.0,0.0,1.6552191958642964e-08,4.4994714820380146e-09,1.6552191958642964e-08,6.816065372775276e-16,4.163165267708922e-17,1,0,1,2.678696936900182,,0.0,0.008339784614839479,True,2.3565267931457967e-09,,2.952902122715608,10.0,0,False,,"n/a (soft penalty, not a pure QP)",,
pendcart,149,2,2,-16.37722998467469,1.3500311979441904e-13,21,0.0,0.20097742880377573,0.30110470053880206,True,1.4982015758236493,True,3.603162311002894e-08,0.0,0.0,3.603162311002894e-08,9.792052122266674e-09,3.603162311002894e-08,3.229909626346014e-15,1.9721953159163454e-16,1,0,1,2.6796804857783276,,0.0,0.011140732321949122,True,5.537962310953048e-10,,2.959128169963642,10.0,0,False,,"n/a (soft penalty, not a pure QP)",,
pendcart,0,3,3,-60.11183890090685,6.110667527536862e-13,21,0.0,0.2003501482014924,0.3417236377300703,True,1.705632068644134,True,2.7085388820680123e-08,0.0,0.0,2.7085388820680123e-08,3.4631562387193003e-09,2.7085388820680123e-08,1.8308403915669254e-15,3.045723479837356e-17,1,0,2,6.821012669846074,,0.0,0.003063711859183645,True,2.673013810294833e-09,,1.7012629038204157,10.0,0,False,,"n/a (soft penalty, not a pure QP)",,
pendcart,37,3,3,-48.6831680874892,7.247535904753022e-13,21,0.0,0.2003501482014924,0.3417236377300703,True,1.705632068644134,True,1.2034018413709102e-08,0.0,0.0,1.2034018413709102e-08,1.7556794693091146e-09,1.2034018413709102e-08,3.614112604395143e-16,7.423741605928708e-18,1,0,2,5.854336810377275,,0.0,0.003858135953680902,True,1.730238285979624e-09,,3.003420602809692,10.0,0,False,,"n/a (soft penalty, not a pure QP)",,
pendcart,74,3,3,-48.48550476945456,1.5774048733874224e-12,21,0.0,0.2003501482014924,0.3417236377300703,True,1.705632068644134,True,1.5833348944449543e-08,0.0,0.0,1.5833348944449543e-08,2.3157631851883344e-09,1.5833348944449543e-08,6.25642009869085e-16,1.2903691790855273e-17,1,0,2,5.837205568220423,,0.0,0.004747879644645462,True,2.487369199499767e-09,,3.0400412779575903,10.0,0,False,,"n/a (soft penalty, not a pure QP)",,
pendcart,111,3,3,-48.506236520045675,1.5987211554602254e-12,21,0.0,0.2003501482014924,0.3417236377300703,True,1.705632068644134,True,3.830190213605089e-09,0.0,0.0,3.830190213605089e-09,5.599705565722063e-10,3.830190213605089e-09,3.6611794910284275e-17,7.547853129185583e-19,1,0,2,5.839985011089059,,0.0,0.0045811054884286745,True,1.232498103576063e-09,,2.9882882621809963,10.0,0,False,,"n/a (soft penalty, not a pure QP)",,
pendcart,149,3,3,-48.51608107681738,1.0800249583553523e-12,21,0.0,0.2003501482014924,0.3417236377300703,True,1.705632068644134,True,2.4577535125136496e-08,0.0,0.0,2.4577535125136496e-08,3.5926968958921124e-09,2.4577535125136496e-08,1.5074988420268577e-15,3.1072147802704363e-17,1,0,2,5.840970957844631,,0.0,0.004334389575190691,True,3.161395464856831e-09,,2.993302520521946,10.0,0,False,,"n/a (soft penalty, not a pure QP)",,
cstr,0,1,2,-3404.760030526873,0.0,21,0.0,0.11920134987966657,954.5075242631683,True,8007.522777441203,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0,2808.2443255015655,0.0,0.0,0.0006782187960537939,True,2.1078213466653416e-09,,,,0,False,-3404.760030526873,solved,0.0,0.0
cstr,4,1,2,-11.547357019715943,3.552713678800501e-15,21,0.0,0.11920134987966657,954.5075242631683,True,8007.522777441203,False,4.798371577408034e-06,0.0,0.0,4.798371577408034e-06,6.8391268938602e-07,4.798371577408034e-06,9.657763866818748e-11,8.363614158918871e-12,1,1,0,6.016058704387769,0.0,0.0,0.0006437890140616147,True,1.6483385373402126e-09,,,,0,False,-11.547357019715953,solved,9.22993981930567e-16,-1.0658141036401503e-14
cstr,8,1,2,-2.778479805210541,1.3322676295501878e-15,21,0.0,0.11920134987966657,954.5075242631683,True,8007.522777441203,False,4.689642359778645e-06,0.0,0.0,4.689642359778645e-06,1.542373194534444e-06,4.689642359778645e-06,9.2250404399077e-11,3.3201754508374655e-11,1,1,0,2.0405367367618092,0.0,0.0,0.00031586985376232075,True,3.1037835915168675e-09,,,,0,False,-2.7784798052105524,solved,4.155624753668742e-15,-1.1546319456101628e-14
cstr,12,1,2,-0.6075581658849398,5.551115123125783e-16,21,0.0,0.11920134987966657,954.5075242631683,True,8007.522777441203,False,4.699844950550869e-06,0.0,0.0,4.699844950550869e-06,3.1472382303108807e-06,4.699844950550869e-06,9.265223330741145e-11,9.265223330741145e-11,1,1,0,0.4933235448422419,0.0,0.0,0.0026895909427749457,True,1.4445101961764766e-09,,,,0,False,-0.6075581658849513,solved,1.1435297153639112e-14,-1.1435297153639112e-14
cstr,16,1,2,-0.000965129381869241,3.410900034639397e-14,21,0.0,0.11920134987966657,954.5075242631683,True,8007.522777441203,False,5.171729777403433e-06,0.0,0.0,5.171729777403433e-06,5.171703030752869e-06,5.171992456044915e-06,1.1220303290352444e-10,1.1220303290352444e-10,2,0,0,5.171729777403433e-06,0.0,0.0,0.0008621746148560865,True,1.262470272622521e-09,,,,0,False,-0.0009651293819311379,solved,6.189688518676295e-14,-6.189688518676295e-14
cstr,20,1,2,-9.609335681086321e-11,3.4018313470205033e-14,21,0.0,0.11920134987966657,954.5075242631683,True,8007.522777441203,False,4.738395298241698e-06,0.0,0.0,4.738395298241698e-06,4.738372845958084e-06,4.738467981046633e-06,9.418131099215937e-11,9.418131099215937e-11,2,0,0,4.738395298241698e-06,0.0,0.0,0.0038221241630328234,True,2.3017836616830913e-09,,,,0,False,-9.616491172859469e-11,solved,7.155491773147798e-14,-7.155491773147798e-14
cstr,24,1,2,-1.2228990430684032e-12,1.213833012973765e-12,21,0.0,0.11920134987966657,954.5075242631683,True,8007.522777441203,False,4.712515608536371e-06,0.0,0.0,4.712515608536371e-06,4.712493400837664e-06,4.712580540261669e-06,9.31550497157637e-11,9.31550497157637e-11,2,0,0,4.712515608536371e-06,0.0,0.0,0.0031106992943018127,True,2.257763179445352e-09,,,,0,False,-1.2950396071855252e-12,solved,7.2140564117122e-14,-7.2140564117122e-14
cstr,28,1,2,-7.183835074060463e-12,6.931348332773206e-12,21,0.0,0.11920134987966657,954.5075242631683,True,8007.522777441203,False,4.730643786894888e-06,0.0,0.0,4.730643786894888e-06,4.730621408010116e-06,4.7308868266609315e-06,9.388018755352934e-11,9.388018755352934e-11,2,0,0,4.730643786894888e-06,0.0,0.0,0.007008523826182621,True,1.7062938009067714e-09,,,,0,False,-7.235400233658159e-12,solved,5.156515959769625e-14,-5.156515959769625e-14
cstr,33,1,2,-1.118172993422593e-11,1.0804362981864003e-11,21,0.0,0.11920134987966657,954.5075242631683,True,8007.522777441203,False,3.881847071216934e-06,0.0,0.0,3.881847071216934e-06,3.881832002538744e-06,3.881909895672913e-06,6.320911824125996e-11,6.320911824125996e-11,2,0,0,3.881847071216934e-06,0.0,0.0,0.004867538872801995,True,1.9503662495243184e-09,,,,0,False,-1.1273459108416914e-11,solved,9.172917419098382e-14,-9.172917419098382e-14
cstr,37,1,2,-1.2415943262484126e-11,1.2083321121992478e-11,21,0.0,0.11920134987966657,954.5075242631683,True,8007.522777441203,False,4.767778864035543e-06,0.0,0.0,4.767778864035543e-06,4.767756132428627e-06,4.767849006438881e-06,9.535288053008e-11,9.535288053008e-11,2,0,0,4.767778864035543e-06,0.0,0.0,0.0010149703905985312,True,1.887303911460561e-09,,,,0,False,-1.2488939263002798e-11,solved,7.299600051867163e-14,-7.299600051867163e-14
cstr,41,1,2,-1.3019091363294097e-11,1.2649592570500656e-11,21,0.0,0.11920134987966657,954.5075242631683,True,8007.522777441203,False,4.757753131004872e-06,0.0,0.0,4.757753131004872e-06,4.7577304948977135e-06,4.7581082866388145e-06,9.496366647791975e-11,9.496366647791975e-11,2,0,0,4.757753131004872e-06,0.0,0.0,0.004435571644708145,True,1.4198211252601683e-09,,,,0,False,-1.3063519570329937e-11,solved,4.442820703583937e-14,-4.442820703583937e-14
cstr,45,1,2,-1.3155322786161764e-11,1.2781036568115746e-11,21,0.0,0.11920134987966657,954.5075242631683,True,8007.522777441203,False,4.8561962150180855e-06,0.0,0.0,4.8561962150180855e-06,4.8561726324909285e-06,4.856221248729524e-06,9.892037649078218e-11,9.892037649078218e-11,2,0,0,4.8561962150180855e-06,0.0,0.0,0.00937756925137663,True,1.3161258966173177e-09,,,,0,False,-1.3242613240816583e-11,solved,8.729045465481953e-14,-8.729045465481953e-14
cstr,49,1,2,-1.3281239959162164e-11,1.2907606801002807e-11,21,0.0,0.11920134987966657,954.5075242631683,True,8007.522777441203,False,4.739399704455653e-06,0.0,0.0,4.739399704455653e-06,4.73937724265255e-06,4.739721372342912e-06,9.423114213942412e-11,9.423114213942412e-11,2,0,0,4.739399704455653e-06,0.0,0.0,0.0015160874518215528,True,2.0003957629337366e-09,,,,0,False,-1.3327336948929554e-11,solved,4.6096989767389556e-14,-4.6096989767389556e-14
cstr,53,1,2,-1.3303458968986713e-11,1.2928681608716962e-11,21,0.0,0.11920134987966657,954.5075242631683,True,8007.522777441203,False,4.749583222668512e-06,0.0,0.0,4.749583222668512e-06,4.749560664234866e-06,4.749756528745867e-06,9.463058558119701e-11,9.463058558119701e-11,2,0,0,4.749583222668512e-06,0.0,0.0,0.0037459661399414086,True,1.876301512690181e-09,,,,0,False,-1.3361889028569488e-11,solved,5.843005958277533e-14,-5.843005958277533e-14
cstr,57,1,2,-1.33071757348792e-11,1.2934705275954402e-11,21,0.0,0.11920134987966657,954.5075242631683,True,8007.522777441203,False,5.0142702898475985e-06,0.0,0.0,5.0142702898475985e-06,5.014245147067131e-06,5.014411309066261e-06,1.0546994980289542e-10,1.0546994980289542e-10,2,0,0,5.0142702898475985e-06,0.0,0.0,0.0009984199340118127,True,2.2127644599767406e-09,,,,0,False,-1.3377293758474905e-11,solved,7.011802359570478e-14,-7.011802359570478e-14
cstr,61,1,2,-1.3316280177166642e-11,1.2948417698304324e-11,21,0.0,0.11920134987966657,954.5075242631683,True,8007.522777441203,False,5.031783372616253e-06,0.0,0.0,5.031783372616253e-06,5.031758053899742e-06,5.031900933563313e-06,1.0620696422798835e-10,1.0620696422798835e-10,2,0,0,5.031783372616253e-06,0.0,0.0,0.0003125914875559855,True,2.102327533881695e-09,,,,0,False,-1.3390211439501249e-11,solved,7.393126233460608e-14,-7.393126233460608e-14
cstr,66,1,2,-1.3400932463988368e-11,1.2937119850122836e-11,21,0.0,0.11920134987966657,954.5075242631683,True,8007.522777441203,False,4.739216897043081e-06,0.0,0.0,4.739216897043081e-06,4.739194436972727e-06,4.7395137082391685e-06,9.422288511524123e-11,9.422288511524123e-11,2,0,0,4.739216897043081e-06,0.0,0.0,0.0003872975209932029,True,1.3158789989413469e-09,,,,0,False,-1.3448695615974841e-11,solved,4.776315198647302e-14,-4.776315198647302e-14
cstr,70,1,2,-1.3289620751643236e-11,1.2904213119566348e-11,21,0.0,0.11920134987966657,954.5075242631683,True,8007.522777441203,False,4.70611508072041e-06,0.0,0.0,4.70611508072041e-06,4.706092933305485e-06,4.70618160069965e-06,9.290224179978839e-11,9.290224179978839e-11,2,0,0,4.70611508072041e-06,0.0,0.0,0.004266385380949183,True,1.4430354258579267e-09,,,,0,False,-1.3361246798637938e-11,solved,7.162604699470209e-14,-7.162604699470209e-14
cstr,74,1,2,-1.3196325331797849e-11,1.283223363859161e-11,21,0.0,0.11920134987966657,954.5075242631683,True,8007.522777441203,False,1.935353714811006e-06,0.0,0.0,1.935353714811006e-06,1.9353499692242535e-06,1.937098213563635e-06,1.573954276851484e-11,1.573954276851484e-11,2,0,0,1.935353714811006e-06,0.0,0.0,0.005826065645165319,True,4.3856339068177414e-10,,,,0,False,-1.3282426692355769e-11,solved,8.610136055791986e-14,-8.610136055791986e-14
cstr,78,1,2,-1.3270463006769542e-11,1.2918848905298861e-11,21,0.0,0.11920134987966657,954.5075242631683,True,8007.522777441203,False,4.7705735584779e-06,0.0,0.0,4.7705735584779e-06,4.770550800214393e-06,4.770669602361657e-06,9.546573288755945e-11,9.546573288755945e-11,2,0,0,4.7705735584779e-06,0.0,0.0,0.02817969117682278,True,1.6056356331664273e-09,,,,0,False,-1.3339176520779047e-11,solved,6.871351400950569e-14,-6.871351400950569e-14
cstr,82,1,2,-1.3142276911730606e-11,1.2784136356933034e-11,21,0.0,0.11920134987966657,954.5075242631683,True,8007.522777441203,False,4.782743140092065e-06,0.0,0.0,4.782743140092065e-06,4.782720265569523e-06,4.782828243266307e-06,9.595296541389241e-11,9.595296541389241e-11,2,0,0,4.782743140092065e-06,0.0,0.0,0.0056210565288220575,True,1.957728752808885e-09,,,,0,False,-1.3213132670968876e-11,solved,7.085575923827048e-14,-7.085575923827048e-14
cstr,86,1,2,-1.3074868834750445e-11,1.2659428091240468e-11,21,0.0,0.11920134987966657,954.5075242631683,True,8007.522777441203,False,4.687898950079439e-06,0.0,0.0,4.687898950079439e-06,4.687876973785896e-06,4.687939242023693e-06,9.218341218069748e-11,9.218341218069748e-11,2,0,0,4.687898950079439e-06,0.0,0.0,0.003589495081491357,True,1.1749154615502175e-09,,,,0,False,-1.3151551713580378e-11,solved,7.668287882993355e-14,-7.668287882993355e-14
cstr,90,1,2,-1.3173834727967928e-11,1.2863370552065633e-11,21,0.0,0.11920134987966657,954.5075242631683,True,8007.522777441203,False,4.752070829729795e-06,0.0,0.0,4.752070829729795e-06,4.752048247659936e-06,4.752141789243052e-06,9.472565372735914e-11,9.472565372735914e-11,2,0,0,4.752070829729795e-06,0.0,0.0,0.001630565670515471,True,2.3240619272627837e-09,,,,0,False,-1.3246156527634037e-11,solved,7.23217996661087e-14,-7.23217996661087e-14
