system,stratum,alg,start,n,instances,start_gap_median,final_gap_median,final_gap_iqr,conv_rate,trivial_start_rate,incumbent_return_rate,improvement_median,first_ctrl_err_median,time_ms_median,fe_exact
flight,Moderate,PSO,optimizer_warm,220,11,0.000929960227066739,1.4706436070446426e-05,2.991617507175587e-05,0.9363636363636364,0.045454545454545456,0.00909090909090909,0.991186243333444,0.018075698180306084,3.7879760056966916,True
flight,Moderate,PSO,reference_warm,220,11,0.0009047544157472637,2.0858160573535706e-05,3.866828412581614e-05,0.9227272727272727,0.0,0.004545454545454545,0.986252922091333,0.02153822984112863,3.7902449985267594,True
flight,Moderate,SGO,cold,220,11,0.038730499614647265,9.792634545577328e-06,0.00014308711177292693,0.7136363636363636,0.09090909090909091,0.0,0.9996307835171858,0.012782143833035291,14.439050501096062,True
flight,Moderate,SGO,optimizer_warm,220,11,0.0009402912643185213,5.5370112178217135e-06,5.045567832422278e-05,0.8,0.00909090909090909,0.0,0.9947253531002679,0.01020117900531715,14.445712004089728,True
flight,Moderate,SGO,reference_warm,220,11,0.0009047544157472637,5.682035452436035e-06,4.063317276229404e-05,0.8636363636363636,0.0,0.0,0.9940310456115633,0.010637190277736288,14.456687509664334,True
flight,Moderate,WOA,cold,220,11,0.038730499614647265,5.894867347987914e-06,5.1828276473838905e-05,0.8090909090909091,0.09090909090909091,0.0,0.9998523462451392,0.009534539419482548,8.383407490327954,True
flight,Moderate,WOA,optimizer_warm,220,11,0.0009719265989134446,1.6975666176574644e-06,1.2349731338083775e-05,0.9454545454545454,0.0,0.0,0.9982890816225214,0.004685138107032802,8.415793985477649,True
flight,Moderate,WOA,reference_warm,220,11,0.0009047544157472637,1.3262078500438784e-06,9.348090218857835e-06,0.9590909090909091,0.0,0.0,0.9989699594379752,0.004030510769196522,8.405227505136281,True
flight,Severe,GWO,cold,20,1,1.0,9.155918859045787e-09,2.6316941406496367e-08,1.0,0.0,0.0,0.9999999908440811,0.0008119135027130353,14.11658500728663,True
flight,Severe,GWO,optimizer_warm,20,1,1.0,3.699567084537892e-09,1.3360621449009076e-08,1.0,0.0,0.0,0.9999999963004329,0.0005173862734125789,14.123429005849175,True
flight,Severe,GWO,reference_warm,20,1,1.0,6.282334357297527e-10,2.531212965077169e-09,1.0,0.0,0.0,0.9999999993717665,0.0002134906036405093,14.111946496996097,True
flight,Severe,PSO,cold,20,1,1.0,1.612370352023555e-09,7.483628750863311e-09,1.0,0.0,0.0,0.9999999983876297,0.00034186299509730844,3.8080764934420586,True
flight,Severe,PSO,optimizer_warm,20,1,1.0,1.5581015898571557e-08,6.940073291954378e-08,1.0,0.0,0.0,0.9999999844189842,0.001063573359463943,3.7419785076053813,True
flight,Severe,PSO,reference_warm,20,1,1.0,1.5122553588689566e-09,8.326937121721694e-09,1.0,0.0,0.0,0.9999999984877447,0.0003308473316950833,3.7391520017990842,True
flight,Severe,SGO,cold,20,1,1.0,2.1057348558691708e-05,0.0235354810006577,0.6,0.0,0.0,0.9999789426514413,0.037354382254525254,14.39394851331599,True
flight,Severe,SGO,optimizer_warm,20,1,1.0,2.1706646840997328e-05,0.04942889657181234,0.55,0.0,0.0,0.9999782933531589,0.03722305662486314,14.49958750163205,True
flight,Severe,SGO,reference_warm,20,1,1.0,2.622082818583871e-06,0.029734711090028048,0.6,0.0,0.0,0.9999973779171814,0.013791488612558744,14.50919100898318,True
flight,Severe,WOA,cold,20,1,1.0,4.1773581861359104e-13,1.1471682202517565e-11,1.0,0.0,0.0,0.9999999999995823,5.4980306026797265e-06,8.464749495033175,True
flight,Severe,WOA,optimizer_warm,20,1,1.0,3.7474693932074645e-13,1.9376133899551954e-12,1.0,0.0,0.0,0.9999999999996252,5.212755120775903e-06,8.559120004065335,True
flight,Severe,WOA,reference_warm,20,1,1.0,1.1554394982929112e-13,8.692097450266297e-13,1.0,0.0,0.0,0.9999999999998845,2.8612195617228053e-06,8.61779299157206,True
hvac,Benign,GWO,cold,640,32,0.029149533538306273,4.256522095534565e-06,2.0767109380316964e-05,0.8703125,0.0,0.0,0.9998721535311106,0.020549351297368276,18.277115013916045,True
hvac,Benign,GWO,optimizer_warm,640,32,1.1016922619906666e-06,7.91659268308334e-07,1.3136641369974455e-05,0.925,0.8421875,0.7078125,0.0,0.00886215885853831,18.239523502415977,True
hvac,Benign,GWO,reference_warm,640,32,7.52605411775964e-08,2.979337801987947e-08,5.49762709124756e-06,1.0,0.96875,0.903125,0.0,0.0016777319563891795,18.230139001389034,True
hvac,Benign,PSO,cold,640,32,0.029149533538306273,1.5875906271903273e-08,1.0592965024678463e-07,0.9921875,0.0,0.0,0.9999995843467349,0.0014618833552642113,4.800763010280207,True
hvac,Benign,PSO,optimizer_warm,640,32,3.819382756245493e-08,6.112909241295927e-10,3.560101308209344e-09,1.0,0.96875,0.1140625,0.9672118345534808,0.00028143442505901213,4.781909985467792,True
