system,k,role,stratum,drift_warm_gap,plateau,variant,budget_fe,trial,seed,NP,J_star,J_start,J,norm_gap,converged_1e4,first_control_error,returned_incumbent,improvement_fraction,realized_fe,fe_exact,time_ms
flight,7,plateau,High,0.0101959682201341,True,A_no_greedy,5000,11,15011011,8,-1.120334473155334,-1.1076974353042874,-1.1200138930121224,0.0002861468167704237,False,0.1299341366548452,False,0.9746317019074988,5000,True,66.8283459963277
flight,7,plateau,High,0.0101959682201341,True,A_no_greedy,5000,12,15011012,8,-1.120334473155334,-1.1076974353042874,-1.1192036419391838,0.0010093692939442543,False,0.10086107094740411,False,0.9105145343806532,5000,True,69.10287297796458
flight,7,plateau,High,0.0101959682201341,True,A_no_greedy,5000,13,15011013,8,-1.120334473155334,-1.1076974353042874,-1.1202657693697566,6.132435198912507e-05,True,0.058732743344979355,False,0.9945632998502383,5000,True,68.98595998063684
flight,7,plateau,High,0.0101959682201341,True,A_no_greedy,5000,14,15011014,8,-1.120334473155334,-1.1076974353042874,-1.1196095947740783,0.0006470196165740711,False,0.18875677017937684,False,0.9426385843106699,5000,True,68.7582659884356
flight,7,plateau,High,0.0101959682201341,True,A_no_greedy,5000,15,15011015,8,-1.120334473155334,-1.1076974353042874,-1.11939287268776,0.0008404637098437422,False,0.09627863300120618,False,0.9254888306363672,5000,True,69.75361000513658
flight,7,plateau,High,0.0101959682201341,True,A_no_greedy,5000,16,15011016,8,-1.120334473155334,-1.1076974353042874,-1.1200317631023928,0.0002701961424864275,False,0.10680782711685284,False,0.9760458062633668,5000,True,69.07872302690521
flight,7,plateau,High,0.0101959682201341,True,A_no_greedy,5000,17,15011017,8,-1.120334473155334,-1.1076974353042874,-1.1180676761278425,0.0020233216792010203,False,0.29770085761055204,False,0.8206227555689629,5000,True,69.38793801236898
flight,7,plateau,High,0.0101959682201341,True,A_no_greedy,5000,18,15011018,8,-1.120334473155334,-1.1076974353042874,-1.119731540705789,0.0005381718263535977,False,0.07460496625930933,False,0.9522884669135521,5000,True,68.54934099828824
flight,7,plateau,High,0.0101959682201341,True,A_no_greedy,5000,19,15011019,8,-1.120334473155334,-1.1076974353042874,-1.119663935015187,0.0005985160291091828,False,0.18746396541463736,False,0.9469386617298509,5000,True,68.885282962583
flight,7,plateau,High,0.0101959682201341,True,A_no_greedy,5000,20,15011020,8,-1.120334473155334,-1.1076974353042874,-1.120111530169963,0.0001989968091789275,False,0.08417459124252208,False,0.9823579712272047,5000,True,69.70950198592618
flight,7,plateau,High,0.0101959682201341,True,A_no_greedy,5000,21,15011021,8,-1.120334473155334,-1.1076974353042874,-1.1199936642167587,0.00030420284900756623,False,0.05752749483994239,False,0.9730309473950797,5000,True,68.76373098930344
flight,7,plateau,High,0.0101959682201341,True,A_no_greedy,5000,22,15011022,8,-1.120334473155334,-1.1076974353042874,-1.1202355047319497,8.833828267871459e-05,True,0.07417613276528262,False,0.9921683843515505,5000,True,68.32332798512653
flight,7,plateau,High,0.0101959682201341,True,A_no_greedy,5000,23,15011023,8,-1.120334473155334,-1.1076974353042874,-1.1197556565908067,0.0005166462144979833,False,0.17853724088823986,False,0.9541968164256657,5000,True,68.7261110288091
flight,7,plateau,High,0.0101959682201341,True,A_no_greedy,5000,24,15011024,8,-1.120334473155334,-1.1076974353042874,-1.1195545206963402,0.0006961782197035188,False,0.14310684312706515,False,0.9382804365875055,5000,True,68.51318397093564
