system,k,Nc,P,J_zero,J_hold,J_abs_diff,J_rel_diff,U_inf_diff,U_norm_diff,first_control_diff,first_control_diff_rel_range,osqp_status_zero,osqp_status_hold,lbfgsb_rel_zero,lbfgsb_rel_hold,spread_zero,spread_hold,worst_cart_zero,worst_cart_hold,n_active_zero,n_active_hold
hvac,1061,1,20,-0.01580144867869933,-0.812446939913265,0.7966454912345656,0.7966454912345656,2.82910791032166,4.89991498982107,4.89991498982107,0.05104078114396948,solved,solved,0.0,3.3306690738754696e-16,1.3877787807814457e-17,5.773159728050814e-15,,,0,0
hvac,1124,1,20,-0.01523258678822428,-0.7827694561023526,0.7675368693141283,0.7675368693141283,2.776775990267557,4.8092524887190695,4.8092524887190695,0.05009638009082364,solved,solved,3.469446951953614e-18,4.440892098500626e-16,1.3877787807814457e-17,1.9539925233402755e-14,,,0,0
hvac,1186,1,20,-0.014801362883977869,-0.7602088845995691,0.7454075217155913,0.7454075217155913,2.736297742136202,4.739121510467504,4.739121510467504,0.04936584906736983,solved,solved,0.0,2.220446049250313e-16,2.0816681711721685e-17,1.2878587085651816e-14,,,0,0
hvac,1249,1,20,-0.014441474737064338,-0.7413315081938385,0.7268900334567742,0.7268900334567742,2.7019414421632395,4.679593748567729,4.679593748567729,0.04874576821424718,solved,solved,1.734723475976807e-18,1.1102230246251565e-16,8.673617379884035e-18,9.769962616701378e-15,,,0,0
hvac,1311,1,20,-0.014134150976412003,-0.7251774159752005,0.7110432649987884,0.7110432649987884,2.672176424920486,4.628018672861692,4.628018672861692,0.048208527842309286,solved,solved,3.469446951953614e-18,3.3306690738754696e-16,1.214306433183765e-17,1.0325074129013956e-14,,,0,0
hvac,1374,1,20,-0.013851174647343742,-0.7102806529104811,0.6964294782631374,0.6964294782631374,2.6444216712136996,4.5799251615483865,4.5799251615483865,0.04770755376612903,solved,solved,1.734723475976807e-18,4.440892098500626e-16,1.214306433183765e-17,8.104628079763643e-15,,,0,0
hvac,1436,1,20,-0.013590854348164715,-0.6965632104506309,0.6829723561024661,0.6829723561024661,2.618598307888664,4.53517726325283,4.53517726325283,0.04724142982555032,solved,solved,3.469446951953614e-18,0.0,6.938893903907228e-18,6.328271240363392e-15,,,0,0
hvac,1499,1,20,-0.013338274145278647,-0.6832462514684937,0.669907977323215,0.669907977323215,2.593279737559788,4.491303375814688,4.491303375814688,0.046784410164736334,solved,solved,1.734723475976807e-18,1.1102230246251565e-16,1.9081958235744878e-17,4.440892098500626e-15,,,0,0
uav,0,1,10,-1866.5028362955595,-1727.8921770903232,138.6106592052363,0.07426222800729106,0.7067714880747995,0.7068261852122781,0.7068261852122781,0.35341309260613907,solved,solved,8.0765345697547e-14,4.0082374617052343e-13,9.040377335622907e-10,8.615188562544063e-10,,,1,0
uav,20,1,10,-0.3753794236196381,-0.47267555179319254,0.09729612817355443,0.09729612817355443,0.0007830046682881943,0.0007954709514683922,0.0007954709514683922,0.0003977354757341961,solved,solved,1.6736340091583202e-10,1.0773176795098038e-10,1.7300494370431352e-10,1.3999109094164908e-09,,,0,0
uav,41,1,10,-9.424320620119851e-06,-0.00011766253358552746,0.00010823821296540761,0.00010823821296540761,5.797932321364678e-05,5.803340028940743e-05,5.803340028940743e-05,2.9016700144703713e-05,solved,solved,3.7827864504799604e-11,1.3178506259891622e-11,2.2802923574572658e-10,1.4944788413387552e-09,,,0,0
uav,62,1,10,-9.4675106315239e-05,-5.548149265103721e-05,3.9193613664201786e-05,3.9193613664201786e-05,8.081498900358103e-05,8.091918014271256e-05,8.091918014271256e-05,4.045959007135628e-05,solved,solved,1.355346599654552e-10,7.277601185259105e-10,3.26454237869144e-10,7.828060505108499e-10,,,0,0
uav,83,1,10,-4.648946074520422e-06,-0.00011473539148278764,0.00011008644540826722,0.00011008644540826722,8.143505744445819e-05,8.146903010941549e-05,8.146903010941549e-05,4.0734515054707746e-05,solved,solved,3.4214606042565383e-13,1.0292143520903782e-09,2.655665497019872e-10,4.785774364421316e-10,,,0,0
uav,103,1,10,-1.5466779003680387e-07,-0.0001487938825481971,0.0001486392147581603,0.0001486392147581603,8.145180643255401e-05,8.147500426532052e-05,8.147500426532052e-05,4.073750213266026e-05,solved,solved,3.5794553559782664e-16,1.1292606827396044e-09,3.120674440230234e-10,3.7892296432203744e-10,,,0,0
uav,124,1,10,-2.035101318823185e-09,-0.00015641584344494916,0.00015641380834363034,0.00015641380834363034,8.145234927293607e-05,8.147366071848636e-05,8.147366071848636e-05,4.073683035924318e-05,solved,solved,1.7452620903662005e-10,3.677471252321561e-10,9.346589436907843e-11,1.1402203956673799e-09,,,0,0
uav,145,1,10,-1.7599931552669713e-11,-0.00015733072055929714,0.0001573307029593656,0.0001573307029593656,8.145236401066245e-05,8.147345895332533e-05,8.147345895332533e-05,4.073672947666267e-05,solved,solved,1.7048918774145974e-11,6.183224161089747e-11,2.4879313499271293e-10,1.4458120110752253e-09,,,0,0
uav,166,1,10,-6.731013595125792e-14,-0.00015741889041894684,0.0001574188903516367,0.0001574188903516367,8.145236441312842e-05,8.147343857900842e-05,8.147343857900842e-05,4.073671928950421e-05,solved,solved,6.731013595125792e-14,5.785421598443561e-10,2.658304988060256e-10,9.291003073234189e-10,,,0,0
uav,187,1,10,-2.98806823881412e-17,-0.00015742481857963097,0.0001574248185796011,0.0001574248185796011,8.145236442363903e-05,8.147343718987494e-05,8.147343718987494e-05,4.073671859493747e-05,solved,solved,2.98806823881412e-17,7.722299529163128e-10,2.6582986139406253e-10,7.357535962860401e-10,,,0,0
uav,207,1,10,-7.432755224589051e-17,-0.00015742488757634795,0.00015742488757627363,0.00015742488757627363,8.145236442158672e-05,8.147343717082432e-05,8.147343717082432e-05,4.073671858541216e-05,solved,solved,7.432755224589051e-17,6.705133392145932e-10,2.6844292585781696e-10,8.723141483777362e-10,,,0,0
uav,228,1,10,-2.0571419547812167e-18,-0.00015742472620890264,0.00015742472620890058,0.00015742472620890058,8.14523644206582e-05,8.147343720775922e-05,8.147343720775922e-05,4.073671860387961e-05,solved,solved,2.0571419547812167e-18,1.3023862796058584e-09,2.663458405166026e-10,2.054259678487512e-10,,,0,0
uav,249,1,10,-3.715560799521355e-20,-0.00015742469835039048,0.00015742469835039046,0.00015742469835039046,8.145236442561972e-05,8.147343721926384e-05,8.147343721926384e-05,4.073671860963192e-05,solved,solved,3.715560799521355e-20,9.824869491917559e-10,2.658349528101284e-10,5.252010120749585e-10,,,0,0
uav,270,1,10,-4.65063945499155e-22,-0.00015742469451110886,0.00015742469451110886,0.00015742469451110886,8.145236442490814e-05,8.147343721945524e-05,8.147343721945524e-05,4.073671860972762e-05,solved,solved,4.65063945499155e-22,4.985899689532829e-10,2.658311650729985e-10,1.0090676289605405e-09,,,0,0
uav,291,1,10,-3.335436267907083e-24,-0.0001574246940699517,0.0001574246940699517,0.0001574246940699517,8.145236442158768e-05,8.14734372162398e-05,8.14734372162398e-05,4.07367186081199e-05,solved,solved,3.335436267907083e-24,3.293712640952892e-10,2.658336128719733e-10,1.1783405214570684e-09,,,0,0
uav,311,1,10,-1.2668622045866894e-26,-0.0001574246940299464,0.0001574246940299464,0.0001574246940299464,8.145236442491363e-05,8.147343721957386e-05,8.147343721957386e-05,4.073671860978693e-05,solved,solved,1.2668622045866894e-26,2.847051108322701e-10,2.658681220493163e-10,1.2229556167395444e-09,,,0,0
uav,332,1,10,-1.899176716280881e-26,-0.0001574246940255602,0.0001574246940255602,0.0001574246940255602,8.14523644263101e-05,8.147343722097085e-05,8.147343722097085e-05,4.0736718610485426e-05,solved,solved,1.899176716280881e-26,7.53103049784239e-10,2.658499487009146e-10,7.54539899474032e-10,,,0,0
uav,353,1,10,-1.2137234990913234e-26,-0.00015742469402965712,0.00015742469402965712,0.00015742469402965712,8.145236442019329e-05,8.147343721485522e-05,8.147343721485522e-05,4.073671860742761e-05,solved,solved,1.2137234990913234e-26,1.0075308288137654e-09,2.659482231735221e-10,5.001597416125821e-10,,,0,0
uav,374,1,10,-1.3885244974549568e-26,-0.0001574246940299991,0.0001574246940299991,0.0001574246940299991,8.145236442049869e-05,8.147343721516033e-05,8.147343721516033e-05,4.0736718607580164e-05,solved,solved,1.3885244974549568e-26,4.872998984309287e-10,2.658124162272774e-10,1.0203543605738843e-09,,,0,0
uav,395,1,10,-1.8309076963784384e-26,-0.00015742469403129492,0.00015742469403129492,0.00015742469403129492,8.145236442051912e-05,8.147343721518053e-05,8.147343721518053e-05,4.073671860759027e-05,solved,solved,1.8309076963784384e-26,1.426666056071526e-10,2.6663555930327476e-10,1.3650279578815861e-09,,,0,0
uav,415,1,10,-2.996245038359035e-26,-0.0001574246940268003,0.0001574246940268003,0.0001574246940268003,8.145236442852413e-05,8.147343722318424e-05,8.147343722318424e-05,4.073671861159212e-05,solved,solved,2.996245038359035e-26,5.716487336932755e-10,2.6605671434848076e-10,1.2290887870729066e-09,,,0,0
uav,436,1,10,-4.033893045011162e-26,-0.00015742469403061401,0.00015742469403061401,0.00015742469403061401,8.14523644284474e-05,8.14734372231064e-05,8.14734372231064e-05,4.07367186115532e-05,solved,solved,4.033893045011162e-26,1.1663287618145744e-10,2.658366389384919e-10,1.3910220636481098e-09,,,0,0
uav,457,1,10,-3.8155610839324524e-26,-0.00015742469402601112,0.00015742469402601112,0.00015742469402601112,8.14523644253366e-05,8.147343721999789e-05,8.147343721999789e-05,4.0736718609998944e-05,solved,solved,3.8155610839324524e-26,1.0991990517935594e-09,2.6655198306729284e-10,4.084492863289796e-10,,,0,0
uav,478,1,10,-2.3908638049189012e-26,-0.00015742469403128023,0.00015742469403128023,0.00015742469403128023,8.145236442526504e-05,8.147343721992531e-05,8.147343721992531e-05,4.073671860996266e-05,solved,solved,2.3908638049189012e-26,7.918937779550616e-10,2.667538951414916e-10,7.157508689740761e-10,,,0,0
uav,499,1,10,-5.381229691969584,-9.068364975130773,3.687135283161189,0.6851845199366803,0.04814712128390654,0.048148653304389916,0.048148653304389916,0.024074326652194958,solved,solved,4.1110787917234644e-11,6.232356097277514e-11,4.516031992807257e-11,9.42863565001062e-10,,,0,0
