system,condition,alg,trial,seed,nrmse,reference_nrmse,realized_nfe_mean,fe_exact,time_ms_mean
uav,nominal,SGO,8,17000008,0.0013765753558779073,0.0011383115947594536,1000.0,True,12.050262974080397
uav,nominal,SGO,9,17000009,0.0013062071074671179,0.0011383115947594536,1000.0,True,12.078192096669227
uav,nominal,GWO,0,17001000,0.0011371831941219604,0.0011383115947594536,1000.0,True,21.18763621125254
uav,nominal,GWO,1,17001001,0.001136623298690483,0.0011383115947594536,1000.0,True,21.140149997227127
uav,nominal,GWO,2,17001002,0.001136218062244773,0.0011383115947594536,1000.0,True,21.036151468433673
uav,nominal,GWO,3,17001003,0.001135956015540243,0.0011383115947594536,1000.0,True,20.844207998015918
uav,nominal,GWO,4,17001004,0.001134395805642858,0.0011383115947594536,1000.0,True,20.909876790246926
uav,nominal,GWO,5,17001005,0.0011353459914480296,0.0011383115947594536,1000.0,True,20.94612806031364
uav,nominal,GWO,6,17001006,0.0011374886291341817,0.0011383115947594536,1000.0,True,21.465641050745035
uav,nominal,GWO,7,17001007,0.0011358174343109447,0.0011383115947594536,1000.0,True,21.18239213261404
uav,nominal,GWO,8,17001008,0.001139752362529934,0.0011383115947594536,1000.0,True,21.073135942133376
uav,nominal,GWO,9,17001009,0.001136831922996296,0.0011383115947594536,1000.0,True,21.023748073057504
uav,nominal,PSO,0,17002000,0.0027836246293558554,0.0011383115947594536,1000.0,True,4.216051448602229
uav,nominal,PSO,1,17002001,0.0011122384663363146,0.0011383115947594536,1000.0,True,4.236309819971211
uav,nominal,PSO,2,17002002,0.004315203515464615,0.0011383115947594536,1000.0,True,4.313315398612758
uav,nominal,PSO,3,17002003,0.008011155284425078,0.0011383115947594536,1000.0,True,4.257485817070119
uav,nominal,PSO,4,17002004,0.0011316582676712122,0.0011383115947594536,1000.0,True,4.198834217531839
uav,nominal,PSO,5,17002005,0.0012211299863817918,0.0011383115947594536,1000.0,True,4.2059136876196135
uav,nominal,PSO,6,17002006,0.011400448961678565,0.0011383115947594536,1000.0,True,4.237314725178294
uav,nominal,PSO,7,17002007,0.0011397486107788707,0.0011383115947594536,1000.0,True,4.299797679996118
uav,nominal,PSO,8,17002008,0.0017069060331081516,0.0011383115947594536,1000.0,True,4.27125470872852
uav,nominal,PSO,9,17002009,0.0011039310380444429,0.0011383115947594536,1000.0,True,4.277260757808108
uav,nominal,WOA,0,17003000,0.0016428107011439246,0.0011383115947594536,1000.0,True,7.5829269891255535
uav,nominal,WOA,1,17003001,0.0013256485215432543,0.0011383115947594536,1000.0,True,7.617814355326118
uav,nominal,WOA,2,17003002,0.0018258934712003505,0.0011383115947594536,1000.0,True,7.587306973146042
uav,nominal,WOA,3,17003003,0.0015718676655902888,0.0011383115947594536,1000.0,True,7.5622100570763
uav,nominal,WOA,4,17003004,0.001440137687857634,0.0011383115947594536,1000.0,True,7.597774047026178
uav,nominal,WOA,5,17003005,0.0015740723778858293,0.0011383115947594536,1000.0,True,7.616546588251367
