system,Nc,dim,role,k,alg,NP,trial,seed,J_star,J,norm_gap,converged_1e4,first_control_error,lambda_min,lambda_max,cond_H,n_active_reference,realized_fe,fe_exact,time_ms
cstr,5,10,mid_trajectory,50,SGO,30,15,16500015,-1.389067642408316e-11,0.0,1.389067642408316e-11,True,1.1635065541696746e-05,0.021307568140349623,4471.608453623953,209860.10342288556,0,1000,True,11.793329962529242
cstr,5,10,mid_trajectory,50,SGO,30,16,16500016,-1.389067642408316e-11,0.0,1.389067642408316e-11,True,1.1635065541696746e-05,0.021307568140349623,4471.608453623953,209860.10342288556,0,1000,True,11.79272698936984
cstr,5,10,mid_trajectory,50,SGO,30,17,16500017,-1.389067642408316e-11,0.0,1.389067642408316e-11,True,1.1635065541696746e-05,0.021307568140349623,4471.608453623953,209860.10342288556,0,1000,True,11.678457027301192
cstr,5,10,mid_trajectory,50,SGO,30,18,16500018,-1.389067642408316e-11,0.0,1.389067642408316e-11,True,1.1635065541696746e-05,0.021307568140349623,4471.608453623953,209860.10342288556,0,1000,True,11.754432052839547
cstr,5,10,mid_trajectory,50,SGO,30,19,16500019,-1.389067642408316e-11,0.0,1.389067642408316e-11,True,1.1635065541696746e-05,0.021307568140349623,4471.608453623953,209860.10342288556,0,1000,True,11.950428015552461
cstr,5,10,mid_trajectory,50,GWO,20,0,16501000,-1.389067642408316e-11,-8.465495506131757e-12,5.425180917951402e-12,True,1.1905608368021847e-05,0.021307568140349623,4471.608453623953,209860.10342288556,0,1000,True,44.26845797570422
cstr,5,10,mid_trajectory,50,GWO,20,1,16501001,-1.389067642408316e-11,-7.975099440890353e-12,5.915576983192806e-12,True,1.16836385420706e-05,0.021307568140349623,4471.608453623953,209860.10342288556,0,1000,True,44.219342002179474
cstr,5,10,mid_trajectory,50,GWO,20,2,16501002,-1.389067642408316e-11,-1.3043536734853126e-11,8.471396892300331e-13,True,5.051358705744683e-07,0.021307568140349623,4471.608453623953,209860.10342288556,0,1000,True,44.24340603873134
cstr,5,10,mid_trajectory,50,GWO,20,3,16501003,-1.389067642408316e-11,-5.852672309127103e-12,8.038004114956056e-12,True,1.1627431808598471e-05,0.021307568140349623,4471.608453623953,209860.10342288556,0,1000,True,44.40478200558573
cstr,5,10,mid_trajectory,50,GWO,20,4,16501004,-1.389067642408316e-11,-8.932769153392593e-12,4.957907270690566e-12,True,1.1026242379072822e-05,0.021307568140349623,4471.608453623953,209860.10342288556,0,1000,True,44.23175298143178
cstr,5,10,mid_trajectory,50,GWO,20,5,16501005,-1.389067642408316e-11,-6.2092330070626275e-12,7.681443417020533e-12,True,1.186138226309143e-05,0.021307568140349623,4471.608453623953,209860.10342288556,0,1000,True,44.4302600226365
cstr,5,10,mid_trajectory,50,GWO,20,6,16501006,-1.389067642408316e-11,-8.154244332416418e-12,5.7364320916667414e-12,True,1.1913026895188527e-05,0.021307568140349623,4471.608453623953,209860.10342288556,0,1000,True,44.566325028426945
cstr,5,10,mid_trajectory,50,GWO,20,7,16501007,-1.389067642408316e-11,-1.175820053765657e-11,2.1324758864265892e-12,True,4.9727203274668325e-06,0.021307568140349623,4471.608453623953,209860.10342288556,0,1000,True,44.67446100898087
cstr,5,10,mid_trajectory,50,GWO,20,8,16501008,-1.389067642408316e-11,-8.733702952427932e-12,5.156973471655227e-12,True,1.1251000863896704e-05,0.021307568140349623,4471.608453623953,209860.10342288556,0,1000,True,44.13550003664568
cstr,5,10,mid_trajectory,50,GWO,20,9,16501009,-1.389067642408316e-11,-1.365170247805653e-11,2.3897394602662944e-13,True,9.939274973596456e-07,0.021307568140349623,4471.608453623953,209860.10342288556,0,1000,True,44.33285701088607
cstr,5,10,mid_trajectory,50,GWO,20,10,16501010,-1.389067642408316e-11,-1.3269287498341036e-11,6.21388925742123e-13,True,1.718333162331108e-06,0.021307568140349623,4471.608453623953,209860.10342288556,0,1000,True,45.042627956718206
cstr,5,10,mid_trajectory,50,GWO,20,11,16501011,-1.389067642408316e-11,-8.954632798832203e-12,4.9360436252509565e-12,True,8.036898877820634e-06,0.021307568140349623,4471.608453623953,209860.10342288556,0,1000,True,48.801711993291974
cstr,5,10,mid_trajectory,50,GWO,20,12,16501012,-1.389067642408316e-11,-9.314786061334447e-12,4.575890362748712e-12,True,1.1788160003569789e-05,0.021307568140349623,4471.608453623953,209860.10342288556,0,1000,True,45.57574400678277
cstr,5,10,mid_trajectory,50,GWO,20,13,16501013,-1.389067642408316e-11,-1.2697243858155779e-11,1.1934325659273808e-12,True,3.2730543573209577e-06,0.021307568140349623,4471.608453623953,209860.10342288556,0,1000,True,44.606565963476896
cstr,5,10,mid_trajectory,50,GWO,20,14,16501014,-1.389067642408316e-11,-1.3415737596179698e-11,4.749388279034618e-13,True,5.180716161227529e-07,0.021307568140349623,4471.608453623953,209860.10342288556,0,1000,True,44.60059403209016
cstr,5,10,mid_trajectory,50,GWO,20,15,16501015,-1.389067642408316e-11,-1.3522573043048387e-11,3.6810338103477284e-13,True,9.686104538973912e-07,0.021307568140349623,4471.608453623953,209860.10342288556,0,1000,True,44.41657196730375
cstr,5,10,mid_trajectory,50,GWO,20,16,16501016,-1.389067642408316e-11,-1.2944687442552078e-11,9.459889815310816e-13,True,1.933157283079744e-06,0.021307568140349623,4471.608453623953,209860.10342288556,0,1000,True,45.039616990834475
cstr,5,10,mid_trajectory,50,GWO,20,17,16501017,-1.389067642408316e-11,-5.943698925535882e-12,7.946977498547278e-12,True,1.1699824156014382e-05,0.021307568140349623,4471.608453623953,209860.10342288556,0,1000,True,45.3085980261676
cstr,5,10,mid_trajectory,50,GWO,20,18,16501018,-1.389067642408316e-11,-8.735718649841237e-12,5.1549577742419225e-12,True,1.1854340651378996e-05,0.021307568140349623,4471.608453623953,209860.10342288556,0,1000,True,45.009972993284464
cstr,5,10,mid_trajectory,50,GWO,20,19,16501019,-1.389067642408316e-11,-1.2831281358746466e-11,1.0593950653366932e-12,True,3.5175344630008076e-06,0.021307568140349623,4471.608453623953,209860.10342288556,0,1000,True,44.59282400785014
cstr,5,10,mid_trajectory,50,PSO,8,0,16502000,-1.389067642408316e-11,0.0,1.389067642408316e-11,True,1.1635065541696746e-05,0.021307568140349623,4471.608453623953,209860.10342288556,0,1000,True,4.7352289548143744
cstr,5,10,mid_trajectory,50,PSO,8,1,16502001,-1.389067642408316e-11,0.0,1.389067642408316e-11,True,1.1635065541696746e-05,0.021307568140349623,4471.608453623953,209860.10342288556,0,1000,True,4.616922000423074
