check,system,alg,trial,submitted,phase2,abs_diff,rel_diff,material,step,nfe_submitted,nfe_phase2
closed_loop_nrmse,uav,GWO,6.0,0.0008693468167537,0.0008693468167537956,9.551821139597294e-17,1.0987353902399436e-13,False,,,
closed_loop_nrmse,uav,GWO,7.0,0.0008685317646354,0.0008685317646354504,5.0415401020575956e-17,5.804669797165079e-14,False,,,
closed_loop_nrmse,uav,GWO,8.0,0.0008669411767961,0.0008669411767961017,1.734723475976807e-18,2.000970218518995e-15,False,,,
closed_loop_nrmse,uav,GWO,9.0,0.0008667498955502,0.0008667498955502337,3.371868756429919e-17,3.890244202786441e-14,False,,,
closed_loop_nrmse,uav,PSO,0.0,0.0209865282143224,0.020986528214322495,9.367506770274758e-17,4.463580957560117e-15,False,,,
closed_loop_nrmse,uav,PSO,1.0,0.024481630674965,0.024481630674965046,4.5102810375396984e-17,1.842312343250863e-15,False,,,
closed_loop_nrmse,uav,PSO,2.0,0.0183566232906068,0.01835662329060681,6.938893903907228e-18,3.7800491920852913e-16,False,,,
closed_loop_nrmse,uav,PSO,3.0,0.0294054972007497,0.02940549720074979,9.020562075079397e-17,3.067644805832229e-15,False,,,
closed_loop_nrmse,uav,PSO,4.0,0.0243887663429333,0.024388766342933337,3.8163916471489756e-17,1.5648153717519967e-15,False,,,
closed_loop_nrmse,uav,PSO,5.0,0.0201917923989831,0.020191792398983135,3.469446951953614e-17,1.7182461484342235e-15,False,,,
closed_loop_nrmse,uav,PSO,6.0,0.026818728979862,0.026818728979862008,6.938893903907228e-18,2.587331379170727e-16,False,,,
closed_loop_nrmse,uav,PSO,7.0,0.0229887965114916,0.02298879651149167,6.938893903907228e-17,3.0183806709666708e-15,False,,,
closed_loop_nrmse,uav,PSO,8.0,0.0218107178225637,0.021810717822563743,4.163336342344337e-17,1.9088488403794153e-15,False,,,
closed_loop_nrmse,uav,PSO,9.0,0.0130124833260885,0.0130124833260885,0.0,0.0,False,,,
closed_loop_nrmse,uav,WOA,0.0,0.0011520733376686,0.0011520733376686873,8.716985466783456e-17,7.566345979695732e-14,False,,,
closed_loop_nrmse,uav,WOA,1.0,0.0013748087494718,0.0013748087494718203,2.0166160408230382e-17,1.466833871691477e-14,False,,,
closed_loop_nrmse,uav,WOA,2.0,0.000997212651173,0.000997212651173066,6.591949208711867e-17,6.610374628679147e-14,False,,,
closed_loop_nrmse,uav,WOA,3.0,0.0015587082508202,0.0015587082508202925,9.259086553026208e-17,5.940230667383733e-14,False,,,
closed_loop_nrmse,uav,WOA,4.0,0.0011823137387012,0.0011823137387012362,3.621235256101585e-17,3.062837838693813e-14,False,,,
closed_loop_nrmse,uav,WOA,5.0,0.0012641584603887,0.0012641584603887521,5.204170427930421e-17,4.116707351964608e-14,False,,,
closed_loop_nrmse,uav,WOA,6.0,0.0012079329707197,0.0012079329707197035,3.469446951953614e-18,2.8722181081674413e-15,False,,,
closed_loop_nrmse,uav,WOA,7.0,0.0009804203551832,0.0009804203551832854,8.543513119185775e-17,8.71413274318376e-14,False,,,
closed_loop_nrmse,uav,WOA,8.0,0.0012731498039067,0.0012731498039067406,4.0549161250957866e-17,3.184948159794825e-14,False,,,
closed_loop_nrmse,uav,WOA,9.0,0.0010931570443521,0.0010931570443521357,3.5561831257524545e-17,3.253131052053146e-14,False,,,
reference_objective,pendcart,reference,,-2.1378418508270904,-2.1378418508270904,0.0,0.0,False,0.0,,
optimizer_objective,pendcart,SGO,0.0,-2.137826620851259,-2.137826620851259,0.0,0.0,False,0.0,902.0,902.0
optimizer_objective,pendcart,SGO,1.0,-2.137840537207775,-2.137840537207775,0.0,0.0,False,0.0,720.0,720.0
optimizer_objective,pendcart,SGO,2.0,-2.137813847952804,-2.137813847952804,0.0,0.0,False,0.0,714.0,714.0
optimizer_objective,pendcart,GWO,0.0,-2.1378412529940496,-2.1378412529940496,0.0,0.0,False,0.0,860.0,860.0
optimizer_objective,pendcart,GWO,1.0,-2.1378418193574675,-2.1378418193574675,0.0,0.0,False,0.0,380.0,380.0
optimizer_objective,pendcart,GWO,2.0,-2.137841275307181,-2.137841275307181,0.0,0.0,False,0.0,440.0,440.0
