family,case,quantity,comparison,n_pairs,median_fitness,median_random,mean_fitness,mean_random,sd_fitness,sd_random,iqr_fitness,iqr_random,median_diff,median_diff_ci_lo,median_diff_ci_hi,mean_diff,mean_diff_ci_lo,mean_diff_ci_hi,relative_median_diff,wilcoxon_stat,p_raw,cliffs_delta,delta_ci_lo,delta_ci_hi,favourable,p_holm,significant_holm
diagnostic_late-half,F11,late-half share of improvement,fitness vs random grouping,31,0.03408460093263603,0.016212319191745473,0.03237513637621799,0.018941599091409272,0.011133884824923498,0.008885753769965126,0.014941770727834758,0.008724448375150868,0.01804966035794344,0.009918837732524525,0.020244082081340254,0.013433537284808731,0.00824587072121982,0.01869761824200834,1.1133299403044972,52.0,3.570038825273514e-05,0.6815816857440167,0.4630593132154006,0.858480749219563,True,0.0002856031060218811,True
diagnostic_late-half,F12,late-half share of improvement,fitness vs random grouping,31,0.03721508891299402,0.016325711100643035,0.03801265249974665,0.017126699693193522,0.010223429761421376,0.00572510170644727,0.012225105140168245,0.00763920564782781,0.021602697598634805,0.017578720291422635,0.02470710631404175,0.020885952806553122,0.01784329565166289,0.023872660475253656,1.3232316476422226,0.0,9.313225746154785e-10,0.927159209157128,0.8251821019771072,0.9937565036420395,True,1.1175870895385742e-08,True
interaction,F2,offline error,fitness vs random within population_persistence,31,15.675398799810264,40.03559050584953,16.699429728421478,41.7557850596072,2.9029156039467128,12.58814138370929,2.9487749994834616,19.154886525367317,-25.33834895288033,-29.97987950005004,-18.41746386888546,-25.056355331185724,-29.193105798782362,-20.811280644707672,-0.6328955969608638,0.0,9.313225746154785e-10,-0.9771071800208116,-1.0,-0.9292403746097815,True,7.450580596923828e-09,True
interaction,F2,offline error,fitness vs random within previous_best_seeded,31,24.80332920255584,20.207425135770936,24.597253773027678,20.14689483045682,1.9344106567769142,3.033269592996312,2.2644681421176145,4.175842254340424,4.260592379285985,3.8192599777323615,5.769898292391829,4.450358942570858,3.4640117963959076,5.385960352383882,0.21084291297182323,9.0,3.073364496231079e-08,0.7731529656607701,0.5900104058272633,0.9209157127991675,False,9.220093488693237e-08,True
interaction,F2,offline error,difference of differences (effect under persistence minus effect under previous-best),31,,,,,,,,,-29.64019300925082,-35.1740594028175,-22.825765177236843,-29.506714273756582,,,,,,,,,True,,False
interaction,F8,offline error,fitness vs random within population_persistence,31,23.41241359784537,46.29318287484748,23.15169601360386,45.577274698309445,3.659186795873348,15.810241583048759,3.8010338834898434,22.098669382381715,-20.71139180222421,-28.725968340629297,-14.050779003346445,-22.42557868470559,-28.155063905432147,-16.900138543796718,-0.44739615027588325,5.0,9.313225746154785e-09,-0.8834547346514048,-0.9729448491155047,-0.7565036420395421,True,3.725290298461914e-08,True
interaction,F8,offline error,fitness vs random within previous_best_seeded,31,39.40251407311556,31.895955050823204,38.871822184571464,31.708493706462345,3.2850053647333866,3.92397588056367,3.708881548415164,4.380713036698985,8.397741182547485,4.970649845507872,9.672925610246324,7.163328478109107,5.441080892347875,8.709463509792599,0.2632854595250863,15.0,1.2759119272232056e-07,0.8314255983350677,0.6815816857440167,0.9438085327783559,False,2.551823854446411e-07,True
interaction,F8,offline error,difference of differences (effect under persistence minus effect under previous-best),31,,,,,,,,,-31.192787774831565,-39.353785655454686,-20.60298610510758,-29.588907162814703,,,,,,,,,True,,False
interaction,F10,offline error,fitness vs random within population_persistence,31,107.66548119458676,229.6647460119956,110.78592277727996,231.0686356108134,16.22380263557662,13.466149989655635,18.943699095909977,19.677157571334305,-120.89388300105693,-126.23223952003772,-118.37102500104798,-120.28271283353341,-125.73039579964951,-114.89441607625645,-0.5263928622059502,0.0,9.313225746154785e-10,-1.0,-1.0,-1.0,True,7.450580596923828e-09,True
interaction,F10,offline error,fitness vs random within previous_best_seeded,31,172.5526505650139,158.54593260683237,166.4615338819941,151.50827116278168,19.90776678277714,22.82729981268589,37.390014980774936,21.006174568532487,13.49285961905015,9.510420387175856,25.210549216977455,14.953262719212464,4.397742851549359,25.920473991501186,0.08510378914929471,131.0,0.020908888429403305,0.3381893860561915,0.048855359001040634,0.6066597294484911,False,0.020908888429403305,True
interaction,F10,offline error,difference of differences (effect under persistence minus effect under previous-best),31,,,,,,,,,-132.0448062290429,-150.7372279913771,-122.79522887340808,-135.23597555274586,,,,,,,,,True,,False
interaction,F12,offline error,fitness vs random within population_persistence,31,18.77707366013328,52.18354354872675,18.496922360784804,52.733681895143526,2.349613801113884,9.655695957439546,3.0673991832589493,13.35143175174634,-33.287519632855506,-40.45806145849504,-29.61451446288226,-34.23675953435873,-37.20643540380521,-31.220626232293334,-0.6378930476764777,0.0,9.313225746154785e-10,-1.0,-1.0,-1.0,True,7.450580596923828e-09,True
interaction,F12,offline error,fitness vs random within previous_best_seeded,31,26.18768084915432,23.3896219648289,26.05698239988912,23.198752518526614,1.3721550607044557,1.6295045897318663,1.7547808330129868,2.516638508345185,2.6469105616573323,2.2053012581019615,3.705067264958693,2.8582298813625013,2.2835249674351887,3.4290001757372717,0.11316602575439251,4.0,6.51925802230835e-09,0.8064516129032258,0.644120707596254,0.927159209157128,False,3.259629011154175e-08,True
interaction,F12,offline error,difference of differences (effect under persistence minus effect under previous-best),31,,,,,,,,,-35.70060977841889,-41.07620063118401,-32.86780287548242,-37.09498941572122,,,,,,,,,True,,False
