case,seed,grouping,mode,environment,change_frequency,post_change_error,end_of_environment_error,mean_error,error_reduction,error_reduction_fraction,error_at_0,error_at_5,error_at_10,error_at_25,error_at_50,error_at_75,late_half_reduction,late_half_fraction,recovery_evals_50,recovery_success_50,recovery_frac_50,recovery_evals_90,recovery_success_90,recovery_frac_90
F1,9,random,population_persistence,63,5000,102.31192272617483,59.58135456302862,70.67944132952675,42.73056816314621,0.4176499378035273,102.31192272617483,89.21171362087765,89.03332466145226,88.25034976100946,59.64878868170767,59.58977669732055,0.0674341186790528,0.0015781236144950827,1379,True,0.2758,2126,True,0.4252
F1,9,random,population_persistence,64,5000,119.16266347806084,89.03483210504275,89.20356225145812,30.127831373018083,0.25282945591900896,119.16266347806084,89.12248337085182,89.06306835510226,89.03892566195631,89.03534256042141,89.03483210504275,0.0005104553786594579,1.6942984456445547e-05,8,True,0.0016,64,True,0.0128
F1,9,random,population_persistence,65,5000,88.45406980414097,48.473002322298996,53.36335312112524,39.981067481841976,0.4519980547008168,88.45406980414097,68.63709184704992,68.18525931870616,49.5807765094953,49.4708695660089,49.4708695660089,0.997867243709905,0.024958494271397378,399,True,0.0798,1004,True,0.2008
F1,9,random,population_persistence,66,5000,116.67355266738846,76.91001129560397,87.27832785397142,39.7635413717845,0.3408102390191367,116.67355266738846,91.7614035476224,89.70408365818705,87.2509938004026,87.2509938004026,87.2509938004026,10.340982504798632,0.2600619096803186,67,True,0.0134,4696,True,0.9392
F1,9,random,population_persistence,67,5000,138.96312568666673,51.5018773900375,56.053327563369436,87.46124829662924,0.6293845785668088,138.96312568666673,68.28465463455959,68.28465463455959,54.858056397800794,51.76199515412589,51.76199515412589,0.2601177640883918,0.002974091602331004,33,True,0.0066,1066,True,0.2132
F1,9,random,population_persistence,68,5000,132.9259867876262,49.571817122796425,56.24852664435858,83.35416966482975,0.627072039705851,132.9259867876262,77.05090354300475,75.17353858967985,49.571817122796425,49.571817122796425,49.571817122796425,0.0,0.0,27,True,0.0054,1249,True,0.2498
F1,9,random,population_persistence,69,5000,172.2630835798367,45.116380464027046,49.349483382685975,127.14670311580964,0.7380960590832712,172.2630835798367,51.760920052335415,51.760920052335415,51.09315667820169,51.09315667820169,45.116380464027046,5.976776214174642,0.04700693032308345,2,True,0.0004,12,True,0.0024
F1,9,random,population_persistence,70,5000,61.28677903408401,60.336313806989004,60.55508536506169,0.9504652270950089,0.015508487182307582,61.28677903408401,61.28677903408401,61.28677903408401,60.662564170390795,60.38107493771483,60.336313806989004,0.044761130725824216,0.04709391722055064,694,True,0.1388,1834,True,0.3668
F1,9,random,population_persistence,71,5000,120.84318358463287,52.55839164290909,56.940913329305126,68.28479194172377,0.5650694554393324,120.84318358463287,79.495213846075,77.75800711354681,52.92687797471421,52.616705744702664,52.55839164290909,0.05831410179357022,0.0008539837368668733,153,True,0.0306,736,True,0.1472
F1,9,random,population_persistence,72,5000,85.64111444754946,81.58073066361476,81.59568736975989,4.060383783934697,0.04741161777409449,85.64111444754946,81.6156731643261,81.6156731643261,81.58203828934097,81.58203828934097,81.58074362004908,0.001307625726212791,0.00032204485974615,11,True,0.0022,11,True,0.0022
F1,9,random,population_persistence,73,5000,136.04320045635416,103.01264438210981,103.0901680077754,33.030556074244345,0.24279461203091382,136.04320045635416,103.05252274952612,103.01282744091856,103.01264987513368,103.01264438210981,103.01264438210981,0.0,0.0,17,True,0.0034,17,True,0.0034
F1,9,random,population_persistence,74,5000,122.43111130743316,111.46548978336055,111.49244301596116,10.965621524072603,0.08956564558608926,122.43111130743316,111.48311293947432,111.46670965132492,111.46665214034606,111.46570397350851,111.4655969516281,0.0002141901479575381,1.9532878048666085e-05,12,True,0.0024,12,True,0.0024
F1,9,random,population_persistence,75,5000,131.3576373654838,94.14925442604537,98.91992264973335,37.20838293943844,0.28326014144051204,131.3576373654838,117.80864371333875,109.05566179628133,100.3295191089482,95.48042306462077,94.14925442604537,1.3311686385753916,0.035776041134118745,382,True,0.0764,1663,True,0.3326
F1,9,random,population_persistence,76,5000,141.68772570405673,81.39412250759261,83.1063169158145,60.29360319646412,0.4255386477329689,141.68772570405673,89.24698188795564,89.24698188795564,82.88100629462477,81.54682114507327,81.3975680943263,0.15269863748065404,0.0025325843768714915,12,True,0.0024,592,True,0.1184
F1,9,random,population_persistence,77,5000,128.36053929933837,103.87057073276961,104.12049336209488,24.489968566568763,0.19079047735580054,128.36053929933837,103.88228280566062,103.87136505474017,103.87057073276961,103.87057073276961,103.87057073276961,0.0,0.0,39,True,0.0078,83,True,0.0166
F1,9,random,population_persistence,78,5000,131.12200712916942,53.335766339833576,55.06084103485569,77.78624078933584,0.5932355864009002,131.12200712916942,60.20467136632859,55.666292566006405,53.367835439684235,53.335766339833576,53.335766339833576,0.0,0.0,107,True,0.0214,174,True,0.0348
F1,9,random,population_persistence,79,5000,127.8126381183133,89.45800192792119,89.50412372161976,38.354636190392114,0.3000848488463878,127.8126381183133,89.458231118681,89.45800510423683,89.45800210713419,89.45800193078297,89.45800193078297,2.8617819225473795e-09,7.461371575372313e-11,3,True,0.0006,14,True,0.0028
F1,9,random,population_persistence,80,5000,100.30505448716933,99.21540031613257,99.2678063705243,1.0896541710367558,0.010863402413844862,100.30505448716933,99.8150228917917,99.33035671933047,99.21540068472459,99.21540033837769,99.21540033837769,2.2245117747843324e-08,2.0414842010541858e-08,292,True,0.0584,533,True,0.1066
F1,9,random,population_persistence,81,5000,104.64073507619207,103.87311670846907,103.87462834695955,0.7676183677230028,0.007335750911574511,104.64073507619207,103.87346592514436,103.87325834220485,103.87318518154427,103.87311753716617,103.87311670846907,8.286970967219531e-07,1.079569134308405e-06,6,True,0.0012,23,True,0.0046
F1,9,random,population_persistence,82,5000,134.86883571409982,133.67503917106916,133.6839520118036,1.1937965430306576,0.008851537397129414,134.86883571409982,133.77261895608126,133.6752702571562,133.6750429572126,133.67503917106916,133.67503917106916,0.0,0.0,4,True,0.0008,203,True,0.0406
F1,9,random,population_persistence,83,5000,127.03867191197631,55.905758588915,85.02236811187016,71.1329133230613,0.5599311788488195,127.03867191197631,124.5693723463346,119.97451228670948,106.5531121830137,87.99652830984984,55.99795329155824,32.09076972093484,0.45113813313380774,1790,True,0.358,3120,True,0.624
F1,9,random,population_persistence,84,5000,141.47847416108021,43.303037512474454,43.57132585378287,98.17543664860577,0.6939249043414774,141.47847416108021,43.34478136512303,43.303339351020774,43.30305553795359,43.303037512474454,43.303037512474454,0.0,0.0,13,True,0.0026,63,True,0.0126
