case,seed,grouping,mode,NP,dimension,peaks,change_frequency,shift_severity,environments,max_evals,realized_FE,budget_exact,environments_completed,changes_seen,reevaluation_FE,offline_error,best_error_before_change,mean_population_diversity,wall_seconds
F12,13,fitness,previous_best_seeded,20,5,10,5000,5.0,100,500000,500000,True,100,99,1980,26.910177721530943,20.74036141659677,0.258926752154065,138.76695160999952
F12,25,fitness,previous_best_seeded,20,5,10,5000,5.0,100,500000,500000,True,100,99,1980,26.18768084915432,21.266328590396515,0.2505576154431167,140.19354882999323
F12,12,fitness,previous_best_seeded,20,5,10,5000,5.0,100,500000,500000,True,100,99,1980,26.39604185887653,20.873401869560297,0.2588172226292711,141.55756179800665
F12,21,fitness,previous_best_seeded,20,5,10,5000,5.0,100,500000,500000,True,100,99,1980,25.428978389844218,19.522186024672656,0.2795183052760992,142.1629460869881
F12,10,fitness,previous_best_seeded,20,5,10,5000,5.0,100,500000,500000,True,100,99,1980,26.675126081282297,21.48670941453037,0.25395395629845235,143.3204737250053
F12,24,fitness,previous_best_seeded,20,5,10,5000,5.0,100,500000,500000,True,100,99,1980,27.756829112681473,21.510369999034353,0.28806100567205606,144.98686676299258
F12,22,fitness,previous_best_seeded,20,5,10,5000,5.0,100,500000,500000,True,100,99,1980,25.465763678292024,20.483376550842376,0.26873192711387944,146.60864152100112
F12,15,fitness,previous_best_seeded,20,5,10,5000,5.0,100,500000,500000,True,100,99,1980,26.410143268749795,21.007707016911958,0.2651352974174706,147.87074816800305
F12,17,fitness,previous_best_seeded,20,5,10,5000,5.0,100,500000,500000,True,100,99,1980,27.484968781786243,22.477940119885115,0.2857986930703919,148.7990702399984
F12,16,fitness,previous_best_seeded,20,5,10,5000,5.0,100,500000,500000,True,100,99,1980,27.28291752971356,23.247215234178437,0.2517273396666875,149.6609749180061
F12,18,fitness,previous_best_seeded,20,5,10,5000,5.0,100,500000,500000,True,100,99,1980,27.12140733556138,21.988018397682517,0.2525695566501563,150.11531773499155
F12,29,fitness,previous_best_seeded,20,5,10,5000,5.0,100,500000,500000,True,100,99,1980,24.342653107308617,19.934141778884353,0.2360951192889803,150.38458773100865
F12,26,fitness,previous_best_seeded,20,5,10,5000,5.0,100,500000,500000,True,100,99,1980,24.100966718674727,19.31761186777886,0.2894005510725463,150.55344867700478
F12,14,fitness,previous_best_seeded,20,5,10,5000,5.0,100,500000,500000,True,100,99,1980,29.440184888009917,23.661914368446993,0.26125689910438266,150.9579949080071
F12,23,fitness,previous_best_seeded,20,5,10,5000,5.0,100,500000,500000,True,100,99,1980,24.283646633100147,19.192141122874833,0.2371354903652145,156.6481219499983
F12,28,fitness,previous_best_seeded,20,5,10,5000,5.0,100,500000,500000,True,100,99,1980,26.12466103923211,20.89471562281647,0.26283683751131237,157.87193664500955
F12,30,fitness,previous_best_seeded,20,5,10,5000,5.0,100,500000,500000,True,100,99,1980,23.73089879751954,19.067127599799512,0.24903186522747026,68.67070667000371
F12,31,fitness,previous_best_seeded,20,5,10,5000,5.0,100,500000,500000,True,100,99,1980,27.124225617656048,21.51668353583924,0.26719238836244974,100.6039751520002
