case,seed,grouping,mode,environment,change_frequency,post_change_error,end_of_environment_error,mean_error,error_reduction,error_reduction_fraction,error_at_0,error_at_5,error_at_10,error_at_25,error_at_50,error_at_75,late_half_reduction,late_half_fraction,recovery_evals_50,recovery_success_50,recovery_frac_50,recovery_evals_90,recovery_success_90,recovery_frac_90
F1,5,fitness,population_persistence,29,5000,49.226164659446425,13.115480406975237,15.623451810156292,36.11068425247119,0.7335668846494545,49.226164659446425,15.774261868190088,15.774261868190088,15.63564631202209,15.63564631202209,15.63564631202209,2.520165905046852,0.06979003464533874,2,True,0.0004,5,True,0.001
F1,5,fitness,population_persistence,30,5000,44.47422988018939,16.71419459519931,17.106594234338885,27.76003528499008,0.6241824840986289,44.47422988018939,18.672327093890807,18.672327093890807,16.71419459519931,16.71419459519931,16.71419459519931,0.0,0.0,2,True,0.0004,2,True,0.0004
F1,5,fitness,population_persistence,31,5000,162.24038128372374,15.670235124401088,16.564591709522258,146.57014615932263,0.9034134720319893,162.24038128372374,21.38924924218989,17.47384628806335,16.95655524678618,15.670235124401088,15.670235124401088,0.0,0.0,2,True,0.0004,2,True,0.0004
F1,5,fitness,population_persistence,32,5000,42.677973324087155,9.249243379135727,9.442187547810047,33.42872994495143,0.7832782895078216,42.677973324087155,9.546205688867161,9.546205688867161,9.546205688867161,9.546205688867161,9.249243379135727,0.296962309731434,0.008883445773155457,2,True,0.0004,9,True,0.0018
F1,5,fitness,population_persistence,33,5000,58.41041909140312,6.871173346904108,6.881481196053009,51.53924574449901,0.8823639094910138,58.41041909140312,6.871173346904108,6.871173346904108,6.871173346904108,6.871173346904108,6.871173346904108,0.0,0.0,2,True,0.0004,2,True,0.0004
F1,5,fitness,population_persistence,34,5000,16.051523598082156,3.6614162765046956,4.043947745210054,12.39010732157746,0.7718960288017667,16.051523598082156,4.112571840655981,4.112571840655981,4.112571840655981,4.112571840655981,4.112571840655981,0.45115556415128566,0.03641256305872307,2,True,0.0004,2,True,0.0004
F1,5,fitness,population_persistence,35,5000,65.16038954599077,8.926723166510875,9.116952827703903,56.23366637947989,0.8630038397758455,65.16038954599077,10.019651263557819,10.019651263557819,8.926723166510875,8.926723166510875,8.926723166510875,0.0,0.0,2,True,0.0004,2,True,0.0004
F1,5,fitness,population_persistence,36,5000,71.63532879922951,4.909759270372909,8.576045084595055,66.7255695288566,0.9314617612193368,71.63532879922951,10.942069226208332,10.942069226208332,8.681601509719435,8.681601509719435,8.681601509719435,3.771842239346526,0.056527688950115736,2,True,0.0004,11,True,0.0022
F1,5,fitness,population_persistence,37,5000,117.33888268327587,6.923422426315554,6.946233240699547,110.41546025696032,0.9409963494794523,117.33888268327587,6.923422426315554,6.923422426315554,6.923422426315554,6.923422426315554,6.923422426315554,0.0,0.0,2,True,0.0004,2,True,0.0004
F1,5,fitness,population_persistence,38,5000,45.8241260692908,19.38079561739555,20.79224241198898,26.44333045189525,0.5770613150790963,45.8241260692908,23.737492980901358,23.737492980901358,23.737492980901358,19.38079561739555,19.38079561739555,0.0,0.0,2,True,0.0004,1621,True,0.3242
